,Cluster,mass,fell_found,year,latitude,longitude,group,chondrite,type,lc_sample
1025,0,1536.9,Found,1986,-30.31833,129.06333,CK,Chondrite,Stony,14
1029,0,100000.0,Found,1989,-30.61667,130.41667,H,Chondrite,Stony,14
1036,0,4500.0,Found,1937,38.03333,-101.98333,Chondrite,Chondrite,Stony,2
1037,0,5230.0,Found,1939,-35.41667,139.75,H,Chondrite,Stony,2
1039,0,6800.0,Found,1962,-29.85,140.7,H,Chondrite,Stony,14
1042,0,12000.0,Found,1934,39.66667,-102.83333,H,Chondrite,Stony,2
1043,0,817.0,Found,1967,39.68333,-102.845,H,Chondrite,Stony,2
1045,0,450.0,Found,1962,-33.06667,-61.0,L,Chondrite,Stony,2
1047,0,1400.0,Found,1979,34.95,-107.16667,H,Chondrite,Stony,13
1049,0,715.6,Found,1940,37.35,-108.68333,H,Chondrite,Stony,13
1051,0,1200.0,Fell,1844,21.16667,-100.86667,H,Chondrite,Stony,2
1055,0,800.0,Found,1955,34.83333,-112.01667,H,Chondrite,Stony,13
1056,0,61000.0,Found,1896,39.2,-98.78333,H,Chondrite,Stony,2
1064,0,6000.0,Found,1940,31.75,-97.75,H,Chondrite,Stony,2
1067,0,10820.0,Found,1967,-30.36667,120.73333,L,Chondrite,Stony,2
1068,0,78.4,Fell,1936,35.95,-97.58333,CM,Chondrite,Stony,1
1069,0,10.6,Found,1985,38.90306,-112.82111,H,Chondrite,Stony,13
1070,0,3.8,Found,1956,-32.01667,139.78333,LL,Chondrite,Stony,2
1071,0,3650.0,Fell,1877,-27.7,27.3,H,Chondrite,Stony,2
1072,0,367.0,Found,1963,33.66667,-101.26667,H,Chondrite,Stony,13
1073,0,167.0,Fell,1892,35.63333,-78.13333,H,Chondrite,Stony,1
1089,0,46500.0,Found,1936,29.01667,-97.28333,H,Chondrite,Stony,2
1090,0,5900.0,Found,1913,40.23333,-100.83333,H,Chondrite,Stony,1
1091,0,10000.0,Found,1911,37.61667,-98.91667,H,Chondrite,Stony,1
1094,0,567.0,Found,1932,35.96667,-96.76667,H,Chondrite,Stony,1
1099,0,18000.0,Fell,1981,35.61667,8.83333,LL,Chondrite,Stony,2
1100,0,300.0,Found,1957,34.08333,-115.78333,L,Chondrite,Stony,13
1103,0,4400.0,Found,1968,36.04333,-102.40833,H,Chondrite,Stony,13
1107,0,30.0,Found,1974,51.13889,-1.53611,H,Chondrite,Stony,2
1108,0,1064.0,Fell,1868,-28.2,24.56667,EL,Chondrite,Stony,2
2129,0,30000.0,Found,1986,29.6425,11.73222,H,Chondrite,Stony,14
2131,0,1470.0,Found,1986,29.865,11.69167,H,Chondrite,Stony,14
2133,0,1270.0,Found,1986,29.57889,11.74944,H,Chondrite,Stony,14
2134,0,2600.0,Found,1986,29.50639,11.49861,H,Chondrite,Stony,14
2135,0,250.0,Found,1986,29.46556,11.43333,H,Chondrite,Stony,14
2136,0,352.0,Found,1986,29.59722,11.74167,H,Chondrite,Stony,14
2138,0,2100.0,Found,1986,29.56306,12.03083,H,Chondrite,Stony,14
2139,0,355.0,Found,1986,29.61056,12.10778,H,Chondrite,Stony,14
2140,0,2800.0,Found,1986,29.64778,11.74694,H,Chondrite,Stony,14
2141,0,777.0,Found,1986,29.61778,11.77361,H,Chondrite,Stony,14
2142,0,1539.0,Found,1986,29.63139,11.76194,H,Chondrite,Stony,14
2144,0,453.0,Found,1986,29.43833,11.87833,LL,Chondrite,Stony,14
2145,0,280.0,Found,1986,29.48111,12.14056,LL,Chondrite,Stony,14
2146,0,700.0,Found,1986,29.41917,12.125,H,Chondrite,Stony,14
2149,0,226.0,Found,1986,29.41278,11.95333,H,Chondrite,Stony,14
2150,0,85.0,Found,1986,29.62667,11.69389,H,Chondrite,Stony,14
2151,0,417.0,Found,1986,29.37806,11.88667,H,Chondrite,Stony,14
2153,0,570.0,Found,1986,29.58333,11.78333,H,Chondrite,Stony,14
