"","Name","Fell_or_Found","Year","Mass","longitude","latitude","Land_Cover","Chondrite","Type","Level_3","Level_4","Group","recclass"
"5414","Pigick","Found",1994,690,141.855,-35.90667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5415","Pillistfer","Fell",1863,23250,25.73333,58.66667,"Temperate Mixed Forest","Chondrite","Stony","Enstatite","EH-EL","EL","EL6"
"5416","Pima County","Found",1947,210,-111,32.2,"Scrubland","Achondrite","Iron","Magmatic","Siderite","Iron IIAB","Iron, IIAB"
"5417","Pine Bluffs","Found",1935,2700,-104.06667,41.18333,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H"
"5418","Pine Dam","Found",1976,200.4,138,-30.41667,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L5"
"5419","Pine River","Found",1931,3600,-89.1,44.21667,"Pasture/Land used for Grazing","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-sLL"
"5420","Pinnaroo","Found",1927,39400,140.91667,-35.38333,"Pasture/Land used for Grazing","Achondrite","Stony-Iron","Mesosiderite","-","Mesosiderite","Mesosiderite-A4"
"5421","Piñon","Found",1928,17850,-105.1,32.66667,"Grassland/Steppe","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5422","Pinto Mountains","Found",1954,17900,-115.78333,34,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L6"
"5423","Pipe Creek","Found",1887,13600,-98.91667,29.68333,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H6"
"5424","Piplia Kalan","Fell",1996,42000,73.94167,26.03472,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-mmict"
"5425","Piquetberg","Fell",1881,37,18.71667,-32.86667,"Scrubland","Chondrite","Stony","Ordinary","H","H","H"
"5426","Pirapora","Found",1888,6175,-45,-17.3,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIAB","Iron, IIAB"
"5427","Pirgunje","Fell",1882,842,88.45,25.8,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5428","Pirthalla","Fell",1884,1161,76,29.58333,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H6"
"5429","Pitino","Found",2002,1667,-60.58333,-27.46667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5430","Pitts","Fell",1921,3760,-83.51667,31.95,"Pasture/Land used for Grazing","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-ung"
"5431","Pittsburg","Found",1850,600,-80,40.43333,"Cultivated Land","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-MG"
"5432","Plains","Found",1964,34300,-102.76667,33.28333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5433","Plains (d)","Found",1991,280,-102.9,33.26667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5434","Plainview (1917)","Found",1917,700000,-101.78333,34.11667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5435","Plainview (1950)","Found",1950,2200,-101.78333,34.11667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H"
"5436","Plainview (c)","Found",1963,631,-101.75667,34.125,"Pasture/Land used for Grazing","Chondrite","Stony","-","-","Chondrite","OC"
"5437","Plainview (d)","Found",1979,700,-101.70417,34.1875,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5438","Plancy-l'Abbaye","Found",2003,180,-4.05,48.66667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5439","Plantersville","Fell",1930,2085,-96.11667,30.7,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H6"
"5440","Plateau du Tademait 001","Found",1990,99,0.3,28.01667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5441","Pleasanton","Found",1935,2300,-94.71667,38.18333,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5442","Ploschkovitz","Fell",1723,39,14.11667,50.53333,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","L","L","L5"
"5443","Plymouth","Found",1893,14000,-86.31667,41.33333,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5444","Pnompehn","Fell",1868,96,104.91667,11.58333,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5445","Poeppel Corner","Found",1980,277,137.93333,-25.78333,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L6"
"5446","Pohlitz","Fell",1819,3000,12.13333,50.93333,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L5"
"5447","Point Berliet","Found",2001,42000,9.53783,20.537,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5448","Point of Rocks (iron)","Found",1956,18000,-104.5,36.5,"Grassland/Steppe","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5449","Point of Rocks (stone)","Found",1954,800,-104.5,36.5,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L6"
"5450","Poison Spring","Found",1971,524,-110.36667,38.17,"Grassland/Steppe","Achondrite","Iron","-","-","Iron","Iron"
"5451","Pokhra","Fell",1866,350,82.66667,26.71667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5452","Pollen","Fell",1942,253.6,14.015,66.34833,"Boreal Forest","Chondrite","Stony","Carbonaceous","CM-CO","CM","CM2"
"5453","Polujamki","Found",1971,18350,79.7,52.1,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H4"
"5454","Pomozdino","Found",1964,327,54.16667,62.2,"Cool Conifer Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-cm"
"5455","Pontlyfni","Fell",1931,157,-4.31944,53.03639,"Pasture/Land used for Grazing","Achondrite","Stony","Primitive","-","Winonaite","Winonaite"
"5456","Pony Creek","Found",1947,4642,-99.95,31.66333,"Scrubland","Chondrite","Stony","Ordinary","H","H","H4"
"5457","Poolowanna","Found",1997,875,136.85867,-29.83167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5458","Poonarunna","Found",1970,76,137.85,-27.76667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5459","Pooposo","Found",1910,12000,-66.83333,-18.33333,"Grassland/Steppe","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-MG"
"5460","Portales (a)","Found",1967,3240,-103.5,34.06667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H4"
"5461","Portales (b)","Found",1967,595.8,-103.5,34.06667,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5462","Portales (c)","Found",1967,6000,-103.41667,34.1,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H4"
"5463","Portales Valley","Fell",1998,71400,-103.295,34.175,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5464","Portis","Found",1959,30,-98.68333,39.56667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L"
"5465","Portugal","Fell",1796,4500,-8,38.5,"Scrubland","-","Stony","-","-","Stony","Stone-uncl"
"5466","Post","Found",1965,2000,-101.38333,33.11667,"Scrubland","Chondrite","Stony","Ordinary","L","L","L"
"5467","Potter","Found",1941,261000,-103.3,41.23333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5468","Po-wang Chen","Fell",1933,665,118.5,31.41667,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL"
"5469","Powellsville","Found",1990,4310,-82.78333,38.66667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5470","Prairie Dog Creek","Found",1893,2900,-100.5,39.63333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.7"
"5471","Prambachkirchen","Fell",1932,2125,13.94083,48.3025,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5472","Prambanan","Found",1797,500000,110.83333,-7.56667,"Cultivated Land","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5473","Premier Downs 001","Found",1989,83,125.46667,-30.46667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L5"
"5474","Preobrazhenka","Found",1949,418,79.5,53.7,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H3/4"
"5475","Pribram","Fell",1959,5555,14.03333,49.66667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5476","Pricetown","Fell",1893,900,-83.85,39.11667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5477","Primm","Found",1997,3383,-115.36667,35.66667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5478","Providence","Found",1903,6804,-85.23333,38.56667,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5479","Puente del Zacate","Found",1904,30790,-101.5,27.86667,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5480","Puente-Ladron","Found",1944,7.7,-106.85,34.4,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L"
"5481","Puerta de Arauco","Found",1904,1533,-66.66667,-28.88333,"Pasture/Land used for Grazing","Achondrite","Iron","-","-","Iron","Iron"
"5482","Puerto Libertad","Found",1973,66,-112.68333,29.9,"Oceans/Water","Chondrite","Stony","Ordinary","L","L","L"
"5483","Pulsora","Fell",1863,560,75.18333,23.36667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5484","Pultusk","Fell",1868,250000,21.26667,52.76667,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5485","Punganaru","Fell",1811,100,78.95,13.33333,"Cultivated Land","-","Stony","-","-","Stony","Stone-uncl"
"5486","Puquios","Found",1885,6580,-69.91667,-27.15,"Grassland/Steppe","Achondrite","Iron","Magmatic","Siderite","Iron IID","Iron, IID"
"5487","Putinga","Fell",1937,300000,-53.05,-29.03333,"Warm Mixed Forest","Chondrite","Stony","Ordinary","L","L","L6"
"5488","Putnam County","Found",1839,32700,-83.25,33.25,"Warm Mixed Forest","Achondrite","Iron","Magmatic","Siderite","Iron IVA","Iron, IVA"
"5489","Qidong","Fell",1982,1275,121.5,32.08333,"Oceans/Water","Chondrite","Stony","Ordinary","LL","LL","L/LL5"
"5490","Qingzhen","Fell",1976,2600,106.46667,26.53333,"Pasture/Land used for Grazing","Chondrite","Stony","Enstatite","EH-EL","EH","EH3"
"5491","Quarat al Hanish","Found",1979,593,25.58333,25.15,"Hot Desert","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-sHL"
"5492","Quartz Mountain","Found",1935,4832,-116.7,37.2,"Hot Desert","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5493","Qued Mya 001","Found",1991,90,3.62,30.28306,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5494","Queen's Mercy","Fell",1925,7000,28.7,-30.11667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H6"
"5495","Quenggouk","Fell",1857,6045,95.18333,17.76667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H4"
"5496","Queretaro","Found",1971,5000,-100.38333,20.63333,"Scrubland","Chondrite","Stony","Ordinary","H","H","H4"
"5497","Quesa","Fell",1898,10750,-0.66667,39,"Cultivated Land","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-ung"
"5498","Quija","Fell",1990,17450,126.13333,44.61667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H"
"5499","Quijingue","Found",1984,59000,-39.21667,-10.75,"Savanna","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG"
"5500","Quincay","Fell",1851,65,0.25,46.6,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5501","Quinn Canyon","Found",1908,1450000,-115.53333,38.08333,"Grassland/Steppe","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5502","Quinyambie","Found",1968,1638,140.98333,-30.15,"Hot Desert","Chondrite","Stony","Ordinary","LL","LL","LL3.6"
"5503","Rabbit Dry Lake","Found",2000,20,-117.01083,34.44567,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"5504","Rabbit Flat","Found",1974,295,130.11667,-20.36667,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H6"
"5505","Raco","Fell",1957,5000,-65.45,-26.66667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5506","Rafrüti","Found",1886,18200,7.83333,47,"Pasture/Land used for Grazing","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5507","Ragged Top","Found",1997,122.7,-111.34667,32.44667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5508","Raghunathpura","Fell",1986,10200,76.465,27.72528,"Cultivated Land","Achondrite","Iron","Magmatic","Siderite","Iron IIAB","Iron, IIAB"
"5509","Ragland","Found",1982,12100,-103.55,34.76778,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","LL","LL","LL3.4"
"5510","Raguli","Found",1972,4239,43.7,45.7,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H3.8"
"5511","Rainbow","Found",1994,1553,141.855,-35.90667,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3.2"
"5512","Rakity","Found",1971,11400,79.9,51.8,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L3"
"5513","Rakovka","Fell",1878,9000,37.03333,52.98333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5514","Ramlat as Sahmah 001","Found",2003,97.53,56.36668,20.2023,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"5515","Ramlat as Sahmah 002","Found",2003,200.51,56.45165,20.24332,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5516","Ramlat as Sahmah 003","Found",2003,39.81,56.46405,20.26362,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5517","Ramlat as Sahmah 004","Found",2003,475.96,56.46315,20.26405,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5518","Ramlat as Sahmah 005","Found",2003,275.28,56.28877,20.03695,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5519","Ramlat as Sahmah 006","Found",2003,17.95,56.3088,20.05425,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5520","Rammya","Found",1996,2481,-3.91667,31.16667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5521","Ramnagar","Fell",1940,3766,82.9,26.45,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5522","Rampurhat","Fell",1916,100,87.76667,24.16667,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL"
"5523","Ramsdorf","Fell",1958,4682,6.93333,51.88333,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5524","Ranchapur","Fell",1917,290.4,87.08333,23.98333,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H4"
"5525","Rancho Blanco","Found",1987,155,-102.18333,24.3,"Grassland/Steppe","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-mmict"
"5526","Rancho de la Pila (1882)","Found",1882,46500,-104.3,24.11667,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5527","Rancho de la Presa","Fell",1899,300,-100.81667,19.86667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5528","Rancho Gomelia","Found",1975,15650,-105.25,24.51667,"Scrubland","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5529","Rangala","Fell",1937,3224.5,72.01667,25.38333,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L6"
"5530","Ransom","Found",1938,15000,-99.93333,38.61667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H4"
"5531","Raoyang","Fell",1919,4910,115.7,38.2,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5532","Ras Tanura","Fell",1961,6.1,50.15,26.66667,"Oceans/Water","Chondrite","Stony","Ordinary","H","H","H6"
"5533","Rasgrad","Fell",1740,24700,26.53333,43.5,"Cultivated Land","-","Stony","-","-","Stony","Stone-uncl"
"5534","Rateldraai","Found",1909,549000,21.13333,-28.83333,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5535","Ratyn","Fell",1880,910,17.98333,52.2,"Cultivated Land","-","Stony","-","-","Stony","Stone-uncl"
"5536","Rawlinna 001","Found",1959,74,125.26667,-31.16667,"Grassland/Steppe","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG-an"
"5537","Rawlinna 002","Found",1952,240,126.08333,-30.36667,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H5"
"5538","Reager","Found",1948,230,-100,39.78333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5539","Rebiana","Found",1999,459,21.885,24.97833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","L/LL5"
"5540","Red Deer Hill","Found",1975,2510,-105.84167,53.075,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5541","Red Dry Lake 002","Found",2001,21.5,-114.02437,35.65306,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5542","Red Dry Lake 003","Found",2001,94,-114.03069,35.64552,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5543","Red Dry Lake 004","Found",2001,13.5,-114.02849,35.6464,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5544","Red Dry Lake 005","Found",2001,12,-114.02853,35.64645,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5545","Red Dry Lake 006","Found",2001,40,-114.04336,35.62705,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5546","Red Dry Lake 009","Found",2001,13,-114.04323,35.62723,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.6"
"5547","Red Dry Lake 022","Found",2002,17,-114.0271,35.66185,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5548","Red Dry Lake 023","Found",2002,5.9,-114.02698,35.66375,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"5549","Red Dry Lake 031","Found",2002,4.8,-114.06167,35.69733,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5550","Red River","Found",1808,800000,-95,32,"Warm Mixed Forest","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5551","Red Rock","Found",1976,47600,-117.91667,35.41667,"Grassland/Steppe","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5552","Red Willow","Found",1899,2750,-100.5,40.25,"Pasture/Land used for Grazing","Achondrite","Iron","-","-","Iron","Iron"
"5553","Redfields","Found",1969,8740,116.5,-30.71667,"Pasture/Land used for Grazing","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5554","Reed City","Found",1895,20000,-85.51667,43.86667,"Temperate Mixed Forest","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5555","Reggane 001","Found",1989,37,0.5,25.58333,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H5"
"5556","Reggane 002","Found",1989,71,0.53333,25.63333,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L5"
"5557","Reggane 003","Found",1989,9500,0.5,25.63333,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H4"
"5558","Reid","Found",1969,144.1,128.98333,-30.06667,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H5"
"5559","Reid 002","Found",1974,66.5,128.96667,-30.06667,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L6"
"5560","Reid 003","Found",1974,128.7,128.96667,-30.06667,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L5"
"5561","Reid 004","Found",1977,295,128.8,-30.25,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H5"
"5562","Reid 005","Found",1977,42.8,128.8,-30.15,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L5-6"
"5563","Reid 006","Found",1978,920,128.48333,-30.6,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5564","Reid 007","Found",1982,2050,128.40833,-30.65,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5565","Reid 008","Found",1982,221,128.81667,-30.08333,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L6"
"5566","Reid 009","Found",1986,47.8,128.985,-30.31667,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H4"
"5567","Reid 010","Found",1986,8220,128.85,-30.32167,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H6"
