,Cluster,mass,fell_found,year,latitude,longitude,group,chondrite,type,lc_sample
284,5,96.0,Found,1991,27.64278,4.06889,H,Chondrite,Stony,11
285,4,177.0,Found,1991,27.53528,3.91278,L,Chondrite,Stony,11
286,4,165.0,Found,1991,27.54222,3.88444,L,Chondrite,Stony,11
287,5,67.0,Found,1991,27.65444,4.27528,H,Chondrite,Stony,11
288,5,187.0,Found,1991,27.70056,4.22944,H,Chondrite,Stony,11
289,5,120.0,Found,1991,27.70611,4.20583,H,Chondrite,Stony,11
290,5,69.0,Found,1991,27.63139,4.10722,H,Chondrite,Stony,11
291,5,407.0,Found,1991,27.79472,4.16722,H,Chondrite,Stony,11
292,3,59.0,Found,1992,27.61667,4.19056,EH or EL,Chondrite,Stony,11
293,4,55.0,Found,1992,27.59139,3.98806,L,Chondrite,Stony,11
294,3,76.0,Found,1992,27.47417,3.86417,CR,Chondrite,Stony,11
295,4,213.0,Found,1992,27.54528,4.04861,L,Chondrite,Stony,11
296,5,261.0,Found,1992,27.70806,4.24806,H,Chondrite,Stony,11
297,5,432.0,Found,1992,27.71861,4.48611,H,Chondrite,Stony,11
298,3,198.0,Found,1992,27.66583,4.19056,LL,Chondrite,Stony,11
299,5,457.0,Found,1992,27.64972,4.01194,H,Chondrite,Stony,11
300,3,217.0,Found,1992,27.48333,3.91556,LL,Chondrite,Stony,11
301,3,121.0,Found,1992,27.58278,4.0,LL,Chondrite,Stony,11
302,4,43.0,Found,1992,27.63361,4.04139,L,Chondrite,Stony,11
303,4,2000.0,Found,1992,27.70917,4.17444,L,Chondrite,Stony,11
304,3,180.0,Found,1992,27.6825,4.42028,LL,Chondrite,Stony,11
305,5,270.0,Found,1992,27.59028,4.15194,H,Chondrite,Stony,11
306,5,162.0,Found,1992,27.52722,3.89806,H,Chondrite,Stony,11
307,5,95.0,Found,1992,27.58694,3.96417,H,Chondrite,Stony,11
308,5,83.0,Found,1992,27.60222,3.98528,H,Chondrite,Stony,11
309,5,60.0,Found,1992,27.62361,4.02556,H,Chondrite,Stony,11
310,4,369.0,Found,1992,27.68722,4.18361,L,Chondrite,Stony,11
311,4,129.0,Found,1992,27.42889,3.82,L,Chondrite,Stony,11
312,4,520.0,Found,1992,27.49083,3.89778,L,Chondrite,Stony,11
313,5,74.0,Found,1992,27.55972,4.01028,H,Chondrite,Stony,11
314,4,185.0,Found,1992,27.64556,4.20444,L,Chondrite,Stony,11
315,5,169.0,Found,1992,27.68361,4.25306,H,Chondrite,Stony,11
316,3,120.0,Found,1992,27.50806,3.84417,CR,Chondrite,Stony,11
317,4,364.0,Found,1992,27.57861,3.96889,L,Chondrite,Stony,11
318,5,78.0,Found,1992,27.60056,3.99556,H,Chondrite,Stony,11
319,5,169.0,Found,1992,27.66389,4.09806,H,Chondrite,Stony,11
320,3,506.0,Found,1992,27.69972,4.18611,LL,Chondrite,Stony,11
321,5,126.0,Found,1992,27.6875,4.245,H,Chondrite,Stony,11
322,5,878.0,Found,1992,27.59278,4.40139,H,Chondrite,Stony,11
323,5,292.0,Found,1992,27.55028,3.99806,H,Chondrite,Stony,11
324,4,2393.0,Found,1992,27.55194,3.81611,L,Chondrite,Stony,11
325,5,167.0,Found,1992,27.46056,3.88806,H,Chondrite,Stony,11
326,5,157.0,Found,2001,27.5455,4.06117,H,Chondrite,Stony,11
327,4,25.0,Found,2001,27.55917,4.093,L,Chondrite,Stony,11
328,3,117.0,Found,2001,27.503,3.8795,LL,Chondrite,Stony,11
329,2,32.0,Found,1989,27.5,3.61667,LL,Chondrite,Stony,14
330,2,139.0,Found,1989,27.5,3.61667,L,Chondrite,Stony,14
