"","name","id","nametype","recclass","mass_in_grams","fell_or_found","year","latitude","longitude","GeoLocation"
"1","Brunflo",5157,"Relict","Relict H",NA,"Found",1980,63.11667,14.28333,"(63.11667, 14.28333)"
"2","David Glacier 92308",6614,"Relict","Chondrite-fusion crust",1.7,"Found",1992,-75.31667,162,"(-75.31667, 162.0)"
"3","Gove",52859,"Relict","Relict iron",0,"Found",1979,-12.26333,136.83833,"(-12.26333, 136.83833)"
"4","Gullhögen 001",44889,"Relict","Relict OC",NA,"Found",2000,58.38333,13.8,"(58.38333, 13.8)"
"5","LaPaz Icefield 031037",35780,"Relict","Fusion crust",0.1,"Found",2003,NA,NA,""
"6","LaPaz Icefield 04531",34986,"Relict","Chondrite-fusion crust",0.01,"Found",2004,NA,NA,""
"7","LaPaz Icefield 04644",34999,"Relict","Chondrite-fusion crust",0.63,"Found",2004,NA,NA,""
"8","Lewis Cliff 87241",13702,"Relict","Chondrite-fusion crust",0.5,"Found",1987,-84.34563,161.31058,"(-84.34563, 161.31058)"
"9","Meteorite Hills 001139",45809,"Relict","Fusion crust",0.013,"Found",2000,-79.68333,159.75,"(-79.68333, 159.75)"
"10","Miller Range 05110",45810,"Relict","Fusion crust",0.1,"Found",2005,NA,NA,""
"11","Miller Range 05126",45811,"Relict","Fusion crust",0.1,"Found",2006,NA,NA,""
"12","Osterplana",18038,"Relict","Relict OC",NA,"Found",1987,58.58333,13.43333,"(58.58333, 13.43333)"
"13","Österplana 002",44802,"Relict","Relict OC",NA,"Found",1993,58.58333,13.43333,"(58.58333, 13.43333)"
"14","Österplana 003",44803,"Relict","Relict OC",NA,"Found",1993,58.58333,13.43333,"(58.58333, 13.43333)"
"15","Österplana 004",44804,"Relict","Relict OC",NA,"Found",1994,58.58333,13.43333,"(58.58333, 13.43333)"
"16","Österplana 005",44805,"Relict","Relict OC",NA,"Found",1990,58.58333,13.43333,"(58.58333, 13.43333)"
"17","Österplana 006",44806,"Relict","Relict OC",NA,"Found",NA,58.58333,13.43333,"(58.58333, 13.43333)"
"18","Österplana 007",44807,"Relict","Relict OC",NA,"Found",1993,58.58333,13.43333,"(58.58333, 13.43333)"
"19","Österplana 008",44808,"Relict","Relict OC",NA,"Found",1995,58.58333,13.43333,"(58.58333, 13.43333)"
"20","Österplana 009",44809,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"21","Österplana 010",44810,"Relict","Relict OC",NA,"Found",1995,58.58333,13.43333,"(58.58333, 13.43333)"
"22","Österplana 011",44811,"Relict","Relict OC",NA,"Found",1997,58.58333,13.43333,"(58.58333, 13.43333)"
"23","Österplana 012",44812,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"24","Österplana 013",44813,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"25","Österplana 014",44814,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"26","Österplana 015",44815,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"27","Österplana 016",44816,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"28","Österplana 017",44817,"Relict","Relict OC",NA,"Found",1997,58.58333,13.43333,"(58.58333, 13.43333)"
"29","Österplana 018",44818,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"30","Österplana 019",44819,"Relict","Relict OC",NA,"Found",1997,58.58333,13.43333,"(58.58333, 13.43333)"
"31","Österplana 020",44820,"Relict","Relict OC",NA,"Found",1997,58.58333,13.43333,"(58.58333, 13.43333)"
"32","Österplana 021",44821,"Relict","Relict OC",NA,"Found",1997,58.58333,13.43333,"(58.58333, 13.43333)"
"33","Österplana 022",44822,"Relict","Relict OC",NA,"Found",1999,58.58333,13.43333,"(58.58333, 13.43333)"
"34","Österplana 023",44823,"Relict","Relict OC",NA,"Found",1999,58.58333,13.43333,"(58.58333, 13.43333)"
"35","Österplana 024",44824,"Relict","Relict OC",NA,"Found",1999,58.58333,13.43333,"(58.58333, 13.43333)"
"36","Österplana 025",44825,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"37","Österplana 026",44826,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"38","Österplana 027",44827,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"39","Österplana 028",44828,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"40","Österplana 029",44829,"Relict","Relict OC",NA,"Found",1998,58.58333,13.43333,"(58.58333, 13.43333)"
"41","Österplana 030",44830,"Relict","Relict OC",NA,"Found",1994,58.58333,13.43333,"(58.58333, 13.43333)"
"42","Österplana 031",44831,"Relict","Relict OC",NA,"Found",1998,58.58333,13.43333,"(58.58333, 13.43333)"
"43","Österplana 032",44832,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"44","Österplana 033",44833,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"45","Österplana 034",44834,"Relict","Relict OC",NA,"Found",1998,58.58333,13.43333,"(58.58333, 13.43333)"
"46","Österplana 035",44835,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"47","Österplana 036",44836,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"48","Österplana 037",44837,"Relict","Relict OC",NA,"Found",1998,58.58333,13.43333,"(58.58333, 13.43333)"
"49","Österplana 038",44838,"Relict","Relict OC",NA,"Found",1999,58.58333,13.43333,"(58.58333, 13.43333)"
"50","Österplana 039",44839,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"51","Österplana 040",44840,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"52","Österplana 041",44841,"Relict","Relict OC",NA,"Found",1996,58.58333,13.43333,"(58.58333, 13.43333)"
"53","Österplana 042",44842,"Relict","Relict OC",NA,"Found",2000,58.58333,13.43333,"(58.58333, 13.43333)"
"54","Österplana 043",44843,"Relict","Relict OC",NA,"Found",2002,58.58333,13.43333,"(58.58333, 13.43333)"
"55","Österplana 044",44844,"Relict","Relict OC",NA,"Found",2002,58.58333,13.43333,"(58.58333, 13.43333)"
"56","Österplana 045",44845,"Relict","Relict OC",NA,"Found",2002,58.58333,13.43333,"(58.58333, 13.43333)"
"57","Österplana 046",44846,"Relict","Relict OC",NA,"Found",2002,58.58333,13.43333,"(58.58333, 13.43333)"
"58","Österplana 047",44847,"Relict","Relict OC",NA,"Found",2002,58.58333,13.43333,"(58.58333, 13.43333)"
"59","Österplana 048",56147,"Relict","Relict OC",0,"Found",2004,58.58333,13.43333,"(58.58333, 13.43333)"
"60","Österplana 049",56148,"Relict","Relict OC",0,"Found",2012,58.58333,13.43333,"(58.58333, 13.43333)"
"61","Österplana 050",56149,"Relict","Relict OC",0,"Found",2003,58.58333,13.43333,"(58.58333, 13.43333)"
"62","Österplana 051",56150,"Relict","Relict OC",0,"Found",2006,58.58333,13.43333,"(58.58333, 13.43333)"
"63","Österplana 052",56151,"Relict","Relict OC",0,"Found",2006,58.58333,13.43333,"(58.58333, 13.43333)"
"64","Österplana 053",56152,"Relict","Relict OC",0,"Found",2002,58.58333,13.43333,"(58.58333, 13.43333)"
"65","Österplana 054",56153,"Relict","Relict OC",0,"Found",2005,58.58333,13.43333,"(58.58333, 13.43333)"
"66","Österplana 055",56154,"Relict","Relict OC",0,"Found",2008,58.58333,13.43333,"(58.58333, 13.43333)"
"67","Österplana 056",56155,"Relict","Relict OC",0,"Found",2008,58.58333,13.43333,"(58.58333, 13.43333)"
"68","Österplana 057",56156,"Relict","Relict OC",0,"Found",2009,58.58333,13.43333,"(58.58333, 13.43333)"
"69","Österplana 058",56157,"Relict","Relict OC",0,"Found",2009,58.58333,13.43333,"(58.58333, 13.43333)"
"70","Österplana 059",56158,"Relict","Relict OC",0,"Found",2009,58.58333,13.43333,"(58.58333, 13.43333)"
"71","Österplana 060",56159,"Relict","Relict OC",0,"Found",2009,58.58333,13.43333,"(58.58333, 13.43333)"
"72","Österplana 061",56160,"Relict","Relict OC",0,"Found",2009,58.58333,13.43333,"(58.58333, 13.43333)"
"73","Österplana 062",56161,"Relict","Relict OC",0,"Found",2010,58.58333,13.43333,"(58.58333, 13.43333)"
"74","Österplana 063",56162,"Relict","Relict OC",0,"Found",2010,58.58333,13.43333,"(58.58333, 13.43333)"
"75","Österplana 064",56163,"Relict","Relict OC",0,"Found",2011,58.58333,13.43333,"(58.58333, 13.43333)"
"76","Meridiani Planum",32789,"Valid","Iron, IAB complex",NA,"Found",2005,-1.94617,354.47333,"(-1.94617, 354.47333)"
"77","Northwest Africa 5815",50693,"Valid","L5",256.8,"Found",NA,0,0,"(0.0, 0.0)"
"78","Mason Gully",53653,"Valid","H5",24.54,"Fell",2010,0,0,"(0.0, 0.0)"
"79","Allan Hills 09004",52119,"Valid","Howardite",221.7,"Found",2009,0,0,"(0.0, 0.0)"
"80","Allan Hills 09005",55797,"Valid","L5",122.3,"Found",2009,0,0,"(0.0, 0.0)"
"81","Allan Hills 09006",55798,"Valid","H5",104.3,"Found",2009,0,0,"(0.0, 0.0)"
"82","Allan Hills 09008",55799,"Valid","H5",31.3,"Found",2009,0,0,"(0.0, 0.0)"
"83","Allan Hills 09009",55800,"Valid","L6",24.8,"Found",2009,0,0,"(0.0, 0.0)"
"84","Allan Hills 09010",55801,"Valid","L3.4",2.6,"Found",2009,0,0,"(0.0, 0.0)"
"85","Allan Hills 09011",55802,"Valid","LL6",14.2,"Found",2009,0,0,"(0.0, 0.0)"
"86","Allan Hills 09012",55794,"Valid","L6",18.1,"Found",2009,0,0,"(0.0, 0.0)"
"87","Allan Hills 09013",55795,"Valid","L6",25.5,"Found",2009,0,0,"(0.0, 0.0)"
"88","Allan Hills 09014",55796,"Valid","L5",30.2,"Found",2009,0,0,"(0.0, 0.0)"
"89","Allan Hills 10910",56771,"Valid","L5",444.1,"Found",2010,0,0,"(0.0, 0.0)"
"90","Allan Hills 10911",56772,"Valid","L6",218.9,"Found",2010,0,0,"(0.0, 0.0)"
"91","Allan Hills 10912",56773,"Valid","H6",60.3,"Found",2010,0,0,"(0.0, 0.0)"
"92","Buckley Island 10930",56774,"Valid","L6",374.5,"Found",2010,0,0,"(0.0, 0.0)"
"93","Buckley Island 10932",56775,"Valid","L6",879.9,"Found",2010,0,0,"(0.0, 0.0)"
"94","Buckley Island 10933",56776,"Valid","CR2",486,"Found",2010,0,0,"(0.0, 0.0)"
"95","Buckley Island 10934",56777,"Valid","L6",472.2,"Found",2010,0,0,"(0.0, 0.0)"
"96","Buckley Island 10935",56778,"Valid","L6",362.4,"Found",2010,0,0,"(0.0, 0.0)"
"97","Buckley Island 10936",56779,"Valid","L5",335.2,"Found",2010,0,0,"(0.0, 0.0)"
"98","Buckley Island 10937",56780,"Valid","L6",234.6,"Found",2010,0,0,"(0.0, 0.0)"
"99","Buckley Island 10938",56781,"Valid","L5",288,"Found",2010,0,0,"(0.0, 0.0)"
"100","Buckley Island 10939",56782,"Valid","L6",143.9,"Found",2010,0,0,"(0.0, 0.0)"
"101","Buckley Island 10940",56783,"Valid","H6",161.7,"Found",2010,0,0,"(0.0, 0.0)"
"102","Buckley Island 10941",56784,"Valid","L6",118.8,"Found",2010,0,0,"(0.0, 0.0)"
"103","Buckley Island 10942",56785,"Valid","L6",95.4,"Found",2010,0,0,"(0.0, 0.0)"
"104","Buckley Island 10943",53893,"Valid","CO3",27.8,"Found",2010,0,0,"(0.0, 0.0)"
"105","Buckley Island 10944",53894,"Valid","CK4",39.7,"Found",2010,0,0,"(0.0, 0.0)"
"106","Buckley Island 10945",56786,"Valid","H6",80.3,"Found",2010,0,0,"(0.0, 0.0)"
"107","Buckley Island 10946",56787,"Valid","L5",28.3,"Found",2010,0,0,"(0.0, 0.0)"
"108","Buckley Island 10947",56788,"Valid","H5",47.2,"Found",2010,0,0,"(0.0, 0.0)"
"109","Buckley Island 10948",56789,"Valid","L6",41.6,"Found",2010,0,0,"(0.0, 0.0)"
"110","Buckley Island 10949",56790,"Valid","L6",22.6,"Found",2010,0,0,"(0.0, 0.0)"
"111","Buckley Island 10950",56791,"Valid","H6",10.3,"Found",2010,0,0,"(0.0, 0.0)"
"112","Buckley Island 10951",56792,"Valid","L6",26.1,"Found",2010,0,0,"(0.0, 0.0)"
"113","Buckley Island 10952",56793,"Valid","L6",5.8,"Found",2010,0,0,"(0.0, 0.0)"
"114","Buckley Island 10953",56794,"Valid","H4",7.9,"Found",2010,0,0,"(0.0, 0.0)"
"115","Buckley Island 10954",56795,"Valid","L6",22.7,"Found",2010,0,0,"(0.0, 0.0)"
"116","Buckley Island 10955",56796,"Valid","L6",15.1,"Found",2010,0,0,"(0.0, 0.0)"
"117","Buckley Island 10956",56797,"Valid","H5",20.4,"Found",2010,0,0,"(0.0, 0.0)"
"118","Buckley Island 10957",56798,"Valid","L6",4.9,"Found",2010,0,0,"(0.0, 0.0)"
"119","Buckley Island 10958",53895,"Valid","LL6",0.1,"Found",2010,0,0,"(0.0, 0.0)"
"120","Buckley Island 10959",53896,"Valid","H6",0.3,"Found",2010,0,0,"(0.0, 0.0)"
"121","Dominion Range 08013",49521,"Valid","CM2",28.8,"Found",2008,0,0,"(0.0, 0.0)"
"122","Dominion Range 08001",51058,"Valid","Eucrite-br",1305.4,"Found",2008,0,0,"(0.0, 0.0)"
"123","Dominion Range 08002",51059,"Valid","LL-imp melt",173.2,"Found",2008,0,0,"(0.0, 0.0)"
"124","Dominion Range 08003",51060,"Valid","CM2",109,"Found",2008,0,0,"(0.0, 0.0)"
"125","Dominion Range 08004",49515,"Valid","CO3",294.5,"Found",2008,0,0,"(0.0, 0.0)"
"126","Dominion Range 08005",49516,"Valid","Eucrite-br",88.8,"Found",2008,0,0,"(0.0, 0.0)"
"127","Dominion Range 08006",49517,"Valid","CO3",667.3,"Found",2008,0,0,"(0.0, 0.0)"
"128","Dominion Range 08007",51061,"Valid","H5",24.7,"Found",2008,0,0,"(0.0, 0.0)"
"129","Dominion Range 08008",51062,"Valid","Eucrite-br",27.1,"Found",2008,0,0,"(0.0, 0.0)"
"130","Dominion Range 08009",51063,"Valid","CM2",5.2,"Found",2008,0,0,"(0.0, 0.0)"
"131","Dominion Range 08010",49518,"Valid","CM2",8.3,"Found",2008,0,0,"(0.0, 0.0)"
"132","Dominion Range 08011",49519,"Valid","Eucrite-br",3.4,"Found",2008,0,0,"(0.0, 0.0)"
"133","Dominion Range 08012",49520,"Valid","Ureilite",18.6,"Found",2008,0,0,"(0.0, 0.0)"
"134","Dominion Range 08014",49522,"Valid","Eucrite-br",19.6,"Found",2008,0,0,"(0.0, 0.0)"
"135","Dominion Range 08015",49523,"Valid","CM2",8.4,"Found",2008,0,0,"(0.0, 0.0)"
"136","Dominion Range 08016",51064,"Valid","CM2",6.2,"Found",2008,0,0,"(0.0, 0.0)"
"137","Dominion Range 08017",52986,"Valid","LL5",1021.1,"Found",2008,0,0,"(0.0, 0.0)"
"138","Dominion Range 08018",52987,"Valid","LL6",1447.8,"Found",2008,0,0,"(0.0, 0.0)"
"139","Dominion Range 08019",51065,"Valid","LL5",1434.5,"Found",2008,0,0,"(0.0, 0.0)"
"140","Dominion Range 08020",52988,"Valid","LL5",1020.6,"Found",2008,0,0,"(0.0, 0.0)"
"141","Dominion Range 08021",53897,"Valid","LL5",1009.1,"Found",2008,0,0,"(0.0, 0.0)"
"142","Dominion Range 08022",52989,"Valid","LL5",825.3,"Found",2008,0,0,"(0.0, 0.0)"
"143","Dominion Range 08023",53898,"Valid","LL6",834.1,"Found",2008,0,0,"(0.0, 0.0)"
"144","Dominion Range 08024",53899,"Valid","LL6",912.3,"Found",2008,0,0,"(0.0, 0.0)"
"145","Dominion Range 08025",52990,"Valid","LL6",566.1,"Found",2008,0,0,"(0.0, 0.0)"
"146","Dominion Range 08026",52991,"Valid","LL6",222.5,"Found",2008,0,0,"(0.0, 0.0)"
"147","Dominion Range 08027",53900,"Valid","LL6",240.6,"Found",2008,0,0,"(0.0, 0.0)"
"148","Dominion Range 08028",53901,"Valid","L5",281.7,"Found",2008,0,0,"(0.0, 0.0)"
"149","Dominion Range 08029",53902,"Valid","LL5",227,"Found",2008,0,0,"(0.0, 0.0)"
"150","Dominion Range 08030",53903,"Valid","L5",255.3,"Found",2008,0,0,"(0.0, 0.0)"
"151","Dominion Range 08031",53904,"Valid","LL6",325.9,"Found",2008,0,0,"(0.0, 0.0)"
"152","Dominion Range 08032",52992,"Valid","LL5",212.4,"Found",2008,0,0,"(0.0, 0.0)"
"153","Dominion Range 08033",52993,"Valid","LL5",319.7,"Found",2008,0,0,"(0.0, 0.0)"
"154","Dominion Range 08034",52994,"Valid","L5",96.9,"Found",2008,0,0,"(0.0, 0.0)"
"155","Dominion Range 08035",52995,"Valid","LL6",251.4,"Found",2008,0,0,"(0.0, 0.0)"
"156","Dominion Range 08036",53905,"Valid","LL6",153.1,"Found",2008,0,0,"(0.0, 0.0)"
"157","Dominion Range 08037",52996,"Valid","LL5",172.6,"Found",2008,0,0,"(0.0, 0.0)"
"158","Dominion Range 08038",52997,"Valid","LL6",131.3,"Found",2008,0,0,"(0.0, 0.0)"
"159","Dominion Range 08039",52998,"Valid","LL6",89.8,"Found",2008,0,0,"(0.0, 0.0)"
"160","Dominion Range 08040",52999,"Valid","LL6",106.7,"Found",2008,0,0,"(0.0, 0.0)"
"161","Dominion Range 08041",53000,"Valid","LL5",145.8,"Found",2008,0,0,"(0.0, 0.0)"
"162","Dominion Range 08042",53001,"Valid","LL6",125.5,"Found",2008,0,0,"(0.0, 0.0)"
"163","Dominion Range 08043",53002,"Valid","LL5",83.5,"Found",2008,0,0,"(0.0, 0.0)"
"164","Dominion Range 08044",53003,"Valid","LL6",124.4,"Found",2008,0,0,"(0.0, 0.0)"
"165","Dominion Range 08045",53004,"Valid","LL6",82.9,"Found",2008,0,0,"(0.0, 0.0)"
"166","Dominion Range 08046",53005,"Valid","LL5",122.4,"Found",2008,0,0,"(0.0, 0.0)"
"167","Dominion Range 08047",53006,"Valid","LL6",78.8,"Found",2008,0,0,"(0.0, 0.0)"
"168","Dominion Range 08048",53007,"Valid","LL6",64.8,"Found",2008,0,0,"(0.0, 0.0)"
"169","Dominion Range 08049",53008,"Valid","LL5",70.3,"Found",2008,0,0,"(0.0, 0.0)"
"170","Dominion Range 08050",53009,"Valid","LL6",154.2,"Found",2008,0,0,"(0.0, 0.0)"
"171","Dominion Range 08051",53010,"Valid","LL5",193.1,"Found",2008,0,0,"(0.0, 0.0)"
"172","Dominion Range 08052",53011,"Valid","LL5",88.7,"Found",2008,0,0,"(0.0, 0.0)"
"173","Dominion Range 08053",53012,"Valid","LL5",74.6,"Found",2008,0,0,"(0.0, 0.0)"
"174","Dominion Range 08054",53013,"Valid","L6",68.2,"Found",2008,0,0,"(0.0, 0.0)"
"175","Dominion Range 08055",53014,"Valid","LL6",44.3,"Found",2008,0,0,"(0.0, 0.0)"
"176","Dominion Range 08056",53015,"Valid","LL6",65.9,"Found",2008,0,0,"(0.0, 0.0)"
"177","Dominion Range 08057",53016,"Valid","L6",44.2,"Found",2008,0,0,"(0.0, 0.0)"
"178","Dominion Range 08058",53017,"Valid","LL6",54.2,"Found",2008,0,0,"(0.0, 0.0)"
"179","Dominion Range 08059",53018,"Valid","LL6",88,"Found",2008,0,0,"(0.0, 0.0)"
"180","Dominion Range 08060",53906,"Valid","LL6",49.4,"Found",2008,0,0,"(0.0, 0.0)"
"181","Dominion Range 08061",53019,"Valid","L5",48.4,"Found",2008,0,0,"(0.0, 0.0)"
"182","Dominion Range 08062",53020,"Valid","LL6",51.6,"Found",2008,0,0,"(0.0, 0.0)"
"183","Dominion Range 08063",53907,"Valid","LL6",58.7,"Found",2008,0,0,"(0.0, 0.0)"
"184","Dominion Range 08064",53021,"Valid","L5",39.3,"Found",2008,0,0,"(0.0, 0.0)"
"185","Dominion Range 08065",53908,"Valid","LL6",56.3,"Found",2008,0,0,"(0.0, 0.0)"
"186","Dominion Range 08066",53022,"Valid","LL5",115.6,"Found",2008,0,0,"(0.0, 0.0)"
"187","Dominion Range 08067",53909,"Valid","LL6",28.9,"Found",2008,0,0,"(0.0, 0.0)"
"188","Dominion Range 08068",53910,"Valid","LL6",19.1,"Found",2008,0,0,"(0.0, 0.0)"
"189","Dominion Range 08069",53911,"Valid","LL6",34,"Found",2008,0,0,"(0.0, 0.0)"
"190","Dominion Range 08070",53912,"Valid","LL6",35.1,"Found",2008,0,0,"(0.0, 0.0)"
"191","Dominion Range 08071",53913,"Valid","L6",23,"Found",2008,0,0,"(0.0, 0.0)"
"192","Dominion Range 08072",53914,"Valid","LL6",28.4,"Found",2008,0,0,"(0.0, 0.0)"
"193","Dominion Range 08073",53915,"Valid","LL6",25,"Found",2008,0,0,"(0.0, 0.0)"
"194","Dominion Range 08074",53916,"Valid","LL6",38.7,"Found",2008,0,0,"(0.0, 0.0)"
"195","Dominion Range 08075",53917,"Valid","LL6",20.9,"Found",2008,0,0,"(0.0, 0.0)"
"196","Dominion Range 08076",53918,"Valid","LL6",16.5,"Found",2008,0,0,"(0.0, 0.0)"
"197","Dominion Range 08077",53023,"Valid","LL6",19.4,"Found",2008,0,0,"(0.0, 0.0)"
"198","Dominion Range 08078",53919,"Valid","LL6",16.8,"Found",2008,0,0,"(0.0, 0.0)"
"199","Dominion Range 08079",53920,"Valid","LL6",12.5,"Found",2008,0,0,"(0.0, 0.0)"
"200","Dominion Range 08080",53024,"Valid","LL5",149.9,"Found",2008,0,0,"(0.0, 0.0)"
"201","Dominion Range 08081",53025,"Valid","LL5",193.5,"Found",2008,0,0,"(0.0, 0.0)"
"202","Dominion Range 08082",53026,"Valid","LL5",255.2,"Found",2008,0,0,"(0.0, 0.0)"
"203","Dominion Range 08083",53027,"Valid","LL6",220.1,"Found",2008,0,0,"(0.0, 0.0)"
"204","Dominion Range 08084",53028,"Valid","L5",247.9,"Found",2008,0,0,"(0.0, 0.0)"
"205","Dominion Range 08085",53921,"Valid","LL6",10.3,"Found",2008,0,0,"(0.0, 0.0)"
"206","Dominion Range 08086",53922,"Valid","LL5",28.8,"Found",2008,0,0,"(0.0, 0.0)"
"207","Dominion Range 08087",53029,"Valid","LL5",38.2,"Found",2008,0,0,"(0.0, 0.0)"
"208","Dominion Range 08088",53923,"Valid","L5",34.1,"Found",2008,0,0,"(0.0, 0.0)"
"209","Dominion Range 08089",53030,"Valid","LL6",53.1,"Found",2008,0,0,"(0.0, 0.0)"
"210","Dominion Range 08090",53031,"Valid","LL6",33.9,"Found",2008,0,0,"(0.0, 0.0)"
"211","Dominion Range 08091",53924,"Valid","L6",31.8,"Found",2008,0,0,"(0.0, 0.0)"
"212","Dominion Range 08092",53925,"Valid","LL6",47.8,"Found",2008,0,0,"(0.0, 0.0)"
"213","Dominion Range 08093",53926,"Valid","LL5",24.4,"Found",2008,0,0,"(0.0, 0.0)"
"214","Dominion Range 08094",53927,"Valid","L5",55.8,"Found",2008,0,0,"(0.0, 0.0)"
"215","Dominion Range 08095",53928,"Valid","L5",18,"Found",2008,0,0,"(0.0, 0.0)"
"216","Dominion Range 08096",53032,"Valid","LL6",28.1,"Found",2008,0,0,"(0.0, 0.0)"
"217","Dominion Range 08097",53033,"Valid","LL6",56.4,"Found",2008,0,0,"(0.0, 0.0)"
"218","Dominion Range 08098",53929,"Valid","LL5",21.3,"Found",2008,0,0,"(0.0, 0.0)"
"219","Dominion Range 08099",53930,"Valid","L6",21.2,"Found",2008,0,0,"(0.0, 0.0)"
"220","Dominion Range 08100",53931,"Valid","LL6",15.4,"Found",2008,0,0,"(0.0, 0.0)"
"221","Dominion Range 08101",53932,"Valid","LL6",22.7,"Found",2008,0,0,"(0.0, 0.0)"
"222","Dominion Range 08102",53933,"Valid","LL6",18.9,"Found",2008,0,0,"(0.0, 0.0)"
"223","Dominion Range 08103",53034,"Valid","LL5",14.7,"Found",2008,0,0,"(0.0, 0.0)"
"224","Dominion Range 08104",53035,"Valid","LL6",28.8,"Found",2008,0,0,"(0.0, 0.0)"
"225","Dominion Range 08105",53934,"Valid","LL6",13.7,"Found",2008,0,0,"(0.0, 0.0)"
"226","Dominion Range 08106",53935,"Valid","LL6",16.2,"Found",2008,0,0,"(0.0, 0.0)"
"227","Dominion Range 08107",53936,"Valid","LL6",16.9,"Found",2008,0,0,"(0.0, 0.0)"
"228","Dominion Range 08108",53937,"Valid","LL6",14.9,"Found",2008,0,0,"(0.0, 0.0)"
"229","Dominion Range 08109",53938,"Valid","LL5",23.3,"Found",2008,0,0,"(0.0, 0.0)"
"230","Dominion Range 08110",53036,"Valid","L6",86,"Found",2008,0,0,"(0.0, 0.0)"
"231","Dominion Range 08111",53037,"Valid","L6",36.3,"Found",2008,0,0,"(0.0, 0.0)"
"232","Dominion Range 08112",53038,"Valid","LL6",30.8,"Found",2008,0,0,"(0.0, 0.0)"
"233","Dominion Range 08113",53039,"Valid","LL6",58.6,"Found",2008,0,0,"(0.0, 0.0)"
"234","Dominion Range 08114",53040,"Valid","LL6",27,"Found",2008,0,0,"(0.0, 0.0)"
"235","Dominion Range 08115",53041,"Valid","H6",65.3,"Found",2008,0,0,"(0.0, 0.0)"
"236","Dominion Range 08116",53042,"Valid","LL5",95.8,"Found",2008,0,0,"(0.0, 0.0)"
"237","Dominion Range 08117",53043,"Valid","H5",43.9,"Found",2008,0,0,"(0.0, 0.0)"
"238","Dominion Range 08118",53044,"Valid","L5",102.8,"Found",2008,0,0,"(0.0, 0.0)"
"239","Dominion Range 08119",53045,"Valid","LL5",54.7,"Found",2008,0,0,"(0.0, 0.0)"
"240","Dominion Range 08120",53939,"Valid","LL6",7.2,"Found",2008,0,0,"(0.0, 0.0)"
"241","Dominion Range 08121",53940,"Valid","LL6",6.5,"Found",2008,0,0,"(0.0, 0.0)"
"242","Dominion Range 08122",53941,"Valid","L6",11.3,"Found",2008,0,0,"(0.0, 0.0)"
"243","Dominion Range 08123",53942,"Valid","LL6",20.3,"Found",2008,0,0,"(0.0, 0.0)"
"244","Dominion Range 08124",53943,"Valid","LL6",18.2,"Found",2008,0,0,"(0.0, 0.0)"
"245","Dominion Range 08125",53944,"Valid","L6",20.9,"Found",2008,0,0,"(0.0, 0.0)"
"246","Dominion Range 08126",53945,"Valid","L5",13.5,"Found",2008,0,0,"(0.0, 0.0)"
"247","Dominion Range 08127",53946,"Valid","L5",15,"Found",2008,0,0,"(0.0, 0.0)"
"248","Dominion Range 08128",53947,"Valid","LL6",18.3,"Found",2008,0,0,"(0.0, 0.0)"
"249","Dominion Range 08129",53948,"Valid","LL6",14.2,"Found",2008,0,0,"(0.0, 0.0)"
"250","Dominion Range 08130",53949,"Valid","H5",17.2,"Found",2008,0,0,"(0.0, 0.0)"
"251","Dominion Range 08131",53950,"Valid","H5",9.5,"Found",2008,0,0,"(0.0, 0.0)"
"252","Dominion Range 08132",53951,"Valid","LL6",14.5,"Found",2008,0,0,"(0.0, 0.0)"
"253","Dominion Range 08133",53952,"Valid","L5",9.3,"Found",2008,0,0,"(0.0, 0.0)"
"254","Dominion Range 08134",53953,"Valid","L5",14.9,"Found",2008,0,0,"(0.0, 0.0)"
"255","Dominion Range 08135",53954,"Valid","L5",12.8,"Found",2008,0,0,"(0.0, 0.0)"
"256","Dominion Range 08136",53955,"Valid","H5",18.8,"Found",2008,0,0,"(0.0, 0.0)"
