"","name","id","nametype","recclass","mass_in_grams","fell_or_found","year","latitude","longitude","GeoLocation"
"2782","Northwest Africa 2558",33079,"Valid","L5",46,"Found",2004,0,0,"(0.0, 0.0)"
"2783","Northwest Africa 2559",33080,"Valid","H4",412,"Found",2004,0,0,"(0.0, 0.0)"
"2784","Northwest Africa 2560",33081,"Valid","H4",549,"Found",2004,0,0,"(0.0, 0.0)"
"2785","Northwest Africa 2561",33082,"Valid","LL5",67.9,"Found",2003,0,0,"(0.0, 0.0)"
"2786","Northwest Africa 2562",33083,"Valid","LL5",52.3,"Found",2003,0,0,"(0.0, 0.0)"
"2787","Northwest Africa 2563",33084,"Valid","L5",1175,"Found",2004,0,0,"(0.0, 0.0)"
"2788","Northwest Africa 2564",33085,"Valid","L5/6",540,"Found",2004,0,0,"(0.0, 0.0)"
"2789","Northwest Africa 2565",33086,"Valid","L5",526,"Found",2004,0,0,"(0.0, 0.0)"
"2790","Northwest Africa 2566",33087,"Valid","L6",412,"Found",2004,0,0,"(0.0, 0.0)"
"2791","Northwest Africa 2567",33088,"Valid","H5",351,"Found",2004,0,0,"(0.0, 0.0)"
"2792","Northwest Africa 2568",33089,"Valid","H5",27.1,"Found",2004,0,0,"(0.0, 0.0)"
"2793","Northwest Africa 2569",33090,"Valid","H5",332.4,"Found",2004,0,0,"(0.0, 0.0)"
"2794","Northwest Africa 2605",33126,"Valid","H6",15.4,"Found",2004,0,0,"(0.0, 0.0)"
"2795","Northwest Africa 2573",33094,"Valid","L5",224.1,"Found",2003,0,0,"(0.0, 0.0)"
"2796","Northwest Africa 2574",33095,"Valid","H4",316.1,"Found",2004,0,0,"(0.0, 0.0)"
"2797","Northwest Africa 2575",33096,"Valid","H6",254.8,"Found",2004,0,0,"(0.0, 0.0)"
"2798","Northwest Africa 2577",33098,"Valid","L5",356.5,"Found",2004,0,0,"(0.0, 0.0)"
"2799","Northwest Africa 2580",33101,"Valid","H3",60.5,"Found",2003,0,0,"(0.0, 0.0)"
"2800","Northwest Africa 2581",33102,"Valid","L5/6",494.4,"Found",2004,0,0,"(0.0, 0.0)"
"2801","Northwest Africa 2583",33104,"Valid","L3/4",512.2,"Found",2004,0,0,"(0.0, 0.0)"
"2802","Northwest Africa 2585",33106,"Valid","L4",547.8,"Found",2004,0,0,"(0.0, 0.0)"
"2803","Northwest Africa 2586",33107,"Valid","L5",24.3,"Found",2004,0,0,"(0.0, 0.0)"
"2804","Northwest Africa 2587",33108,"Valid","L6",26.2,"Found",2004,0,0,"(0.0, 0.0)"
"2805","Northwest Africa 2588",33109,"Valid","L6",23.6,"Found",2004,0,0,"(0.0, 0.0)"
"2806","Northwest Africa 2589",33110,"Valid","L6",62.8,"Found",2004,0,0,"(0.0, 0.0)"
"2807","Northwest Africa 2590",33111,"Valid","L5",25.4,"Found",2004,0,0,"(0.0, 0.0)"
"2808","Northwest Africa 2591",33112,"Valid","H4",49.6,"Found",2004,0,0,"(0.0, 0.0)"
"2809","Northwest Africa 2592",33113,"Valid","H6",33.4,"Found",2004,0,0,"(0.0, 0.0)"
"2810","Northwest Africa 2593",33114,"Valid","H5",24.2,"Found",2004,0,0,"(0.0, 0.0)"
"2811","Northwest Africa 2594",33115,"Valid","H4/5",86.8,"Found",2004,0,0,"(0.0, 0.0)"
"2812","Northwest Africa 2595",33116,"Valid","H5",59.1,"Found",2004,0,0,"(0.0, 0.0)"
"2813","Northwest Africa 2596",33117,"Valid","L6",12.3,"Found",2004,0,0,"(0.0, 0.0)"
"2814","Northwest Africa 2597",33118,"Valid","L5",73.7,"Found",2004,0,0,"(0.0, 0.0)"
"2815","Northwest Africa 2598",33119,"Valid","L5",28.4,"Found",2004,0,0,"(0.0, 0.0)"
"2816","Northwest Africa 2599",33120,"Valid","LL5",234.5,"Found",NA,0,0,"(0.0, 0.0)"
"2817","Northwest Africa 2600",33121,"Valid","E6",407,"Found",2006,0,0,"(0.0, 0.0)"
"2818","Northwest Africa 2601",33122,"Valid","L3",576,"Found",NA,0,0,"(0.0, 0.0)"
"2819","Northwest Africa 2602",33123,"Valid","L6",4.8,"Found",2004,0,0,"(0.0, 0.0)"
"2820","Northwest Africa 2603",33124,"Valid","L6",21.9,"Found",2004,0,0,"(0.0, 0.0)"
"2821","Northwest Africa 2606",33127,"Valid","L5",164.8,"Found",2004,0,0,"(0.0, 0.0)"
"2822","Northwest Africa 2607",33128,"Valid","H4",499,"Found",2004,0,0,"(0.0, 0.0)"
"2823","Northwest Africa 2608",33129,"Valid","L4/5",11.8,"Found",2004,0,0,"(0.0, 0.0)"
"2824","Northwest Africa 2609",33130,"Valid","L4-6",2180,"Found",2004,0,0,"(0.0, 0.0)"
"2825","Northwest Africa 2610",33131,"Valid","H3",7000,"Found",2007,0,0,"(0.0, 0.0)"
"2826","Northwest Africa 2611",33132,"Valid","H5",1762,"Found",2004,0,0,"(0.0, 0.0)"
"2827","Northwest Africa 2612",33133,"Valid","H5",1109,"Found",NA,0,0,"(0.0, 0.0)"
"2828","Northwest Africa 2613",33134,"Valid","H4/5",20.3,"Found",1999,0,0,"(0.0, 0.0)"
"2829","Northwest Africa 2614",33135,"Valid","L6",1500,"Found",1999,0,0,"(0.0, 0.0)"
"2830","Northwest Africa 2615",33136,"Valid","H6",202.8,"Found",NA,0,0,"(0.0, 0.0)"
"2831","Northwest Africa 2616",33137,"Valid","L4",106.5,"Found",2004,0,0,"(0.0, 0.0)"
"2832","Northwest Africa 2617",33138,"Valid","H/L4",472,"Found",2004,0,0,"(0.0, 0.0)"
"2833","Northwest Africa 2676",33170,"Valid","Mesosiderite",510,"Found",2004,0,0,"(0.0, 0.0)"
"2834","Northwest Africa 2678",33171,"Valid","Iron, IIAB",381,"Found",2004,0,0,"(0.0, 0.0)"
"2835","Northwest Africa 2679",33172,"Valid","Iron, IAB-sHL",512,"Found",2004,0,0,"(0.0, 0.0)"
"2836","Northwest Africa 2680",33173,"Valid","Iron, IAB-sLH",12050,"Found",2005,0,0,"(0.0, 0.0)"
"2837","Northwest Africa 2733",33226,"Valid","CO3.6",279,"Found",2007,0,0,"(0.0, 0.0)"
"2838","Northwest Africa 2734",33227,"Valid","L4",277,"Found",2005,0,0,"(0.0, 0.0)"
"2839","Northwest Africa 2743",33231,"Valid","Iron, IC",5463,"Found",2005,0,0,"(0.0, 0.0)"
"2840","Northwest Africa 2751",33239,"Valid","Eucrite",43,"Found",2005,0,0,"(0.0, 0.0)"
"2841","Northwest Africa 2752",33240,"Valid","Howardite",28,"Found",2005,0,0,"(0.0, 0.0)"
"2842","Northwest Africa 2986",33436,"Valid","Martian (shergottite)",201,"Found",2006,0,0,"(0.0, 0.0)"
"2843","Northwest Africa 3255",33579,"Valid","L3",147,"Found",2006,0,0,"(0.0, 0.0)"
"2844","Northwest Africa 3154",33481,"Valid","H4",722,"Found",2005,0,0,"(0.0, 0.0)"
"2845","Northwest Africa 3170",33497,"Valid","Lunar (gabbro)",60,"Found",2007,0,0,"(0.0, 0.0)"
"2846","Northwest Africa 3191",33515,"Valid","LL5",263.09,"Found",2003,0,0,"(0.0, 0.0)"
"2847","Northwest Africa 3192",33516,"Valid","CV3",22.5,"Found",2005,0,0,"(0.0, 0.0)"
"2848","Northwest Africa 3193",33517,"Valid","CK4",95.6,"Found",2008,0,0,"(0.0, 0.0)"
"2849","Northwest Africa 3195",33519,"Valid","L-melt breccia",15.97,"Found",2008,0,0,"(0.0, 0.0)"
"2850","Northwest Africa 3199",33523,"Valid","Eucrite",2.6,"Found",2004,0,0,"(0.0, 0.0)"
"2851","Northwest Africa 3200",33524,"Valid","Iron, IAB-sHL",512,"Found",2004,0,0,"(0.0, 0.0)"
"2852","Northwest Africa 3201",33525,"Valid","Iron, IIAB",1896,"Found",2004,0,0,"(0.0, 0.0)"
"2853","Northwest Africa 3202",33526,"Valid","Iron, IIAB",395,"Found",2004,0,0,"(0.0, 0.0)"
"2854","Northwest Africa 3204",33528,"Valid","Iron, IAB-sHL-an",762,"Found",2004,0,0,"(0.0, 0.0)"
"2855","Northwest Africa 3205",33529,"Valid","Iron, IAB-ung",1374,"Found",2005,0,0,"(0.0, 0.0)"
"2856","Northwest Africa 3206",33530,"Valid","Iron, IAB-sLH",174,"Found",2004,0,0,"(0.0, 0.0)"
"2857","Northwest Africa 3208",33532,"Valid","Iron, IIIAB",159,"Found",2006,0,0,"(0.0, 0.0)"
"2858","Northwest Africa 3225",33549,"Valid","L6",1845,"Found",2006,0,0,"(0.0, 0.0)"
"2859","Northwest Africa 3226",33550,"Valid","L6",1076,"Found",2006,0,0,"(0.0, 0.0)"
"2860","Northwest Africa 3227",33551,"Valid","L6",75,"Found",2006,0,0,"(0.0, 0.0)"
"2861","Northwest Africa 3228",33552,"Valid","H5",905,"Found",2006,0,0,"(0.0, 0.0)"
"2862","Northwest Africa 3229",33553,"Valid","L/LL5",841,"Found",2006,0,0,"(0.0, 0.0)"
"2863","Northwest Africa 3230",33554,"Valid","Ureilite",322,"Found",2007,0,0,"(0.0, 0.0)"
"2864","Northwest Africa 3231",33555,"Valid","L4",231,"Found",2006,0,0,"(0.0, 0.0)"
"2865","Northwest Africa 3232",33556,"Valid","Ureilite",49,"Found",2007,0,0,"(0.0, 0.0)"
"2866","Northwest Africa 3233",33557,"Valid","H3",121,"Found",2006,0,0,"(0.0, 0.0)"
"2867","Northwest Africa 3234",33558,"Valid","L6",653,"Found",2006,0,0,"(0.0, 0.0)"
"2868","Northwest Africa 3235",33559,"Valid","L6",2601,"Found",2006,0,0,"(0.0, 0.0)"
"2869","Northwest Africa 3236",33560,"Valid","H4",663,"Found",2006,0,0,"(0.0, 0.0)"
"2870","Northwest Africa 3237",33561,"Valid","H6",638,"Found",2006,0,0,"(0.0, 0.0)"
"2871","Northwest Africa 3238",33562,"Valid","L/LL6",400,"Found",2006,0,0,"(0.0, 0.0)"
"2872","Northwest Africa 3239",33563,"Valid","H5",685,"Found",2006,0,0,"(0.0, 0.0)"
"2873","Northwest Africa 3240",33564,"Valid","Mesosiderite",3.8,"Found",2004,0,0,"(0.0, 0.0)"
"2874","Northwest Africa 3241",33565,"Valid","H3",473,"Found",2006,0,0,"(0.0, 0.0)"
"2875","Northwest Africa 3242",33566,"Valid","H6",8.6,"Found",2006,0,0,"(0.0, 0.0)"
"2876","Northwest Africa 3243",33567,"Valid","L6",542,"Found",2006,0,0,"(0.0, 0.0)"
"2877","Northwest Africa 3244",33568,"Valid","Mesosiderite",71,"Found",2006,0,0,"(0.0, 0.0)"
"2878","Northwest Africa 3245",33569,"Valid","L6",647,"Found",2006,0,0,"(0.0, 0.0)"
"2879","Northwest Africa 3246",33570,"Valid","H5",424,"Found",2006,0,0,"(0.0, 0.0)"
"2880","Northwest Africa 3247",33571,"Valid","H6",100,"Found",2006,0,0,"(0.0, 0.0)"
"2881","Northwest Africa 3248",33572,"Valid","L6",338,"Found",2006,0,0,"(0.0, 0.0)"
"2882","Northwest Africa 3249",33573,"Valid","H5",114,"Found",2006,0,0,"(0.0, 0.0)"
"2883","Northwest Africa 3250",33574,"Valid","Achondrite-prim",916,"Found",2006,0,0,"(0.0, 0.0)"
"2884","Northwest Africa 3251",33575,"Valid","L6",928,"Found",2006,0,0,"(0.0, 0.0)"
"2885","Northwest Africa 3252",33576,"Valid","H6",83,"Found",2006,0,0,"(0.0, 0.0)"
"2886","Northwest Africa 3253",33577,"Valid","L6",88,"Found",2006,0,0,"(0.0, 0.0)"
"2887","Northwest Africa 3254",33578,"Valid","L6",82,"Found",2006,0,0,"(0.0, 0.0)"
"2888","Northwest Africa 3256",33580,"Valid","L6",137,"Found",2006,0,0,"(0.0, 0.0)"
"2889","Northwest Africa 3257",33581,"Valid","L6",73,"Found",2006,0,0,"(0.0, 0.0)"
"2890","Northwest Africa 3258",33582,"Valid","H5",231,"Found",2006,0,0,"(0.0, 0.0)"
"2891","Northwest Africa 3259",33583,"Valid","H6",240,"Found",2006,0,0,"(0.0, 0.0)"
"2892","Northwest Africa 3261",33585,"Valid","H6",344,"Found",2006,0,0,"(0.0, 0.0)"
"2893","Northwest Africa 3262",33586,"Valid","L4",182,"Found",2006,0,0,"(0.0, 0.0)"
"2894","Northwest Africa 3263",33587,"Valid","L5",250,"Found",2006,0,0,"(0.0, 0.0)"
"2895","Northwest Africa 3264",33588,"Valid","L/LL5",145,"Found",2006,0,0,"(0.0, 0.0)"
"2896","Northwest Africa 3265",33589,"Valid","H5",132,"Found",2006,0,0,"(0.0, 0.0)"
"2897","Northwest Africa 3266",33590,"Valid","H5",138,"Found",2006,0,0,"(0.0, 0.0)"
"2898","Northwest Africa 3267",33591,"Valid","L4-6",33,"Found",2006,0,0,"(0.0, 0.0)"
"2899","Northwest Africa 3268",33592,"Valid","H6",174,"Found",2006,0,0,"(0.0, 0.0)"
"2900","Northwest Africa 3269",33593,"Valid","L/LL3",139,"Found",2006,0,0,"(0.0, 0.0)"
"2901","Northwest Africa 3270",33594,"Valid","Eucrite-pmict",943,"Found",2006,0,0,"(0.0, 0.0)"
"2902","Northwest Africa 3271",33595,"Valid","H4",113,"Found",2006,0,0,"(0.0, 0.0)"
"2903","Northwest Africa 3272",33596,"Valid","L6",87,"Found",2006,0,0,"(0.0, 0.0)"
"2904","Northwest Africa 3273",33597,"Valid","L4",100,"Found",2006,0,0,"(0.0, 0.0)"
"2905","Northwest Africa 3274",33598,"Valid","L3-5",107,"Found",2006,0,0,"(0.0, 0.0)"
"2906","Northwest Africa 3275",33599,"Valid","L5",107,"Found",2006,0,0,"(0.0, 0.0)"
"2907","Northwest Africa 3276",33600,"Valid","L6",91,"Found",2006,0,0,"(0.0, 0.0)"
"2908","Northwest Africa 3277",33601,"Valid","L4",2094,"Found",2006,0,0,"(0.0, 0.0)"
"2909","Northwest Africa 3278",33602,"Valid","LL6",67,"Found",2006,0,0,"(0.0, 0.0)"
"2910","Northwest Africa 3279",33603,"Valid","L/LL6",33,"Found",2006,0,0,"(0.0, 0.0)"
"2911","Northwest Africa 3280",33604,"Valid","Ureilite",39,"Found",2007,0,0,"(0.0, 0.0)"
"2912","Northwest Africa 3281",33605,"Valid","LL6",49,"Found",2006,0,0,"(0.0, 0.0)"
"2913","Northwest Africa 3282",33606,"Valid","L6",56,"Found",2006,0,0,"(0.0, 0.0)"
"2914","Northwest Africa 3283",33607,"Valid","L/LL6",4573,"Found",2006,0,0,"(0.0, 0.0)"
"2915","Northwest Africa 3284",33608,"Valid","L6",66,"Found",2006,0,0,"(0.0, 0.0)"
"2916","Northwest Africa 3285",33609,"Valid","L4",48,"Found",2006,0,0,"(0.0, 0.0)"
"2917","Northwest Africa 3286",33610,"Valid","L4",41,"Found",2006,0,0,"(0.0, 0.0)"
"2918","Northwest Africa 3287",33611,"Valid","L6",30,"Found",2006,0,0,"(0.0, 0.0)"
"2919","Northwest Africa 3288",33612,"Valid","L/LL6",41,"Found",2006,0,0,"(0.0, 0.0)"
"2920","Northwest Africa 3289",33613,"Valid","L/LL6",31,"Found",2006,0,0,"(0.0, 0.0)"
"2921","Northwest Africa 3290",33614,"Valid","Ureilite",79.9,"Found",2007,0,0,"(0.0, 0.0)"
"2922","Northwest Africa 3291",33615,"Valid","H6",25,"Found",2006,0,0,"(0.0, 0.0)"
"2923","Northwest Africa 3292",33616,"Valid","H5",31,"Found",2006,0,0,"(0.0, 0.0)"
"2924","Northwest Africa 3293",33617,"Valid","L5",13,"Found",2006,0,0,"(0.0, 0.0)"
"2925","Northwest Africa 3294",33618,"Valid","L5",10,"Found",2006,0,0,"(0.0, 0.0)"
"2926","Northwest Africa 3295",33619,"Valid","H4",16,"Found",2006,0,0,"(0.0, 0.0)"
"2927","Northwest Africa 3296",33620,"Valid","LL6",15,"Found",2006,0,0,"(0.0, 0.0)"
"2928","Northwest Africa 3297",33621,"Valid","LL6",9,"Found",2006,0,0,"(0.0, 0.0)"
"2929","Northwest Africa 3298",33622,"Valid","L6",34,"Found",2006,0,0,"(0.0, 0.0)"
"2930","Northwest Africa 3299",33623,"Valid","H5",489,"Found",2006,0,0,"(0.0, 0.0)"
"2931","Northwest Africa 3300",33624,"Valid","LL-melt rock",74.3,"Found",2007,0,0,"(0.0, 0.0)"
"2932","Northwest Africa 3301",33625,"Valid","Eucrite-pmict",1.5,"Found",2007,0,0,"(0.0, 0.0)"
"2933","Northwest Africa 3302",33626,"Valid","H3.05",42.4,"Found",2006,0,0,"(0.0, 0.0)"
"2934","Northwest Africa 3303",33627,"Valid","L3",85.1,"Found",2006,0,0,"(0.0, 0.0)"
"2935","Northwest Africa 3304",33628,"Valid","CV3",414.7,"Found",2006,0,0,"(0.0, 0.0)"
"2936","Northwest Africa 3305",33629,"Valid","Acapulcoite",82.1,"Found",2006,0,0,"(0.0, 0.0)"
"2937","Northwest Africa 3306",33630,"Valid","H4/5",595,"Found",2005,0,0,"(0.0, 0.0)"
"2938","Northwest Africa 3307",33631,"Valid","L/LL4",263,"Found",2005,0,0,"(0.0, 0.0)"
"2939","Northwest Africa 3308",33632,"Valid","L6",327,"Found",2005,0,0,"(0.0, 0.0)"
"2940","Northwest Africa 3309",33633,"Valid","H4/5",1372,"Found",2005,0,0,"(0.0, 0.0)"
"2941","Northwest Africa 3310",33634,"Valid","Eucrite-pmict",679,"Found",2006,0,0,"(0.0, 0.0)"
"2942","Northwest Africa 3311",33635,"Valid","Howardite",7.09,"Found",2006,0,0,"(0.0, 0.0)"
"2943","Northwest Africa 3312",33636,"Valid","L5",169,"Found",2005,0,0,"(0.0, 0.0)"
"2944","Northwest Africa 3313",33637,"Valid","L6",245,"Found",2005,0,0,"(0.0, 0.0)"
"2945","Northwest Africa 3314",33638,"Valid","H5",296,"Found",2005,0,0,"(0.0, 0.0)"
"2946","Northwest Africa 3315",33639,"Valid","LL5",251,"Found",2005,0,0,"(0.0, 0.0)"
"2947","Northwest Africa 3316",33640,"Valid","LL6",280,"Found",2005,0,0,"(0.0, 0.0)"
"2948","Northwest Africa 3317",33641,"Valid","L~4",916,"Found",2005,0,0,"(0.0, 0.0)"
"2949","Northwest Africa 3318",33642,"Valid","LL5",764,"Found",2005,0,0,"(0.0, 0.0)"
"2950","Northwest Africa 3319",33643,"Valid","H~4/5",221.3,"Found",2005,0,0,"(0.0, 0.0)"
"2951","Northwest Africa 3321",33645,"Valid","H5",71.8,"Found",2006,0,0,"(0.0, 0.0)"
"2952","Northwest Africa 3322",33646,"Valid","Iron, IAB complex",1442,"Found",2007,0,0,"(0.0, 0.0)"
"2953","Northwest Africa 3323",33647,"Valid","L4",338.6,"Found",2004,0,0,"(0.0, 0.0)"
"2954","Northwest Africa 3324",33648,"Valid","LL4",180,"Found",2004,0,0,"(0.0, 0.0)"
"2955","Northwest Africa 3334",33658,"Valid","L-melt rock",41.5,"Found",2003,0,0,"(0.0, 0.0)"
"2956","Northwest Africa 3335",33659,"Valid","LL3.2",2250,"Found",2003,0,0,"(0.0, 0.0)"
"2957","Northwest Africa 4165",34437,"Valid","Ureilite",432,"Found",2005,0,0,"(0.0, 0.0)"
"2958","Northwest Africa 4216",34488,"Valid","LL3",1990,"Found",2005,0,0,"(0.0, 0.0)"
"2959","Northwest Africa 4217",35340,"Valid","Iron, IAB-MG",1013,"Found",2006,0,0,"(0.0, 0.0)"
"2960","Northwest Africa 4428",45441,"Valid","H4",301.4,"Found",2006,0,0,"(0.0, 0.0)"
"2961","Northwest Africa 4631",45574,"Valid","L5/6",37,"Found",2006,0,0,"(0.0, 0.0)"
"2962","Northwest Africa 4417",45433,"Valid","H6",90.1,"Found",2006,0,0,"(0.0, 0.0)"
"2963","Northwest Africa 4448",45452,"Valid","Lodranite",36.3,"Found",2006,0,0,"(0.0, 0.0)"
"2964","Northwest Africa 4632",45575,"Valid","L5",6500,"Found",2006,0,0,"(0.0, 0.0)"
"2965","Northwest Africa 4502",45481,"Valid","CV3",1e+05,"Found",2005,0,0,"(0.0, 0.0)"
"2966","Northwest Africa 4530",45498,"Valid","CO3",35.9,"Found",2006,0,0,"(0.0, 0.0)"
"2967","Northwest Africa 4550",45511,"Valid","Diogenite",70,"Found",2006,0,0,"(0.0, 0.0)"
"2968","Northwest Africa 4553",45513,"Valid","L3.7",531,"Found",2006,0,0,"(0.0, 0.0)"
"2969","Northwest Africa 4560",45515,"Valid","LL3.2",400,"Found",2006,0,0,"(0.0, 0.0)"
"2970","Northwest Africa 4574",45523,"Valid","CO3",11,"Found",2006,0,0,"(0.0, 0.0)"
"2971","Northwest Africa 4576",45525,"Valid","Mesosiderite",30000,"Found",2005,0,0,"(0.0, 0.0)"
"2972","Northwest Africa 4577",45526,"Valid","CO3",22,"Found",2004,0,0,"(0.0, 0.0)"
"2973","Northwest Africa 4579",45528,"Valid","CV3",15,"Found",2006,0,0,"(0.0, 0.0)"
"2974","Northwest Africa 4583",45532,"Valid","CO3",53,"Found",2006,0,0,"(0.0, 0.0)"
"2975","Northwest Africa 4585",45534,"Valid","Howardite",71,"Found",2006,0,0,"(0.0, 0.0)"
"2976","Northwest Africa 4586",45535,"Valid","CV3",22,"Found",2005,0,0,"(0.0, 0.0)"
"2977","Northwest Africa 4605",45551,"Valid","L6",59.6,"Found",2006,0,0,"(0.0, 0.0)"
"2978","Northwest Africa 4606",45552,"Valid","H6",383.2,"Found",2006,0,0,"(0.0, 0.0)"
"2979","Northwest Africa 4607",45553,"Valid","L4/5",963.5,"Found",2006,0,0,"(0.0, 0.0)"
"2980","Northwest Africa 4608",45554,"Valid","L6",833.5,"Found",2006,0,0,"(0.0, 0.0)"
"2981","Northwest Africa 4609",45555,"Valid","H5",738.3,"Found",2006,0,0,"(0.0, 0.0)"
"2982","Northwest Africa 4610",45556,"Valid","L6",486.7,"Found",2006,0,0,"(0.0, 0.0)"
"2983","Northwest Africa 4611",45557,"Valid","CV3",242.1,"Found",2006,0,0,"(0.0, 0.0)"
"2984","Northwest Africa 4612",45558,"Valid","L3",26.4,"Found",2006,0,0,"(0.0, 0.0)"
"2985","Northwest Africa 4613",45559,"Valid","L5/6",93.5,"Found",2006,0,0,"(0.0, 0.0)"
"2986","Northwest Africa 4614",45560,"Valid","H5/6",26,"Found",2006,0,0,"(0.0, 0.0)"
"2987","Northwest Africa 4616",45561,"Valid","H6",54.5,"Found",2006,0,0,"(0.0, 0.0)"
"2988","Northwest Africa 4617",45562,"Valid","H5/6",95,"Found",2006,0,0,"(0.0, 0.0)"
"2989","Northwest Africa 4618",45563,"Valid","H6",65,"Found",2006,0,0,"(0.0, 0.0)"
"2990","Northwest Africa 4620",45564,"Valid","L6",56,"Found",2006,0,0,"(0.0, 0.0)"
"2991","Northwest Africa 4621",45565,"Valid","L6",251,"Found",2006,0,0,"(0.0, 0.0)"
"2992","Northwest Africa 4622",45566,"Valid","L6",16,"Found",2006,0,0,"(0.0, 0.0)"
"2993","Northwest Africa 4623",45567,"Valid","L6",48.5,"Found",2006,0,0,"(0.0, 0.0)"
"2994","Northwest Africa 4625",45568,"Valid","H4/5",37,"Found",2006,0,0,"(0.0, 0.0)"
"2995","Northwest Africa 4626",45569,"Valid","H-melt rock",25.1,"Found",2006,0,0,"(0.0, 0.0)"
"2996","Northwest Africa 4627",45570,"Valid","H6",26.8,"Found",2005,0,0,"(0.0, 0.0)"
"2997","Northwest Africa 4628",45571,"Valid","CO3",45.7,"Found",2006,0,0,"(0.0, 0.0)"
"2998","Northwest Africa 4629",45572,"Valid","L5/6",56.2,"Found",2006,0,0,"(0.0, 0.0)"
"2999","Northwest Africa 4630",45573,"Valid","H6",26.4,"Found",2006,0,0,"(0.0, 0.0)"
"3000","Northwest Africa 4633",45576,"Valid","H4",122,"Found",2006,0,0,"(0.0, 0.0)"
"3001","Northwest Africa 4634",45577,"Valid","LL5",170,"Found",2006,0,0,"(0.0, 0.0)"
"3002","Northwest Africa 4635",45578,"Valid","LL5",11.2,"Found",2006,0,0,"(0.0, 0.0)"
"3003","Northwest Africa 4637",45579,"Valid","L3",36.1,"Found",2006,0,0,"(0.0, 0.0)"
"3004","Northwest Africa 4638",45580,"Valid","H5/6",54.3,"Found",2006,0,0,"(0.0, 0.0)"
"3005","Northwest Africa 4639",45581,"Valid","LL4-6",52.5,"Found",2006,0,0,"(0.0, 0.0)"
"3006","Northwest Africa 4640",45582,"Valid","H5",778.2,"Found",2006,0,0,"(0.0, 0.0)"
"3007","Northwest Africa 4641",45583,"Valid","LL6",178.5,"Found",2006,0,0,"(0.0, 0.0)"
"3008","Northwest Africa 4643",45585,"Valid","EL6",995.3,"Found",2006,0,0,"(0.0, 0.0)"
"3009","Northwest Africa 4644",45586,"Valid","L3-6",159.1,"Found",2006,0,0,"(0.0, 0.0)"
"3010","Northwest Africa 4645",45587,"Valid","L(LL)3",56.6,"Found",2006,0,0,"(0.0, 0.0)"
"3011","Northwest Africa 4646",45588,"Valid","L3",2042.4,"Found",2006,0,0,"(0.0, 0.0)"
"3012","Northwest Africa 4658",45597,"Valid","LL4",167,"Found",2005,0,0,"(0.0, 0.0)"
"3013","Northwest Africa 4676",45615,"Valid","CV3",10000,"Found",2007,0,0,"(0.0, 0.0)"
"3014","Northwest Africa 4700",45627,"Valid","Iron, IAB-sLL",3080,"Found",2007,0,0,"(0.0, 0.0)"
"3015","Northwest Africa 4701",45628,"Valid","Iron, IAB complex",1276,"Found",2007,0,0,"(0.0, 0.0)"
"3016","Northwest Africa 4702",45629,"Valid","Iron, ungrouped",123,"Found",2007,0,0,"(0.0, 0.0)"
"3017","Northwest Africa 4703",45630,"Valid","Iron, IAB-sLL",114,"Found",2007,0,0,"(0.0, 0.0)"
"3018","Northwest Africa 4704",45631,"Valid","Iron, IIIE",277,"Found",2007,0,0,"(0.0, 0.0)"
"3019","Northwest Africa 4705",45632,"Valid","Iron, ungrouped",195,"Found",2006,0,0,"(0.0, 0.0)"
"3020","Northwest Africa 4706",45633,"Valid","Iron, IAB-sHL",227,"Found",2006,0,0,"(0.0, 0.0)"
"3021","Northwest Africa 4707",45634,"Valid","Iron, IIIAB",585,"Found",2006,0,0,"(0.0, 0.0)"
"3022","Northwest Africa 4708",45635,"Valid","Iron, IIIAB",9625,"Found",2006,0,0,"(0.0, 0.0)"
"3023","Northwest Africa 4709",45636,"Valid","Iron, IAB-MG",82,"Found",2006,0,0,"(0.0, 0.0)"
"3024","Northwest Africa 4710",45637,"Valid","Iron, IAB-sHL",2340,"Found",2006,0,0,"(0.0, 0.0)"
"3025","Northwest Africa 4711",45638,"Valid","Iron, IAB-sHL",394,"Found",2007,0,0,"(0.0, 0.0)"
"3026","Northwest Africa 4713",45640,"Valid","Iron, IAB-sLM",154,"Found",2006,0,0,"(0.0, 0.0)"
"3027","Northwest Africa 4741",45667,"Valid","Achondrite-ung",20,"Found",2005,0,0,"(0.0, 0.0)"
"3028","Northwest Africa 4802",45726,"Valid","L6",11.3,"Found",2007,0,0,"(0.0, 0.0)"
"3029","Northwest Africa 4803",45727,"Valid","L6",35.5,"Found",2007,0,0,"(0.0, 0.0)"
"3030","Northwest Africa 4804",45728,"Valid","L4",69.9,"Found",2007,0,0,"(0.0, 0.0)"
"3031","Northwest Africa 4805",45729,"Valid","L6",34.5,"Found",2007,0,0,"(0.0, 0.0)"
"3032","Northwest Africa 4806",45730,"Valid","H6",38.2,"Found",2007,0,0,"(0.0, 0.0)"
"3033","Northwest Africa 4807",45731,"Valid","Diogenite",16.27,"Found",2007,0,0,"(0.0, 0.0)"
"3034","Northwest Africa 4817",45741,"Valid","CV3",683,"Found",2006,0,0,"(0.0, 0.0)"
"3035","Northwest Africa 4818",45742,"Valid","CV3",388,"Found",2006,0,0,"(0.0, 0.0)"
"3036","Northwest Africa 4823",45747,"Valid","LL3.3",620,"Found",2006,0,0,"(0.0, 0.0)"
