,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group
1299,Acfer 202,210,Valid,CO3.5,389.0,Found,1991,27.50889,4.60167,"(27.50889, 4.60167)",CO
1428,Acfer 332,339,Valid,CO3,115.02,Found,2001,27.73333,4.13333,"(27.73333, 4.13333)",CO
1429,Acfer 333,340,Valid,CO3,489.0,Found,2001,27.56667,4.06667,"(27.56667, 4.06667)",CO
1470,Acfer 374,32784,Valid,CO3,118.0,Found,2002,26.60867,4.053,"(26.60867, 4.053)",CO
1995,Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000,32.91745,-114.767183,"(32.91745, -114.767183)",CO
2023,Catalina 008,57172,Valid,CO3,98.0,Found,2011,-25.23333,-69.71667,"(-25.23333, -69.71667)",CO
2118,Colony,5407,Valid,CO3.0,3912.0,Found,1975,35.35,-98.68333,"(35.35, -98.68333)",CO
2278,Dar al Gani 005,5521,Valid,CO3,1932.0,Found,1995,27.1565,15.9525,"(27.1565, 15.9525)",CO
2279,Dar al Gani 006,5522,Valid,CO3,3130.0,Found,1995,27.16983,15.9255,"(27.16983, 15.9255)",CO
2296,Dar al Gani 023,5539,Valid,CO3,31.0,Found,1995,27.09767,16.0255,"(27.09767, 16.0255)",CO
2298,Dar al Gani 025,5541,Valid,CO3,483.0,Found,1995,27.10483,16.01133,"(27.10483, 16.01133)",CO
2300,Dar al Gani 027,5543,Valid,CO3,281.0,Found,1995,27.12783,15.97117,"(27.12783, 15.97117)",CO
2304,Dar al Gani 032,5548,Valid,CO3,579.0,Found,1995,27.08467,16.03683,"(27.08467, 16.03683)",CO
2339,Dar al Gani 067,5583,Valid,CO3,688.0,Found,1995,27.1455,15.95067,"(27.1455, 15.95067)",CO
2350,Dar al Gani 078,5594,Valid,CO3,838.0,Found,1995,27.10483,16.06317,"(27.10483, 16.06317)",CO
2353,Dar al Gani 081,5597,Valid,CO3,125.0,Found,1995,27.11017,16.01817,"(27.11017, 16.01817)",CO
2354,Dar al Gani 082,5598,Valid,CO3,860.0,Found,1995,27.167,15.93933,"(27.167, 15.93933)",CO
2355,Dar al Gani 083,5599,Valid,CO3,622.0,Found,1995,27.15967,15.96283,"(27.15967, 15.96283)",CO
2379,Dar al Gani 1006,5623,Valid,CO3,4150.0,Found,1999,27.203,15.90067,"(27.203, 15.90067)",CO
2403,Dar al Gani 1028,30499,Valid,CO3,131.0,Found,2000,27.07567,16.06633,"(27.07567, 16.06633)",CO
2418,Dar al Gani 1041,32785,Valid,CO3,169.0,Found,1998,27.08333,16.055,"(27.08333, 16.055)",CO
2468,Dar al Gani 136,5685,Valid,CO3,399.0,Found,1996,27.10133,16.0215,"(27.10133, 16.0215)",CO
2469,Dar al Gani 137,5686,Valid,CO3,193.0,Found,1996,27.10383,16.0325,"(27.10383, 16.0325)",CO
2502,Dar al Gani 171,5719,Valid,CO3,112.0,Found,1996,27.09617,16.02567,"(27.09617, 16.02567)",CO
2504,Dar al Gani 173,5721,Valid,CO3,492.0,Found,1996,27.11167,16.01333,"(27.11167, 16.01333)",CO
2517,Dar al Gani 186,5734,Valid,CO3,599.0,Found,1996,27.10267,16.02833,"(27.10267, 16.02833)",CO
2519,Dar al Gani 188,5736,Valid,CO3,828.0,Found,1996,27.1705,15.94517,"(27.1705, 15.94517)",CO
2520,Dar al Gani 189,5737,Valid,CO3,3370.0,Found,1996,27.18283,15.94233,"(27.18283, 15.94233)",CO
2521,Dar al Gani 190,5738,Valid,CO3,2550.0,Found,1996,27.16467,15.943,"(27.16467, 15.943)",CO
2522,Dar al Gani 191,5739,Valid,CO3,1379.0,Found,1996,27.1615,15.95083,"(27.1615, 15.95083)",CO
2523,Dar al Gani 192,5740,Valid,CO3,3145.0,Found,1996,27.12817,16.004,"(27.12817, 16.004)",CO
2525,Dar al Gani 194,5742,Valid,CO3,581.0,Found,1996,27.09967,16.03467,"(27.09967, 16.03467)",CO
2534,Dar al Gani 203,5751,Valid,CO3,378.0,Found,1996,27.1245,15.99167,"(27.1245, 15.99167)",CO
2535,Dar al Gani 204,5752,Valid,CO3,720.0,Found,1996,27.15117,15.9665,"(27.15117, 15.9665)",CO
2557,Dar al Gani 226,5774,Valid,CO3,90.0,Found,1997,27.086,16.03683,"(27.086, 16.03683)",CO
2558,Dar al Gani 227,5775,Valid,CO3,235.0,Found,1997,27.09017,16.032,"(27.09017, 16.032)",CO
2559,Dar al Gani 228,5776,Valid,CO3,738.0,Found,1997,27.13717,15.8445,"(27.13717, 15.8445)",CO
2560,Dar al Gani 229,5777,Valid,CO3,125.0,Found,1997,27.1405,15.97483,"(27.1405, 15.97483)",CO
2561,Dar al Gani 230,5778,Valid,CO3,438.0,Found,1997,27.15283,15.96267,"(27.15283, 15.96267)",CO
2562,Dar al Gani 231,5779,Valid,CO3,932.0,Found,1997,27.1685,15.95833,"(27.1685, 15.95833)",CO
2620,Dar al Gani 289,5837,Valid,CO3,98.0,Found,1997,27.0875,16.051,"(27.0875, 16.051)",CO
2622,Dar al Gani 291,5839,Valid,CO3,55.0,Found,1997,27.08733,16.058,"(27.08733, 16.058)",CO
2634,Dar al Gani 303,5851,Valid,CO3,365.0,Found,1997,27.135,16.2335,"(27.135, 16.2335)",CO
2662,Dar al Gani 331,5879,Valid,CO3,194.0,Found,1997,27.1095,16.0745,"(27.1095, 16.0745)",CO
2663,Dar al Gani 332,5880,Valid,CO3,280.0,Found,1997,27.10467,16.00867,"(27.10467, 16.00867)",CO
2929,Dar al Gani 601,6148,Valid,CO3,131.0,Found,1998,27.06967,16.07083,"(27.06967, 16.07083)",CO
2956,Dar al Gani 628,6175,Valid,CO3,60.0,Found,1998,27.2735,16.33833,"(27.2735, 16.33833)",CO
2995,Dar al Gani 667,6214,Valid,CO3,108.0,Found,1999,27.05,16.05,"(27.05, 16.05)",CO
2996,Dar al Gani 668,6215,Valid,CO3,86.0,Found,1999,27.06667,16.06667,"(27.06667, 16.06667)",CO
3075,Dar al Gani 749,6296,Valid,CO3,95000.0,Found,1999,27.30167,15.7645,"(27.30167, 15.7645)",CO
3171,Dar al Gani 845,6392,Valid,CO3,21.0,Found,1999,27.08083,16.05633,"(27.08083, 16.05633)",CO
3172,Dar al Gani 846,6393,Valid,CO3,94.0,Found,1999,27.06967,16.0965,"(27.06967, 16.0965)",CO
3173,Dar al Gani 847,6394,Valid,CO3,164.0,Found,1999,27.0655,16.07983,"(27.0655, 16.07983)",CO
3174,Dar al Gani 848,6395,Valid,CO3,59.0,Found,1999,27.083,16.0535,"(27.083, 16.0535)",CO
3178,Dar al Gani 852,6399,Valid,CO3,481.0,Found,1999,27.19833,15.90117,"(27.19833, 15.90117)",CO
3179,Dar al Gani 853,6400,Valid,CO3,2655.0,Found,1999,27.197,15.9045,"(27.197, 15.9045)",CO
3180,Dar al Gani 854,6401,Valid,CO3,490.0,Found,1999,27.17317,15.93733,"(27.17317, 15.93733)",CO
3184,Dar al Gani 858,6405,Valid,CO3,3810.0,Found,1999,27.20233,15.89583,"(27.20233, 15.89583)",CO
3316,Dar al Gani 998,6538,Valid,CO3,3522.0,Found,1999,27.17433,15.9205,"(27.17433, 15.9205)",CO
3953,Dhofar 1641,56576,Valid,CO3,390.0,Found,2009,18.47203,54.1284,"(18.47203, 54.1284)",CO
4914,El Médano 013,54562,Valid,CO3,5.2,Found,2010,-24.85,-70.53333,"(-24.85, -70.53333)",CO
5420,Hammadah al Hamra 043,11526,Valid,CO3,67.0,Found,1994,29.07367,11.8765,"(29.07367, 11.8765)",CO
5842,Hughes 033,11957,Valid,CO3,20.0,Found,1991,-30.13389,129.0625,"(-30.13389, 129.0625)",CO
5919,Isna,12051,Valid,CO3.8,23000.0,Found,1970,24.83333,31.66667,"(24.83333, 31.66667)",CO
6007,Jiddat al Harasis 084,12143,Valid,CO3,59.47,Found,2002,19.65518,55.75308,"(19.65518, 55.75308)",CO
6468,Jiddat al Harasis 619,51975,Valid,CO3,14.5,Found,2009,19.32625,55.3659,"(19.32625, 55.3659)",CO
7408,Northwest Africa 4421,45437,Valid,CO3,249.73,Found,2006,32.31667,-4.06667,"(32.31667, -4.06667)",CO
7756,Rainbow,22374,Valid,CO3.2,1553.0,Found,1994,-35.90667,141.855,"(-35.90667, 141.855)",CO
8327,San Juan 009,48686,Valid,CO3,45.56,Found,2007,-25.447667,-69.871833,"(-25.447667, -69.871833)",CO
9416,Tiffa 008,31349,Valid,CO3,1149.0,Found,2001,20.35833,11.85,"(20.35833, 11.85)",CO
17,Al Rais,446,Valid,CR2-an,160.0,Fell,1957,24.41667,39.51667,"(24.41667, 39.51667)",CR
431,Kaidun,12228,Valid,CR2,2000.0,Fell,1980,15.0,48.3,"(15.0, 48.3)",CR
830,Renazzo,22586,Valid,CR2,1000.0,Fell,1824,44.76667,11.28333,"(44.76667, 11.28333)",CR
1157,Acfer 059,68,Valid,CR2,281.0,Found,1989,27.51667,4.06667,"(27.51667, 4.06667)",CR
1185,Acfer 087,96,Valid,CR2,163.0,Found,1990,27.7,4.26667,"(27.7, 4.26667)",CR
1195,Acfer 097,106,Valid,CR2,63.0,Found,1990,27.51667,3.96667,"(27.51667, 3.96667)",CR
1212,Acfer 114,123,Valid,CR2,43.0,Found,1990,27.6,3.96667,"(27.6, 3.96667)",CR
1237,Acfer 139,148,Valid,CR2,143.0,Found,1990,27.56667,4.08333,"(27.56667, 4.08333)",CR
1283,Acfer 186,194,Valid,CR2,315.0,Found,1990,27.46667,3.86667,"(27.46667, 3.86667)",CR
1284,Acfer 187,195,Valid,CR2,234.0,Found,1990,27.46667,3.9,"(27.46667, 3.9)",CR
1306,Acfer 209,217,Valid,CR2,475.0,Found,1991,27.50472,3.88194,"(27.50472, 3.88194)",CR
1366,Acfer 270,278,Valid,CR2,298.0,Found,1991,27.51861,3.85722,"(27.51861, 3.85722)",CR
1385,Acfer 289,297,Valid,CR2,76.0,Found,1992,27.47417,3.86417,"(27.47417, 3.86417)",CR
1407,Acfer 311,319,Valid,CR2,120.0,Found,1992,27.50806,3.84417,"(27.50806, 3.84417)",CR
1420,Acfer 324,30428,Valid,CR2,69.0,Found,2001,27.50083,3.86983,"(27.50083, 3.86983)",CR
1487,Acfer 394,53886,Valid,CR2,364.0,Found,2001,27.51867,3.88033,"(27.51867, 3.88033)",CR
1488,Acfer 395,53887,Valid,CR2,394.0,Found,2001,27.50917,3.88767,"(27.50917, 3.88767)",CR
1489,Acfer 396,53888,Valid,CR2,148.0,Found,2001,27.512,3.89783,"(27.512, 3.89783)",CR
1490,Acfer 397,53889,Valid,CR2,105.0,Found,2001,27.509,3.89583,"(27.509, 3.89583)",CR
1491,Acfer 398,55262,Valid,CR2,97.0,Found,2001,27.50217,3.86083,"(27.50217, 3.86083)",CR
1492,Acfer 399,55263,Valid,CR2,89.0,Found,2001,27.50267,3.8725,"(27.50267, 3.8725)",CR
1493,Acfer 400,55264,Valid,CR2,101.0,Found,2001,27.50083,3.86617,"(27.50083, 3.86617)",CR
2024,Catalina 009,57173,Valid,CR2,5.2,Found,2012,-25.23333,-69.71667,"(-25.23333, -69.71667)",CR
2902,Dar al Gani 574,6121,Valid,CR2,32.5,Found,1998,27.43217,16.25233,"(27.43217, 16.25233)",CR
3293,Dar al Gani 974,6514,Valid,CR,107.0,Found,1999,27.0295,16.37217,"(27.0295, 16.37217)",CR
3751,Dhofar 1432,45836,Valid,CR2,76.0,Found,2006,19.28583,54.7375,"(19.28583, 54.7375)",CR
4892,El Djouf 001,7797,Valid,CR2,1250.0,Found,1989,23.43333,-1.41667,"(23.43333, -1.41667)",CR
5240,Gao-Guenie (b),10855,Valid,CR,344.0,Found,2002,11.65,-2.18333,"(11.65, -2.18333)",CR
7497,Northwest Africa 852,17877,Valid,CR2,174.0,Found,2001,30.808,-5.85583,"(30.808, -5.85583)",CR
8991,Shişr 033,23568,Valid,CR,1097.72,Found,2002,18.34725,53.7477,"(18.34725, 53.7477)",CR
9251,Tafassasset,23779,Valid,CR-an,114000.0,Found,2000,20.76333,10.44167,"(20.76333, 10.44167)",CR
9371,Temple Bar,23895,Valid,CR,106.0,Found,1998,35.91667,-114.43333,"(35.91667, -114.43333)",CR
29,Allende,2278,Valid,CV3,2000000.0,Fell,1969,26.96667,-105.31667,"(26.96667, -105.31667)",CV
68,Bali,4928,Valid,CV3,1000.0,Fell,1907,5.38333,16.38333,"(5.38333, 16.38333)",CV
145,Bukhara,30448,Valid,CV3,5300.0,Fell,2001,39.77978,64.60035,"(39.77978, 64.60035)",CV
336,Grosnaja,11206,Valid,CV3,3500.0,Fell,1861,43.66667,45.38333,"(43.66667, 45.38333)",CV
426,Kaba,12218,Valid,CV3,3000.0,Fell,1857,47.35,21.3,"(47.35, 21.3)",CV
627,Mokoia,16713,Valid,CV3,4500.0,Fell,1908,-39.63333,174.4,"(-39.63333, 174.4)",CV
1036,Vigarano,24174,Valid,CV3,15000.0,Fell,1910,44.85,11.4,"(44.85, 11.4)",CV
1180,Acfer 082,91,Valid,CV3,208.0,Found,1990,27.5,3.48333,"(27.5, 3.48333)",CV
1184,Acfer 086,95,Valid,CV3,173.0,Found,1990,27.66667,4.18333,"(27.66667, 4.18333)",CV
1368,Acfer 272,280,Valid,CV3,63.0,Found,1991,27.57028,4.075,"(27.57028, 4.075)",CV
1424,Acfer 328,335,Valid,CV3,180.07,Found,2001,27.73333,4.21667,"(27.73333, 4.21667)",CV
1647,Arch,2327,Valid,CV3,985.8,Found,1972,34.15,-103.22,"(34.15, -103.22)",CV
1688,Axtell,4911,Valid,CV3,6200.0,Found,1943,31.66,-96.97167,"(31.66, -96.97167)",CV
1964,Camel Donga 040,5243,Valid,CV3-an,55.1,Found,1988,-30.31667,126.61667,"(-30.31667, 126.61667)",CV
2417,Dar al Gani 1040,30501,Valid,CV3,781.0,Found,2001,27.28133,16.40833,"(27.28133, 16.40833)",CV
2430,Dar al Gani 1053,53636,Valid,CV3,98.0,Found,2006,27.24167,16.23267,"(27.24167, 16.23267)",CV
2439,Dar al Gani 1063,56648,Valid,CV3,410.3,Found,2002,27.27417,16.40833,"(27.27417, 16.40833)",CV
2851,Dar al Gani 521,6069,Valid,CV3,1567.0,Found,1997,27.311,16.234,"(27.311, 16.234)",CV
2856,Dar al Gani 526,6074,Valid,CV3,49.0,Found,1997,27.0685,16.107,"(27.0685, 16.107)",CV
2863,Dar al Gani 533,6081,Valid,CV3,35.0,Found,1997,27.20567,16.371,"(27.20567, 16.371)",CV
2865,Dar al Gani 535,6083,Valid,CV3,19.0,Found,1997,27.20017,16.35017,"(27.20017, 16.35017)",CV
3057,Dar al Gani 731,6278,Valid,CV3,144.0,Found,1999,27.31667,16.26667,"(27.31667, 16.26667)",CV
3397,Denman 002,6652,Valid,CV3,30.0,Found,1991,-30.6,130.06667,"(-30.6, 130.06667)",CV
3590,Dhofar 1073,6880,Valid,CV3,2.72,Found,1979,19.33302,54.78217,"(19.33302, 54.78217)",CV
3928,Dhofar 1612,52637,Valid,CV3,124.0,Found,2010,18.58333,54.13333,"(18.58333, 54.13333)",CV
3985,Dhofar 1671,56105,Valid,CV3,40.8,Found,2011,18.86958,54.22956,"(18.86958, 54.22956)",CV
4867,Efremovka,7772,Valid,CV3,21000.0,Found,1962,52.5,77.0,"(52.5, 77.0)",CV
6705,Khatyrka,55600,Valid,CV3,0.1,Found,2011,62.65316,174.50043,"(62.65316, 174.50043)",CV
6859,Leoville,12766,Valid,CV3,8100.0,Found,1961,39.63333,-100.46722,"(39.63333, -100.46722)",CV
7205,Mundrabilla 012,16863,Valid,CV2,30.6,Found,1992,-30.93333,127.5,"(-30.93333, 127.5)",CV
7394,Northwest Africa 2269,30929,Valid,CV3,184.0,Found,2002,27.96667,-7.95,"(27.96667, -7.95)",CV
7452,Northwest Africa 723,17805,Valid,CV3,395.0,Found,2000,29.88333,-5.5,"(29.88333, -5.5)",CV
7481,Northwest Africa 779,17850,Valid,CV3,200.0,Found,1999,31.83333,-3.66667,"(31.83333, -3.66667)",CV
7836,Ramlat as Sahmah 221,35474,Valid,CV3,48.29,Found,2003,20.53187,56.04902,"(20.53187, 56.04902)",CV
7866,Ramlat as Sahmah 251,35476,Valid,CV3,97.3,Found,2005,20.03138,56.4559,"(20.03138, 56.4559)",CV
8458,Sayh al Uhaymir 040,23232,Valid,CV3,28.4,Found,2000,21.06361,57.27139,"(21.06361, 57.27139)",CV
8503,Sayh al Uhaymir 085,23277,Valid,CV3,112.0,Found,2002,21.06833,57.27,"(21.06833, 57.27)",CV
8549,Sayh al Uhaymir 131,23323,Valid,CV3,168.0,Found,2004,21.07,57.27,"(21.07, 57.27)",CV
8616,Sayh al Uhaymir 202,23375,Valid,CV3,335.86,Found,2001,21.07087,57.31117,"(21.07087, 57.31117)",CV
8768,Sayh al Uhaymir 427,53632,Valid,CV3,59.0,Found,2001,21.08477,57.27598,"(21.08477, 57.27598)",CV
8837,Sayh al Uhaymir 503,51865,Valid,CV3,815.0,Found,2010,20.61667,57.03333,"(20.61667, 57.03333)",CV
9071,Shişr 164,48955,Valid,CV3,353.0,Found,2002,18.2525,53.998,"(18.2525, 53.998)",CV
9392,Tibooburra,23986,Valid,CV3,18.6,Found,1970,-29.43333,142.01667,"(-29.43333, 142.01667)",CV
9471,Tungsten Mountain 011,50908,Valid,CV3,186.52,Found,2003,39.683333,-117.616667,"(39.683333, -117.616667)",CV
10,Aioun el Atrouss,423,Valid,Diogenite-pm,1000.0,Fell,1974,16.39806,-9.57028,"(16.39806, -9.57028)",DIO
114,Bilanga,5045,Valid,Diogenite,25000.0,Fell,1999,12.45,-0.08333,"(12.45, -0.08333)",DIO
277,Ellemeet,10019,Valid,Diogenite,1470.0,Fell,1925,51.75,4.0,"(51.75, 4.0)",DIO
319,Garland,10861,Valid,Diogenite-pm,102.0,Fell,1950,41.68333,-112.13333,"(41.68333, -112.13333)",DIO
387,Ibbenbüren,11992,Valid,Diogenite,2000.0,Fell,1870,52.28333,7.7,"(52.28333, 7.7)",DIO
417,Johnstown,12198,Valid,Diogenite,40300.0,Fell,1924,40.35,-104.9,"(40.35, -104.9)",DIO
576,Manegaon,15403,Valid,Diogenite,50.0,Fell,1843,20.96667,76.1,"(20.96667, 76.1)",DIO
764,Peckelsheim,18181,Valid,Diogenite-pm,117.8,Fell,1953,51.66667,9.25,"(51.66667, 9.25)",DIO
845,Roda,22641,Valid,Diogenite,400.0,Fell,1871,42.3,0.55,"(42.3, 0.55)",DIO
896,Shalka,23521,Valid,Diogenite,4000.0,Fell,1850,23.1,87.3,"(23.1, 87.3)",DIO
966,Tatahouine,23884,Valid,Diogenite,12000.0,Fell,1931,32.95,10.41667,"(32.95, 10.41667)",DIO
3660,Dhofar 1269,33961,Valid,Diogenite-pm,42.0,Found,2005,18.731389,54.509167,"(18.731389, 54.509167)",DIO
4580,Dhofar 700,7456,Valid,Diogenite,2770.0,Found,2002,19.30833,54.55167,"(19.30833, 54.55167)",DIO
4648,Dhofar 778,7524,Valid,Diogenite,156.0,Found,2000,18.72542,54.73048,"(18.72542, 54.73048)",DIO
6185,Jiddat al Harasis 335,45859,Valid,Diogenite,50.47,Found,2006,19.623717,55.72825,"(19.623717, 55.72825)",DIO
6245,Jiddat al Harasis 395,53508,Valid,Diogenite,243.0,Found,2000,19.91667,56.25,"(19.91667, 56.25)",DIO
6911,Los Vientos 001,54671,Valid,Diogenite-pm,73.0,Found,2009,-24.7,-69.75,"(-24.7, -69.75)",DIO
7405,Northwest Africa 4255,35378,Valid,Diogenite,6000.0,Found,2002,27.85,-7.8,"(27.85, -7.8)",DIO
7466,Northwest Africa 7370,56073,Valid,Diogenite-olivine,2290.0,Found,2009,22.83333,-6.18333,"(22.83333, -6.18333)",DIO
7901,Ramlat as Sahmah 287,51888,Valid,Diogenite,1962.0,Found,2009,20.47678,55.52788,"(20.47678, 55.52788)",DIO
9355,Taoudenni,51580,Valid,Diogenite,24370.0,Found,2007,22.79167,-3.96667,"(22.79167, -3.96667)",DIO
1383,Acfer 287,295,Valid,E4,59.0,Found,1992,27.61667,4.19056,"(27.61667, 4.19056)",E
4424,Dhofar 540,7301,Valid,E4,104.0,Found,2001,18.56,54.105,"(18.56, 54.105)",E
7404,Northwest Africa 4232,35355,Valid,E,124.0,Found,2005,27.85,-7.8,"(27.85, -7.8)",E
8743,Sayh al Uhaymir 402,36587,Valid,Enst achon-ung,78.0,Found,2004,21.07694,57.26972,"(21.07694, 57.26972)",E
9762,Zakłodzie,30390,Valid,Enst achon-ung,8680.0,Found,1998,50.76278,22.86611,"(50.76278, 22.86611)",E
2,Abee,6,Valid,EH4,107000.0,Fell,1952,54.21667,-113.0,"(54.21667, -113.0)",EH
5,Adhi Kot,379,Valid,EH4,4239.0,Fell,1919,32.1,71.8,"(32.1, 71.8)",EH
314,Galim (b),10849,Valid,EH3/4-an,28.0,Fell,1952,7.05,12.43333,"(7.05, 12.43333)",EH
394,Indarch,12027,Valid,EH4,27000.0,Fell,1891,39.75,46.66667,"(39.75, 46.66667)",EH
402,Itqiy,12058,Valid,EH7-an,4720.0,Fell,1990,26.59083,-12.95217,"(26.59083, -12.95217)",EH
752,Parsa,18109,Valid,EH3,800.0,Fell,1942,26.2,85.4,"(26.2, 85.4)",EH
807,Qingzhen,18908,Valid,EH3,2600.0,Fell,1976,26.53333,106.46667,"(26.53333, 106.46667)",EH
856,Saint-Sauveur,23101,Valid,EH5,14000.0,Fell,1914,43.73333,1.38333,"(43.73333, 1.38333)",EH
933,St. Mark's,23090,Valid,EH5,13780.0,Fell,1903,-32.01667,27.41667,"(-32.01667, 27.41667)",EH
1750,Bethune,5033,Valid,EH4/5,67.0,Found,1941,39.3,-102.41667,"(39.3, -102.41667)",EH
3526,Dhofar 1015,6816,Valid,EH4,63.53,Found,2002,18.55907,54.08162,"(18.55907, 54.08162)",EH
5366,Hadley Rille,11469,Valid,EH,367.0,Found,1971,26.43333,3.65556,"(26.43333, 3.65556)",EH
6735,Kota-Kota,12351,Valid,EH3,334.0,Found,1905,-13.01667,34.2,"(-13.01667, 34.2)",EH
8695,Sayh al Uhaymir 281,23454,Valid,EH3,162.56,Found,2001,21.0,57.2,"(21.0, 57.2)",EH
8971,Shişr 013,31328,Valid,EH3,120.0,Found,2004,18.49167,53.88167,"(18.49167, 53.88167)",EH
9162,South Oman,23679,Valid,EH4/5,90.0,Found,1958,21.0,56.66667,"(21.0, 56.66667)",EH
221,Daniel's Kuil,5513,Valid,EL6,1064.0,Fell,1868,-28.2,24.56667,"(-28.2, 24.56667)",EL
266,Eagle,7760,Valid,EL6,10000.0,Fell,1947,40.78167,-96.47167,"(40.78167, -96.47167)",EL
386,Hvittis,11989,Valid,EL6,14000.0,Fell,1901,61.18333,22.68333,"(61.18333, 22.68333)",EL
405,Jajh deh Kot Lalu,12067,Valid,EL6,973.0,Fell,1926,26.75,68.41667,"(26.75, 68.41667)",EL
464,Khairpur,12288,Valid,EL6,13600.0,Fell,1873,29.53333,72.3,"(29.53333, 72.3)",EL
677,Neuschwanstein,16950,Valid,EL6,6189.0,Fell,2002,47.525,10.80833,"(47.525, 10.80833)",EL
781,Pillistfer,18822,Valid,EL6,23250.0,Fell,1863,58.66667,25.73333,"(58.66667, 25.73333)",EL
1014,Ufana,24106,Valid,EL6,189.2,Fell,1957,-4.26667,35.35,"(-4.26667, 35.35)",EL
1452,Acfer 356,362,Valid,EL6,120.0,Found,2002,27.61233,4.5285,"(27.61233, 4.5285)",EL
1508,Adrar Bous,384,Valid,EL5,360.0,Found,2001,20.5,9.0,"(20.5, 9.0)",EL
1677,Atlanta,4886,Valid,EL6,5500.0,Found,1938,31.8,-92.75,"(31.8, -92.75)",EL
1788,Blithfield,5075,Valid,EL6,1830.0,Found,1910,45.5,-77.0,"(45.5, -77.0)",EL
2407,Dar al Gani 1031,5646,Valid,EL4,20.15,Found,1998,27.14683,16.05017,"(27.14683, 16.05017)",EL
3060,Dar al Gani 734,6281,Valid,EL4,1378.0,Found,1997,27.13183,16.05,"(27.13183, 16.05)",EL
4879,El Atchane 012,7789,Valid,EL6,331.2,Found,2002,29.1266,4.71773,"(29.1266, 4.71773)",EL
5204,Forrest 033,10156,Valid,EL6,31.3,Found,1991,-30.75,128.08333,"(-30.75, 128.08333)",EL
5332,Grein 002,11198,Valid,EL4/5,608.9,Found,1997,20.7145,11.11567,"(20.7145, 11.11567)",EL
5694,Hammadah al Hamra 317,11800,Valid,EL4,105.0,Found,2001,29.351,11.593,"(29.351, 11.593)",EL
5727,Happy Canyon,11821,Valid,EL6/7,16300.0,Found,1971,34.80167,-101.56667,"(34.80167, -101.56667)",EL
5887,Ilafegh 009,12014,Valid,EL7,421.0,Found,1989,21.63333,1.26667,"(21.63333, 1.26667)",EL
6364,Jiddat al Harasis 514,54447,Valid,EL4,20.2,Found,2008,19.52662,55.19542,"(19.52662, 55.19542)",EL
7296,North West Forrest (E6),17007,Valid,EL6,4400.0,Found,1971,-30.6,127.81667,"(-30.6, 127.81667)",EL
7301,Northwest Africa 002,17012,Valid,EL6,234.4,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",EL
7374,Northwest Africa 2036,17611,Valid,EL6,390.0,Found,1979,31.59167,-5.76667,"(31.59167, -5.76667)",EL
8138,Roach Dry Lake 030,22621,Valid,EL6,10.13,Found,2002,35.67405,-115.36807,"(35.67405, -115.36807)",EL
8602,Sayh al Uhaymir 188,23361,Valid,EL4,127.92,Found,2002,20.5877,57.09752,"(20.5877, 57.09752)",EL
9296,Tanezrouft 031,23832,Valid,EL5,28.0,Found,1991,25.16056,0.29944,"(25.16056, 0.29944)",EL
9482,Tupelo,56551,Valid,EL6,280.0,Found,2012,34.24216,-88.77594,"(34.24216, -88.77594)",EL
9634,Watson 007,52943,Valid,EL3,19.5,Found,2009,-30.48333,131.68333,"(-30.48333, 131.68333)",EL
9743,Yilmia,30362,Valid,EL6,40000.0,Found,1969,-31.19167,121.53333,"(-31.19167, 121.53333)",EL
2111,Cold Bay,5396,Valid,"Pallasite, PES",320.0,Found,1921,55.18333,-162.55,"(55.18333, -162.55)",ES PAL
4860,Eagle Station,7761,Valid,"Pallasite, PES",36000.0,Found,1880,38.61667,-84.96667,"(38.61667, -84.96667)",ES PAL
5928,Itzawisis,12060,Valid,"Pallasite, PES",350.0,Found,1946,-26.26667,18.18333,"(-26.26667, 18.18333)",ES PAL
6688,Karavannoe,56567,Valid,"Pallasite, PES",132000.0,Found,1979,57.78117,47.67967,"(57.78117, 47.67967)",ES PAL
22,Alby sur Chéran,458,Valid,Eucrite-mmict,252.0,Fell,2002,45.82133,6.01533,"(45.82133, 6.01533)",EUC
101,Béréba,5028,Valid,Eucrite-mmict,18000.0,Fell,1924,11.65,-3.65,"(11.65, -3.65)",EUC
103,Berthoud,47355,Valid,Eucrite-mmict,960.0,Fell,2004,40.30583,-105.02325,"(40.30583, -105.02325)",EUC
112,Bialystok,5042,Valid,Eucrite-pmict,4000.0,Fell,1827,53.1,23.2,"(53.1, 23.2)",EUC
143,Brient,5140,Valid,Eucrite-pmict,219.0,Fell,1933,52.13333,59.31667,"(52.13333, 59.31667)",EUC
146,Bunburra Rockhole,48653,Valid,Eucrite,324.0,Fell,2007,-31.35,129.19,"(-31.35, 129.19)",EUC
197,Chervony Kut,5342,Valid,Eucrite-mmict,1700.0,Fell,1939,50.83333,34.0,"(50.83333, 34.0)",EUC
278,Emmaville,10033,Valid,Eucrite-mmict,127.0,Fell,1900,-29.46667,151.61667,"(-29.46667, 151.61667)",EUC
360,Haraiya,11824,Valid,Eucrite-mmict,1000.0,Fell,1878,26.8,82.53333,"(26.8, 82.53333)",EUC
