"","lat_gs","long_gs","ffscore","fallorfind"
"999",8,12,1,"fall"
"1000",20,12,-1,"find"
"1001",23,12,-1,"find"
"1002",25,12,-1,"find"
"1003",28,12,-1,"find"
"1004",29,12,-1,"find"
"1005",30,12,-1,"find"
"1006",42,12,1,"fall"
"1007",43,12,1,"fall"
"1008",44,12,1,"fall"
"1009",45,12,-1,"find"
"1010",46,12,-1,"find"
"1011",48,12,1,"fall"
"1012",49,12,-1,"find"
"1013",50,12,0,"both"
"1014",52,12,1,"fall"
"1015",55,12,1,"fall"
"1016",59,12,-1,"find"
"1017",61,12,1,"fall"
"1018",-18,13,1,"fall"
"1019",9,13,1,"fall"
"1020",26,13,-1,"find"
"1021",28,13,-1,"find"
"1022",29,13,-1,"find"
"1023",30,13,-1,"find"
"1024",37,13,1,"fall"
"1025",43,13,1,"fall"
"1026",46,13,1,"fall"
"1027",48,13,1,"fall"
"1028",49,13,0,"both"
"1029",50,13,-1,"find"
"1030",51,13,-1,"find"
"1031",52,13,0,"both"
"1032",53,13,1,"fall"
"1033",55,13,1,"fall"
"1034",56,13,1,"fall"
"1035",-26,14,-1,"find"
"1036",-24,14,-1,"find"
"1037",-17,14,-1,"find"
"1038",29,14,-1,"find"
"1039",37,14,1,"fall"
"1040",38,14,1,"fall"
"1041",46,14,0,"both"
"1042",47,14,-1,"find"
"1043",49,14,0,"both"
"1044",50,14,1,"fall"
"1045",51,14,1,"fall"
"1046",59,14,1,"fall"
"1047",63,14,-1,"find"
"1048",66,14,1,"fall"
"1049",-25,15,-1,"find"
"1050",-24,15,-1,"find"
"1051",-18,15,1,"fall"
"1052",-12,15,1,"fall"
"1053",12,15,1,"fall"
"1054",25,15,-1,"find"
"1055",26,15,-1,"find"
"1056",27,15,-1,"find"
"1057",28,15,-1,"find"
"1058",38,15,1,"fall"
"1059",45,15,1,"fall"
"1060",49,15,0,"both"
"1061",51,15,1,"fall"
"1062",52,15,-1,"find"
"1063",53,15,1,"fall"
"1064",56,15,1,"fall"
"1065",-27,16,-1,"find"
"1066",-25,16,-1,"find"
"1067",-22,16,-1,"find"
"1068",-19,16,-1,"find"
"1069",-18,16,1,"fall"
"1070",5,16,1,"fall"
"1071",11,16,-1,"find"
"1072",26,16,-1,"find"
"1073",27,16,-1,"find"
"1074",28,16,-1,"find"
"1075",39,16,1,"fall"
"1076",46,16,1,"fall"
"1077",47,16,1,"fall"
"1078",49,16,1,"fall"
"1079",50,16,1,"fall"
"1080",52,16,0,"both"
"1081",57,16,1,"fall"
"1082",58,16,1,"fall"
"1083",-26,17,-1,"find"
"1084",-20,17,-1,"find"
"1085",29,17,-1,"find"
"1086",46,17,0,"both"
"1087",48,17,0,"both"
"1088",49,17,0,"both"
"1089",52,17,1,"fall"
"1090",59,17,0,"both"
"1091",-35,18,-1,"find"
"1092",-34,18,0,"both"
"1093",-33,18,1,"fall"
"1094",-29,18,1,"fall"
"1095",-28,18,-1,"find"
"1096",-27,18,-1,"find"
"1097",-26,18,-1,"find"
"1098",24,18,-1,"find"
"1099",42,18,1,"fall"
"1100",44,18,-1,"find"
"1101",49,18,0,"both"
"1102",53,18,-1,"find"
"1103",-34,19,0,"both"
"1104",44,19,1,"fall"
"1105",49,19,0,"both"
"1106",50,19,-1,"find"
"1107",52,19,1,"fall"
"1108",-30,20,-1,"find"
"1109",29,20,-1,"find"
"1110",43,20,1,"fall"
"1111",52,20,1,"fall"
"1112",-33,21,0,"both"
"1113",-30,21,-1,"find"
"1114",-29,21,-1,"find"
"1115",24,21,-1,"find"
"1116",27,21,-1,"find"
"1117",32,21,1,"fall"
"1118",43,21,1,"fall"
"1119",45,21,1,"fall"
"1120",46,21,1,"fall"
"1121",47,21,1,"fall"
"1122",48,21,1,"fall"
"1123",49,21,-1,"find"
"1124",50,21,-1,"find"
"1125",52,21,1,"fall"
"1126",56,21,1,"fall"
"1127",64,21,1,"fall"
"1128",-30,22,-1,"find"
"1129",-21,22,-1,"find"
"1130",1,22,1,"fall"
"1131",2,22,1,"fall"
"1132",43,22,0,"both"
"1133",47,22,1,"fall"
"1134",48,22,1,"fall"
"1135",50,22,-1,"find"
"1136",54,22,1,"fall"
"1137",56,22,1,"fall"
"1138",58,22,-1,"find"
"1139",60,22,0,"both"
"1140",61,22,1,"fall"
"1141",-33,23,1,"fall"
"1142",-32,23,-1,"find"
"1143",-31,23,-1,"find"
"1144",-30,23,-1,"find"
"1145",-27,23,-1,"find"
"1146",24,23,-1,"find"
"1147",41,23,1,"fall"
"1148",44,23,1,"fall"
"1149",46,23,1,"fall"
"1150",53,23,1,"fall"
"1151",56,23,1,"fall"
"1152",58,23,1,"fall"
"1153",-34,24,-1,"find"
"1154",-29,24,0,"both"
"1155",-22,24,-1,"find"
"1156",11,24,1,"fall"
"1157",42,24,1,"fall"
"1158",46,24,1,"fall"
"1159",48,24,1,"fall"
"1160",55,24,1,"fall"
"1161",-32,25,-1,"find"
"1162",-30,25,-1,"find"
"1163",25,25,-1,"find"
"1164",26,25,-1,"find"
"1165",28,25,-1,"find"
"1166",31,25,-1,"find"
"1167",43,25,1,"fall"
"1168",46,25,1,"fall"
"1169",50,25,1,"fall"
"1170",55,25,1,"fall"
"1171",58,25,1,"fall"
"1172",60,25,0,"both"
"1173",-34,26,-1,"find"
"1174",-33,26,-1,"find"
"1175",-32,26,1,"fall"
"1176",-30,26,1,"fall"
"1177",-27,26,1,"fall"
"1178",-22,26,-1,"find"
"1179",22,26,-1,"find"
"1180",26,26,-1,"find"
"1181",27,26,-1,"find"
"1182",28,26,-1,"find"
"1183",39,26,1,"fall"
"1184",42,26,1,"fall"
"1185",43,26,1,"fall"
"1186",45,26,1,"fall"
"1187",51,26,1,"fall"
"1188",56,26,1,"fall"
"1189",58,26,1,"fall"
"1190",61,26,-1,"find"
"1191",-33,27,1,"fall"
"1192",-30,27,1,"fall"
"1193",-29,27,-1,"find"
"1194",-28,27,1,"fall"
"1195",-24,27,-1,"find"
"1196",-16,27,1,"fall"
"1197",26,27,-1,"find"
"1198",27,27,-1,"find"
"1199",37,27,1,"fall"
"1200",38,27,1,"fall"
"1201",44,27,1,"fall"
"1202",50,27,1,"fall"
"1203",53,27,-1,"find"
"1204",55,27,1,"fall"
"1205",60,27,-1,"find"
"1206",61,27,1,"fall"
"1207",63,27,-1,"find"
"1208",64,27,-1,"find"
"1209",-33,28,1,"fall"
"1210",-31,28,0,"both"
"1211",-27,28,1,"fall"
"1212",-26,28,1,"fall"
"1213",13,28,1,"fall"
"1214",14,28,1,"fall"
"1215",25,28,-1,"find"
"1216",30,28,-1,"find"
"1217",44,28,-1,"find"
"1218",51,28,1,"fall"
"1219",-31,29,-1,"find"
"1220",-8,29,1,"fall"
"1221",-7,29,1,"fall"
"1222",-2,29,1,"fall"
"1223",4,29,1,"fall"
"1224",27,29,-1,"find"
"1225",29,29,-1,"find"
"1226",36,29,1,"fall"
"1227",40,29,1,"fall"
"1228",47,29,1,"fall"
"1229",49,29,-1,"find"
"1230",-29,30,1,"fall"
"1231",-26,30,1,"fall"
"1232",-17,30,-1,"find"
"1233",-2,30,1,"fall"
"1234",2,30,1,"fall"
"1235",29,30,-1,"find"
"1236",31,30,1,"fall"
"1237",36,30,-1,"find"
"1238",46,30,0,"both"
"1239",47,30,1,"fall"
"1240",48,30,1,"fall"
"1241",49,30,1,"fall"
"1242",50,30,1,"fall"
"1243",51,30,1,"fall"
"1244",52,30,-1,"find"
"1245",53,30,1,"fall"
"1246",61,30,1,"fall"
"1247",-29,31,1,"fall"
"1248",-28,31,1,"fall"
"1249",-20,31,1,"fall"
"1250",-18,31,1,"fall"
"1251",1,31,1,"fall"
"1252",9,31,1,"fall"
"1253",13,31,1,"fall"
"1254",24,31,-1,"find"
"1255",29,31,-1,"find"
"1256",39,31,1,"fall"
"1257",49,31,-1,"find"
"1258",50,31,1,"fall"
"1259",51,31,1,"fall"
"1260",58,31,1,"fall"
"1261",-9,32,1,"fall"
"1262",-4,32,1,"fall"
"1263",2,32,1,"fall"
"1264",20,32,1,"fall"
"1265",23,32,-1,"find"
"1266",30,32,1,"fall"
"1267",46,32,0,"both"
"1268",52,32,1,"fall"
"1269",59,32,-1,"find"
"1270",-14,33,1,"fall"
"1271",-12,33,1,"fall"
"1272",-11,33,1,"fall"
"1273",-10,33,-1,"find"
"1274",-9,33,1,"fall"
"1275",-4,33,1,"fall"
"1276",1,33,1,"fall"
"1277",4,33,1,"fall"
"1278",50,33,1,"fall"
"1279",51,33,1,"fall"
"1280",-14,34,-1,"find"
"1281",1,34,1,"fall"
"1282",2,34,-1,"find"
"1283",26,34,-1,"find"
"1284",29,34,-1,"find"
"1285",47,34,1,"fall"
"1286",48,34,-1,"find"
"1287",50,34,1,"fall"
"1288",51,34,1,"fall"
"1289",55,34,1,"fall"
"1290",-16,35,1,"fall"
"1291",-11,35,1,"fall"
"1292",-5,35,1,"fall"
"1293",-4,35,1,"fall"
"1294",9,35,1,"fall"
"1295",15,35,1,"fall"
"1296",27,35,1,"fall"
"1297",29,35,1,"fall"
"1298",33,35,1,"fall"
"1299",38,35,1,"fall"
"1300",47,35,1,"fall"
"1301",48,35,0,"both"
"1302",49,35,-1,"find"
"1303",50,35,1,"fall"
"1304",54,35,0,"both"
"1305",55,35,0,"both"
"1306",0,36,1,"fall"
"1307",16,36,1,"fall"
"1308",39,36,1,"fall"
"1309",46,36,-1,"find"
"1310",50,36,0,"both"
"1311",54,36,-1,"find"
"1312",-2,37,1,"fall"
"1313",36,37,1,"fall"
"1314",47,37,0,"both"
"1315",48,37,1,"fall"
"1316",52,37,1,"fall"
"1317",56,37,1,"fall"
"1318",57,37,1,"fall"
"1319",-11,38,1,"fall"
"1320",9,38,1,"fall"
"1321",48,38,1,"fall"
"1322",-4,39,1,"fall"
"1323",9,39,1,"fall"
"1324",24,39,1,"fall"
"1325",44,39,1,"fall"
"1326",45,39,-1,"find"
"1327",56,39,1,"fall"
"1328",10,40,-1,"find"
"1329",54,40,1,"fall"
"1330",3,41,-1,"find"
"1331",45,41,1,"fall"
"1332",49,41,-1,"find"
"1333",54,41,-1,"find"
"1334",9,42,1,"fall"
"1335",39,42,1,"fall"
"1336",49,42,-1,"find"
"1337",3,43,-1,"find"
"1338",19,43,1,"fall"
"1339",45,43,-1,"find"
"1340",47,43,1,"fall"
"1341",48,43,0,"both"
"1342",52,43,1,"fall"
"1343",1,44,1,"fall"
"1344",20,44,-1,"find"
"1345",35,44,1,"fall"
"1346",40,44,1,"fall"
"1347",45,44,1,"fall"
"1348",48,44,-1,"find"
"1349",53,44,-1,"find"
"1350",13,45,1,"fall"
"1351",20,45,-1,"find"
"1352",41,45,1,"fall"
"1353",43,45,1,"fall"
"1354",48,45,0,"both"
"1355",57,45,1,"fall"
"1356",30,46,-1,"find"
"1357",39,46,1,"fall"
"1358",49,46,-1,"find"
"1359",50,46,-1,"find"
"1360",52,46,1,"fall"
"1361",54,46,1,"fall"
"1362",57,47,-1,"find"
"1363",-15,48,1,"fall"
"1364",5,48,1,"fall"
"1365",15,48,1,"fall"
"1366",22,48,-1,"find"
"1367",23,48,-1,"find"
"1368",38,48,1,"fall"
"1369",54,48,-1,"find"
"1370",55,48,-1,"find"
"1371",21,49,-1,"find"
"1372",23,49,-1,"find"
"1373",57,49,-1,"find"
"1374",20,50,-1,"find"
"1375",21,50,-1,"find"
"1376",25,50,-1,"find"
"1377",26,50,1,"fall"
"1378",54,50,-1,"find"
"1379",19,51,-1,"find"
"1380",20,51,-1,"find"
"1381",22,51,-1,"find"
"1382",33,51,1,"fall"
"1383",35,51,1,"fall"
"1384",51,51,-1,"find"
"1385",52,51,1,"fall"
"1386",18,52,-1,"find"
"1387",20,52,-1,"find"
"1388",54,52,0,"both"
"1389",16,53,-1,"find"
"1390",17,53,-1,"find"
"1391",18,53,-1,"find"
"1392",19,53,-1,"find"
"1393",55,53,0,"both"
"1394",17,54,-1,"find"
"1395",18,54,-1,"find"
"1396",19,54,-1,"find"
"1397",62,54,-1,"find"
"1398",-22,55,-1,"find"
"1399",18,55,-1,"find"
"1400",19,55,-1,"find"
"1401",20,55,-1,"find"
"1402",21,55,-1,"find"
"1403",22,55,-1,"find"
"1404",45,55,-1,"find"
"1405",53,55,1,"fall"
"1406",55,55,-1,"find"
"1407",57,55,1,"fall"
"1408",18,56,-1,"find"
"1409",19,56,-1,"find"
"1410",20,56,-1,"find"
"1411",21,56,-1,"find"
"1412",53,56,-1,"find"
"1413",54,56,1,"fall"
"1414",-20,57,1,"fall"
"1415",19,57,-1,"find"
"1416",20,57,-1,"find"
"1417",21,57,-1,"find"
"1418",30,57,-1,"find"
"1419",51,57,-1,"find"
"1420",60,57,-1,"find"
"1421",21,58,-1,"find"
"1422",22,58,-1,"find"
"1423",38,58,-1,"find"
"1424",39,58,-1,"find"
"1425",39,59,-1,"find"
"1426",41,59,1,"fall"
"1427",42,59,1,"fall"
"1428",52,59,1,"fall"
"1429",54,61,1,"fall"
"1430",55,61,1,"fall"
"1431",39,62,-1,"find"
"1432",41,62,1,"fall"
"1433",45,62,1,"fall"
"1434",51,62,-1,"find"
"1435",54,62,-1,"find"
"1436",57,62,-1,"find"
"1437",39,64,1,"fall"
"1438",55,64,-1,"find"
"1439",31,65,1,"fall"
"1440",57,65,1,"fall"
"1441",30,66,1,"fall"
"1442",55,66,0,"both"
"1443",27,67,1,"fall"
"1444",26,68,1,"fall"
"1445",27,68,1,"fall"
"1446",52,68,-1,"find"
"1447",26,69,1,"fall"
"1448",22,70,1,"fall"
"1449",25,70,1,"fall"
"1450",28,70,1,"fall"
"1451",33,70,1,"fall"
"1452",51,70,-1,"find"
"1453",53,70,-1,"find"
"1454",20,71,1,"fall"
"1455",22,71,1,"fall"
"1456",29,71,1,"fall"
"1457",31,71,1,"fall"
"1458",32,71,1,"fall"
"1459",51,71,-1,"find"
"1460",23,72,1,"fall"
"1461",25,72,1,"fall"
"1462",26,72,1,"fall"
"1463",29,72,1,"fall"
"1464",31,72,1,"fall"
"1465",34,72,1,"fall"
"1466",17,73,1,"fall"
"1467",18,73,-1,"find"
"1468",20,73,1,"fall"
"1469",25,73,1,"fall"
"1470",26,73,1,"fall"
"1471",42,73,1,"fall"
"1472",13,74,1,"fall"
"1473",20,74,1,"fall"
"1474",25,74,1,"fall"
"1475",29,74,-1,"find"
"1476",33,74,1,"fall"
"1477",14,75,1,"fall"
"1478",18,75,1,"fall"
"1479",20,75,-1,"find"
"1480",23,75,1,"fall"
"1481",24,75,1,"fall"
"1482",25,75,1,"fall"
"1483",28,75,1,"fall"
"1484",29,75,1,"fall"
"1485",31,75,1,"fall"
"1486",55,75,1,"fall"
"1487",56,75,1,"fall"
"1488",10,76,1,"fall"
"1489",12,76,1,"fall"
"1490",14,76,1,"fall"
"1491",20,76,1,"fall"
"1492",21,76,1,"fall"
"1493",22,76,1,"fall"
"1494",24,76,1,"fall"
"1495",27,76,1,"fall"
"1496",28,76,1,"fall"
"1497",29,76,1,"fall"
"1498",30,76,1,"fall"
"1499",31,76,1,"fall"
"1500",32,76,1,"fall"
"1501",56,76,-1,"find"
"1502",10,77,-1,"find"
"1503",12,77,1,"fall"
"1504",19,77,1,"fall"
"1505",26,77,1,"fall"
"1506",28,77,1,"fall"
"1507",29,77,1,"fall"
"1508",51,77,-1,"find"
"1509",52,77,0,"both"
"1510",56,77,1,"fall"
"1511",9,78,1,"fall"
"1512",12,78,1,"fall"
"1513",13,78,1,"fall"
"1514",21,78,1,"fall"
"1515",24,78,1,"fall"
"1516",26,78,1,"fall"
"1517",27,78,1,"fall"
"1518",28,78,1,"fall"
"1519",29,78,1,"fall"
"1520",30,78,1,"fall"
"1521",52,78,1,"fall"
"1522",11,79,1,"fall"
"1523",12,79,1,"fall"
"1524",13,79,1,"fall"
"1525",14,79,1,"fall"
"1526",21,79,1,"fall"
"1527",22,79,1,"fall"
"1528",27,79,1,"fall"
"1529",29,79,-1,"find"
"1530",51,79,-1,"find"
"1531",52,79,-1,"find"
"1532",53,79,-1,"find"
"1533",7,80,-1,"find"
"1534",9,80,1,"fall"
"1535",16,80,1,"fall"
"1536",25,80,1,"fall"
"1537",19,81,1,"fall"
"1538",24,81,-1,"find"
"1539",25,81,1,"fall"
"1540",26,81,1,"fall"
"1541",40,81,-1,"find"
"1542",47,81,1,"fall"
"1543",52,81,-1,"find"
"1544",20,82,1,"fall"
"1545",21,82,1,"fall"
"1546",25,82,1,"fall"
"1547",26,82,1,"fall"
"1548",27,82,1,"fall"
"1549",55,82,-1,"find"
"1550",58,82,1,"fall"
"1551",18,83,1,"fall"
"1552",21,83,1,"fall"
"1553",25,83,0,"both"
"1554",26,83,1,"fall"
"1555",47,83,1,"fall"
"1556",57,83,-1,"find"
"1557",24,84,1,"fall"
"1558",25,84,1,"fall"
"1559",26,84,1,"fall"
"1560",27,84,1,"fall"
"1561",51,84,1,"fall"
"1562",52,84,1,"fall"
"1563",54,84,-1,"find"
"1564",26,85,1,"fall"
"1565",20,86,1,"fall"
"1566",22,86,1,"fall"
"1567",23,86,1,"fall"
"1568",25,86,1,"fall"
"1569",42,86,-1,"find"
"1570",23,87,1,"fall"
"1571",24,87,1,"fall"
"1572",25,87,1,"fall"
"1573",44,87,-1,"find"
"1574",53,87,-1,"find"
"1575",25,88,1,"fall"
"1576",47,88,-1,"find"
"1577",53,88,-1,"find"
"1578",24,89,1,"fall"
"1579",42,89,-1,"find"
"1580",55,89,-1,"find"
"1581",22,90,1,"fall"
"1582",23,90,1,"fall"
"1583",24,90,1,"fall"
"1584",26,90,-1,"find"
"1585",30,90,1,"fall"
"1586",23,91,1,"fall"
"1587",54,91,-1,"find"
"1588",26,92,-1,"find"
"1589",43,92,-1,"find"
"1590",26,93,1,"fall"
"1591",41,93,-1,"find"
"1592",42,93,-1,"find"
"1593",21,94,1,"fall"
"1594",51,94,-1,"find"
"1595",17,95,1,"fall"
"1596",27,95,1,"fall"
"1597",44,95,0,"both"
"1598",19,97,1,"fall"
"1599",53,97,-1,"find"
"1600",58,98,-1,"find"
"1601",19,99,-1,"find"
"1602",40,99,-1,"find"
"1603",13,100,1,"fall"
"1604",16,101,1,"fall"
"1605",17,101,1,"fall"
"1606",47,101,-1,"find"
"1607",42,102,1,"fall"
"1608",51,102,1,"fall"
"1609",24,103,1,"fall"
"1610",29,103,-1,"find"
"1611",35,103,1,"fall"
"1612",11,104,1,"fall"
"1613",31,104,1,"fall"
"1614",35,104,-1,"find"
"1615",43,104,-1,"find"
"1616",9,105,1,"fall"
"1617",12,105,1,"fall"
"1618",24,105,1,"fall"
"1619",25,105,1,"fall"
"1620",29,105,-1,"find"
"1621",32,105,0,"both"
"1622",39,105,1,"fall"
"1623",45,105,0,"both"
"1624",-7,106,1,"fall"
"1625",24,106,-1,"find"
"1626",26,106,1,"fall"
"1627",44,106,-1,"find"
"1628",-8,107,1,"fall"
"1629",-7,107,1,"fall"
"1630",25,107,-1,"find"
"1631",29,107,-1,"find"
"1632",51,107,-1,"find"
"1633",-7,108,1,"fall"
"1634",11,108,1,"fall"
"1635",15,108,1,"fall"
"1636",22,108,-1,"find"
"1637",23,108,-1,"find"
"1638",24,108,-1,"find"
"1639",27,108,-1,"find"
"1640",28,109,1,"fall"
"1641",30,109,1,"fall"
"1642",-8,110,-1,"find"
"1643",-7,110,-1,"find"
"1644",29,110,-1,"find"
"1645",-8,111,1,"fall"
"1646",-7,111,1,"fall"
"1647",21,111,1,"fall"
"1648",24,111,-1,"find"
"1649",29,111,0,"both"
"1650",32,111,-1,"find"
"1651",34,111,1,"fall"
"1652",-8,112,1,"fall"
"1653",31,112,-1,"find"
"1654",32,112,1,"fall"
"1655",40,112,-1,"find"
"1656",41,112,1,"fall"
"1657",51,112,1,"fall"
"1658",24,113,-1,"find"
"1659",31,113,1,"fall"
"1660",35,113,1,"fall"
"1661",40,113,-1,"find"
"1662",46,113,-1,"find"
"1663",54,113,-1,"find"
"1664",-26,114,-1,"find"
"1665",24,114,1,"fall"
"1666",32,114,1,"fall"
"1667",36,114,1,"fall"
"1668",42,114,-1,"find"
"1669",50,114,-1,"find"
"1670",57,114,-1,"find"
"1671",-34,115,0,"both"
"1672",-31,115,-1,"find"
"1673",-28,115,0,"both"
"1674",-25,115,-1,"find"
"1675",-9,115,-1,"find"
"1676",-7,115,1,"fall"
"1677",32,115,1,"fall"
"1678",33,115,1,"fall"
"1679",35,115,1,"fall"
"1680",38,115,1,"fall"
"1681",-31,116,-1,"find"
"1682",-30,116,-1,"find"
"1683",-29,116,-1,"find"
"1684",-27,116,-1,"find"
"1685",-26,116,-1,"find"
"1686",-24,116,-1,"find"
"1687",-23,116,-1,"find"
"1688",28,116,1,"fall"
"1689",34,116,1,"fall"
"1690",38,116,1,"fall"
"1691",-34,117,-1,"find"
"1692",-33,117,-1,"find"
"1693",-32,117,-1,"find"
"1694",-31,117,-1,"find"
"1695",-28,117,-1,"find"
"1696",-26,117,-1,"find"
"1697",-25,117,-1,"find"
"1698",28,117,-1,"find"
"1699",34,117,-1,"find"
"1700",44,117,1,"fall"
"1701",59,117,-1,"find"
"1702",-34,118,-1,"find"
"1703",-32,118,-1,"find"
"1704",-31,118,-1,"find"
"1705",-30,118,-1,"find"
"1706",-29,118,-1,"find"
"1707",-27,118,-1,"find"
"1708",-26,118,-1,"find"
"1709",-23,118,-1,"find"
"1710",-21,118,-1,"find"
"1711",26,118,-1,"find"
"1712",31,118,1,"fall"
"1713",32,118,1,"fall"
"1714",34,118,-1,"find"
"1715",35,118,1,"fall"
"1716",37,118,1,"fall"
"1717",43,118,1,"fall"
"1718",45,118,-1,"find"
"1719",-30,119,-1,"find"
"1720",-27,119,-1,"find"
"1721",-26,119,-1,"find"
"1722",-25,119,-1,"find"
"1723",26,119,-1,"find"
"1724",32,119,1,"fall"
"1725",45,119,1,"fall"
"1726",-31,120,-1,"find"
"1727",-30,120,-1,"find"
"1728",-29,120,-1,"find"
"1729",-27,120,0,"both"
"1730",-25,120,-1,"find"
"1731",-23,120,-1,"find"
"1732",-22,120,-1,"find"
"1733",15,120,1,"fall"
"1734",17,120,1,"fall"
"1735",32,120,1,"fall"
"1736",33,120,1,"fall"
"1737",36,120,-1,"find"
"1738",42,120,-1,"find"
"1739",44,120,-1,"find"
"1740",56,120,-1,"find"
"1741",-34,121,-1,"find"
"1742",-33,121,-1,"find"
"1743",-32,121,-1,"find"
"1744",-31,121,-1,"find"
"1745",-30,121,-1,"find"
"1746",-29,121,-1,"find"
"1747",-27,121,-1,"find"
"1748",29,121,1,"fall"
"1749",31,121,-1,"find"
"1750",32,121,1,"fall"
"1751",-32,122,-1,"find"
"1752",-31,122,-1,"find"
"1753",-30,122,-1,"find"
"1754",-29,122,-1,"find"
"1755",-28,122,-1,"find"
"1756",-27,122,-1,"find"
"1757",-26,122,-1,"find"
"1758",11,122,1,"fall"
"1759",13,122,-1,"find"
"1760",39,122,1,"fall"
"1761",45,122,1,"fall"
"1762",-28,123,-1,"find"
"1763",-31,124,-1,"find"
"1764",8,124,1,"fall"
"1765",66,124,1,"fall"
"1766",-33,125,-1,"find"
"1767",-32,125,-1,"find"
"1768",-31,125,-1,"find"
"1769",-23,125,-1,"find"
"1770",43,125,1,"fall"
"1771",45,125,1,"fall"
"1772",55,125,-1,"find"
"1773",-33,126,-1,"find"
"1774",-32,126,-1,"find"
"1775",-31,126,-1,"find"
"1776",-30,126,-1,"find"
"1777",-27,126,-1,"find"
"1778",40,126,-1,"find"
"1779",44,126,1,"fall"
"1780",46,126,1,"fall"
"1781",53,126,-1,"find"
"1782",-32,127,-1,"find"
"1783",-31,127,-1,"find"
"1784",-30,127,-1,"find"
"1785",-20,127,-1,"find"
"1786",33,127,1,"fall"
"1787",34,127,1,"fall"
"1788",35,127,1,"fall"
"1789",42,127,-1,"find"
"1790",51,127,-1,"find"
"1791",-31,128,-1,"find"
"1792",-30,128,-1,"find"
"1793",-27,128,-1,"find"
"1794",32,128,-1,"find"
"1795",43,128,1,"fall"
"1796",-32,129,1,"fall"
"1797",-31,129,-1,"find"
"1798",-30,129,-1,"find"
"1799",-31,130,-1,"find"
"1800",-21,130,-1,"find"
"1801",32,130,1,"fall"
"1802",33,130,0,"both"
"1803",-32,131,-1,"find"
"1804",-31,131,-1,"find"
"1805",-27,131,-1,"find"
"1806",34,131,1,"fall"
"1807",44,131,1,"fall"
"1808",-31,132,-1,"find"
"1809",-15,132,-1,"find"
"1810",34,132,0,"both"
"1811",-26,133,-1,"find"
"1812",-25,133,-1,"find"
"1813",-24,133,-1,"find"
"1814",33,133,1,"fall"
"1815",34,133,1,"fall"
"1816",35,133,1,"fall"
"1817",44,133,1,"fall"
"1818",-33,134,-1,"find"
"1819",-31,134,-1,"find"
"1820",-24,134,-1,"find"
"1821",35,134,1,"fall"
"1822",46,134,1,"fall"
"1823",-34,135,-1,"find"
"1824",-33,135,-1,"find"
"1825",-23,135,-1,"find"
"1826",-16,135,-1,"find"
"1827",-15,135,-1,"find"
"1828",34,135,0,"both"
"1829",35,135,1,"fall"
"1830",-34,136,-1,"find"
"1831",-33,136,-1,"find"
"1832",-30,136,-1,"find"
"1833",-29,136,-1,"find"
"1834",35,136,1,"fall"
"1835",36,136,1,"fall"
"1836",-31,137,-1,"find"
"1837",-28,137,-1,"find"
"1838",-26,137,-1,"find"
"1839",34,137,1,"fall"
"1840",36,137,-1,"find"
"1841",63,137,-1,"find"
"1842",66,137,-1,"find"
"1843",-35,138,-1,"find"
"1844",-34,138,-1,"find"
"1845",-32,138,-1,"find"
"1846",-31,138,-1,"find"
"1847",-30,138,-1,"find"
"1848",-29,138,-1,"find"
"1849",-23,138,-1,"find"
"1850",36,138,0,"both"
"1851",37,138,1,"fall"
"1852",-38,139,-1,"find"
"1853",-36,139,0,"both"
"1854",-35,139,-1,"find"
"1855",-33,139,-1,"find"
"1856",-30,139,-1,"find"
"1857",-25,139,-1,"find"
"1858",-21,139,-1,"find"
"1859",35,139,1,"fall"
"1860",36,139,1,"fall"
"1861",37,139,1,"fall"
"1862",-38,140,-1,"find"
"1863",-36,140,-1,"find"
"1864",-35,140,-1,"find"
"1865",-31,140,-1,"find"
"1866",-30,140,-1,"find"
"1867",-22,140,-1,"find"
"1868",35,140,-1,"find"
"1869",36,140,1,"fall"
"1870",38,140,0,"both"
"1871",39,140,0,"both"
"1872",40,140,1,"fall"
"1873",60,140,-1,"find"
"1874",-36,141,-1,"find"
"1875",-35,141,-1,"find"
"1876",-34,141,-1,"find"
"1877",-33,141,-1,"find"
"1878",-32,141,-1,"find"
"1879",-31,141,-1,"find"
"1880",-30,141,0,"both"
"1881",-29,141,-1,"find"
"1882",-28,141,-1,"find"
"1883",-27,141,-1,"find"
"1884",38,141,1,"fall"
"1885",40,141,-1,"find"
"1886",43,141,1,"fall"
"1887",64,141,-1,"find"
"1888",-37,142,-1,"find"
"1889",-36,142,-1,"find"
"1890",-31,142,-1,"find"
"1891",-30,142,-1,"find"
"1892",-26,142,0,"both"
"1893",-38,143,-1,"find"
"1894",-37,143,-1,"find"
"1895",-36,143,-1,"find"
"1896",-31,143,-1,"find"
"1897",-30,143,-1,"find"
"1898",-26,143,-1,"find"
"1899",-36,144,-1,"find"
"1900",-35,144,-1,"find"
"1901",-34,144,-1,"find"
"1902",-30,144,-1,"find"
"1903",-42,145,-1,"find"
"1904",-41,145,1,"fall"
"1905",-39,145,-1,"find"
"1906",-37,145,1,"fall"
"1907",-36,145,-1,"find"
"1908",-35,145,-1,"find"
"1909",-20,145,-1,"find"
"1910",-7,145,1,"fall"
"1911",-41,146,-1,"find"
"1912",-40,146,-1,"find"
"1913",-39,146,-1,"find"
"1914",-36,146,-1,"find"
"1915",-35,146,-1,"find"
"1916",-34,146,1,"fall"
