"","id","recclass","mass","fall_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","over_under","coords.x1","coords.x2","optional"
"3786",11632,"L4",633,"Found",1995,28.69167,13.21967,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.21967,28.69167,TRUE
"503",2320,"L6",3200,"Fell",1803,43.86667,5.38333,"L","Chondrite","Stony","Ordinary","L","12",0.49799067553469,5.38333,43.86667,TRUE
"3430",10154,"H4",0.83,"Found",1992,-30.73783,127.95367,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,127.95367,-30.73783,TRUE
"3696",11542,"Eucrite-mmict",143,"Found",1994,28.9455,13.0695,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708,13.0695,28.9455,TRUE
"4090",11944,"L6",23.6,"Found",1991,-30.27467,129.0185,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,129.0185,-30.27467,TRUE
"7886",45918,"LL6",425,"Found",2006,20.01352,56.40697,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,56.40697,20.01352,TRUE
"3052",7521,"H5",212,"Found",2000,18.90333,54.70452,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.70452,18.90333,TRUE
"8192",50674,"H6",5.8,"Found",2008,19.97892,56.43194,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.43194,19.97892,TRUE
"8662",51980,"L6",34.2,"Found",2009,19.43198,55.36335,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.36335,19.43198,TRUE
"1990",6400,"CO3",2655,"Found",1999,27.197,15.9045,"CO","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708,15.9045,27.197,TRUE
"9732",56638,"H5/6",16.7,"Found",2011,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"823",5205,"L6",280,"Found",1989,-30.08333,126.61667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,126.61667,-30.08333,TRUE
"7047",30466,"H5-6",1369,"Found",1999,35.05865,-116.76872,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-116.76872,35.05865,TRUE
"7175",30757,"H5",1800,"Found",2003,25.59983,28.45217,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,28.45217,25.59983,TRUE
"2347",6816,"EH4",63.53,"Found",2002,18.55907,54.08162,"EH","Chondrite","Stony","Enstatite","EH-EL","11",0.00485781484723708,54.08162,18.55907,TRUE
"2514",6983,"H4",160,"Found",1999,18.39333,54.16667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.16667,18.39333,TRUE
"1331",5737,"CO3",3370,"Found",1996,27.18283,15.94233,"CO","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708,15.94233,27.18283,TRUE
"8648",51966,"H4",405.8,"Found",2009,18.98645,55.58648,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.58648,18.98645,TRUE
"3218",7735,"Iron",367,"Found",1979,23.9,108.1,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,108.1,23.9,TRUE
"1817",6226,"H5-6",21,"Found",1999,26.95,16.46667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.46667,26.95,TRUE
"6468",23785,"L5",25000,"Found",1934,34.45,-104.01667,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-104.01667,34.45,TRUE
"9140",55280,"L5",110,"Found",2004,18.57083,54.449,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.449,18.57083,TRUE
"8480",51665,"L~5",271.7,"Found",2008,20.15998,56.64625,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.64625,20.15998,TRUE
"8539",51853,"H5",4.6,"Found",2007,39.6872,-117.62618,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-117.62618,39.6872,TRUE
"5287",17970,"LL5",1100,"Fell",1914,47.55,22.025,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897,22.025,47.55,TRUE
"7545",35555,"R5",0.54,"Found",2005,19.97028,56.39825,"Rumuruti","Chondrite","Stony","Other","Rumuruti","11",0.00485781484723708,56.39825,19.97028,TRUE
"1808",6216,"Howardite",926,"Found",1999,27.33333,16.16667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708,16.16667,27.33333,TRUE
"5067",16968,"Iron, ungrouped",37500,"Fell",1900,13.85,-4.38333,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,-4.38333,13.85,TRUE
"6772",24164,"Iron, IIE",70,"Found",1876,48.63333,34.36667,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","1",0.297273742080897,34.36667,48.63333,TRUE
"9888",57348,"CM2",31.14,"Found",2010,26.819,-12.724,"CM","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708,-12.724,26.819,TRUE
"8797",52590,"H5",194,"Found",2004,18.42083,54.428,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.428,18.42083,TRUE
"3742",11588,"H5",747,"Found",1995,28.6765,13.42767,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,13.42767,28.6765,TRUE
"5278",17961,"H4",2.7,"Found",1973,-30.66667,126.4,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,126.4,-30.66667,TRUE
"1631",6038,"H5-6",170,"Found",1997,27.1885,16.35017,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.35017,27.1885,TRUE
"5985",23263,"H5/6",931.9,"Found",2001,20.819,57.26367,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.26367,20.819,TRUE
"223",225,"R3.8-5",174,"Found",1991,27.59444,3.88583,"Rumuruti","Chondrite","Stony","Other","Rumuruti","11",0.00485781484723708,3.88583,27.59444,TRUE
"8093",48642,"L5",73.8,"Found",2005,20.01022,56.52188,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.52188,20.01022,TRUE
"6395",23690,"L",229.3,"Found",1937,37.48333,-102.67667,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-102.67667,37.48333,TRUE
"9641",56477,"H4",130,"Found",1979,19.17694,54.89417,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,54.89417,19.17694,TRUE
"7064",30483,"H5",17.7,"Found",2001,35.05865,-116.76872,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-116.76872,35.05865,TRUE
"5094",17002,"H5",38.6,"Found",1969,-30.03333,129.01667,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,129.01667,-30.03333,TRUE
"4756",15431,"LL6",236,"Found",1991,-25.73333,142.95,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,142.95,-25.73333,TRUE
"8173",49504,"H5",419,"Found",2008,-25.372,-69.8995,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-69.8995,-25.372,TRUE
"6990",30406,"Iron",1e+05,"Found",1981,31.2,112.5,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,112.5,31.2,TRUE
"1624",6031,"L6",153,"Found",1997,27.46533,16.01517,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.01517,27.46533,TRUE
"5507",18873,"H4",6000,"Found",1967,34.1,-103.41667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-103.41667,34.1,TRUE
"5998",23276,"LL6",128,"Found",2000,21.05183,57.26967,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,57.26967,21.05183,TRUE
"6515",23836,"H5",106,"Found",1991,25.48861,0.22222,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,0.22222,25.48861,TRUE
"2478",6947,"L6",1967,"Found",2000,19.12944,54.36861,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.36861,19.12944,TRUE
"5108",17017,"LL5",15,"Found",1999,29.91667,-5.58333,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,-5.58333,29.91667,TRUE
"3326",10034,"Iron, IIIAB?",450,"Found",1854,39.71667,-77.3,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,-77.3,39.71667,TRUE
"7087",30508,"H4",124,"Found",2004,19.01677,54.36637,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.36637,19.01677,TRUE
"9139",55279,"H5",3770,"Found",2004,18.712,54.40033,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.40033,18.712,TRUE
"1145",5551,"H5",199,"Found",1995,27.08683,16.17483,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.17483,27.08683,TRUE
"8208",50910,"H4",350,"Found",2003,45,-79.06667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-79.06667,45,TRUE
"1976",6386,"H5",12.6,"Found",2000,26.9915,16.45617,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.45617,26.9915,TRUE
"1430",5836,"LL3",110,"Found",1997,27.32667,16.09567,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,16.09567,27.32667,TRUE
"5074",16979,"L6",786,"Found",1970,-31.51667,117.96667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,117.96667,-31.51667,TRUE
"9141",55281,"H5",88,"Found",2004,19.1425,54.76917,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.76917,19.1425,TRUE
"2691",7160,"Martian (shergottite)",15,"Found",2000,18.15833,54.11333,"Shergottite","Achondrite","Stony","Martian","SNC","11",0.00485781484723708,54.11333,18.15833,TRUE
"7301",33859,"H4",108,"Found",2005,18.751639,54.352361,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.352361,18.751639,TRUE
"4652",14709,"Iron, IIIAB",19500,"Found",1897,19.26667,-97.28333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,-97.28333,19.26667,TRUE
"757",5130,"Pallasite, PMG",823000,"Found",1810,52.5,30.33333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"10",0.461815233876118,30.33333,52.5,TRUE
"2329",6798,"L5",504,"Found",1999,18.857,54.48533,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.48533,18.857,TRUE
"5674",22642,"Stone-uncl",2900,"Fell",1775,50.35,10.8,"Stony",NA,"Stony",NA,NA,"10",0.461815233876118,10.8,50.35,TRUE
"3727",11573,"L6",1914,"Found",1995,28.4875,13.22417,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.22417,28.4875,TRUE
"5305",17994,"H6",14360,"Fell",1741,33.28333,130.2,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,130.2,33.28333,TRUE
"2469",6938,"H6",1025,"Found",2000,19.11067,54.81633,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.81633,19.11067,TRUE
"5912",23190,"LL4",2500,"Fell",1894,47.21667,29.86667,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897,29.86667,47.21667,TRUE
"9612",56448,"H6",1296,"Found",1979,19.56056,56.21417,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,56.21417,19.56056,TRUE
"9353",55648,"LL6",61.03,"Found",2010,20.50422,55.8291,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,55.8291,20.50422,TRUE
"5483",18845,"H4",180,"Found",2003,48.66667,-4.05,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-4.05,48.66667,TRUE
"6711",24103,"LL7",710,"Fell",1840,51.65,5.61667,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741,5.61667,51.65,TRUE
"1867",6277,"H5",227,"Found",1999,27.11667,16.31667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.31667,27.11667,TRUE
"3386",10110,"H3.7",1750,"Found",1940,40.68333,-102.81667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-102.81667,40.68333,TRUE
"6682",24071,"Stone-uncl",367,"Fell",1944,30,90.75,"Stony",NA,"Stony",NA,NA,"8",9.36101905684755,90.75,30,TRUE
"7216",31321,"H6",1913,"Found",2002,20.99333,57.28,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.28,20.99333,TRUE
"5238",17841,"H4",1708,"Found",2000,28.00083,-9.27,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-9.27,28.00083,TRUE
"1061",5461,"Mesosiderite-A1",48500,"Found",1887,35.83333,-84.91667,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"11",0.00485781484723708,-84.91667,35.83333,TRUE
"2779",7248,"H4",3549,"Found",2001,19.15194,54.76667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.76667,19.15194,TRUE
"8520",51705,"H4",229.5,"Found",2009,53.9329,-112.977,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-112.977,53.9329,TRUE
"5704",22673,"H5",10.8,"Found",1981,34.31667,-103.41667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-103.41667,34.31667,TRUE
"9410",56103,"L6",405,"Found",2009,24.13333,-13.16667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-13.16667,24.13333,TRUE
"8031",48580,"H4",36.657,"Found",2007,19.9375,56.474,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.474,19.9375,TRUE
"2842",7311,"L6",280,"Found",2001,18.84135,54.5634,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.5634,18.84135,TRUE
"1285",5691,"H5/6",1225,"Found",1996,27.24733,16.39733,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.39733,27.24733,TRUE
"334",337,"L6",490,"Found",2001,27.65,4.03333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.03333,27.65,TRUE
"9071",54646,"H4",360,"Found",2006,-23.16222,-70.43633,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.43633,-23.16222,TRUE
"6988",30403,"Iron, IIIAB-an",630000,"Found",1967,29.85861,-2.645,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,-2.645,29.85861,TRUE
"4318",12208,"L3.6",57900,"Found",1983,39.975,-102.26667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-102.26667,39.975,TRUE
"6120",23398,"H4",306.69,"Found",2002,20.06035,56.94918,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.94918,20.06035,TRUE
"2496",6965,"H5",238.9,"Found",2000,18.92972,54.57139,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.57139,18.92972,TRUE
"1247",5653,"L4",80,"Found",1999,27.33333,16.25,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.25,27.33333,TRUE
"4266",12134,"H5",254.51,"Found",2001,19.34508,56.33313,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.33313,19.34508,TRUE
"4483",12386,"Iron, IIIAB",32700,"Found",1932,-33.28333,136,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,136,-33.28333,TRUE
"5850",23103,"Iron",4180,"Fell",1913,35.66667,136.3,"Iron","Achondrite","Iron",NA,NA,"11",0.00485781484723708,136.3,35.66667,TRUE
"1752",6160,"LL4",566,"Found",1998,27.039,16.26117,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,16.26117,27.039,TRUE
"723",5094,"Iron, IVA",15900,"Found",1907,57.85,114.2,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","8",9.36101905684755,114.2,57.85,TRUE
"7044",30463,"H5",278.1,"Found",1999,35.07402,-116.76117,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-116.76117,35.07402,TRUE
"5614",22567,"L6",1367,"Found",1989,-30.5,128.5,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,128.5,-30.5,TRUE
"4914",16780,"Iron, IAB-sHH",16600,"Found",1916,-28.16667,118.5,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","14",0.498018659921233,118.5,-28.16667,TRUE
"2828",7297,"H5",5,"Found",2001,18.31667,54.14833,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.14833,18.31667,TRUE
"4991",16888,"H4",52.99,"Found",2002,-30.45383,137.99017,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,137.99017,-30.45383,TRUE
"6949",30361,"Iron, IAB-MG",132000,"Found",1918,-14.25,132.01667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","16",1.82339952891488,132.01667,-14.25,TRUE
"2538",7007,"H4",1708,"Found",2000,18.26667,54.09667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.09667,18.26667,TRUE
"6427",23743,"L5",6200,"Found",1979,34.76667,-102.41667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-102.41667,34.76667,TRUE
"8095",48644,"H5",75.874,"Found",2007,20.25523,56.54143,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.54143,20.25523,TRUE
"7086",30507,"H6",14,"Found",2004,18.85817,54.59933,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.59933,18.85817,TRUE
"3143",7612,"Lunar (anorth)",3.9,"Found",2003,19.33015,54.77972,"Lunar","Achondrite","Stony","Moon",NA,"11",0.00485781484723708,54.77972,19.33015,TRUE
"5781",22750,"L/LL5",12.1,"Found",1995,34.09167,-103.50167,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,-103.50167,34.09167,TRUE
"3154",7623,"L6",26,"Found",2003,18.91833,54.40833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.40833,18.91833,TRUE
"7816",45848,"L5",791,"Found",2006,19.72058,55.68105,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.68105,19.72058,TRUE
"6538",23859,"L6",2350,"Found",2002,25.33333,0.55,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,0.55,25.33333,TRUE
"7877",45909,"H5",7.4,"Found",2006,21.37053,58.41402,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,58.41402,21.37053,TRUE
"2519",6988,"L6",41.4,"Found",2000,19.41833,54.76333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.76333,19.41833,TRUE
"7838",45870,"H5",712.6,"Found",2006,19.72812,56.58627,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.58627,19.72812,TRUE
"4807",15490,"Iron, IAB-ung",3720,"Found",1943,31.26667,-100.83333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741,-100.83333,31.26667,TRUE
"4554",12461,"L6",2300,"Fell",1947,58.85,16.73333,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118,16.73333,58.85,TRUE
"8369",51427,"L3.7/3.8",350,"Found",2008,19.83263,56.21317,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.21317,19.83263,TRUE
"3300",10012,"Iron, IIE",28800,"Found",1959,64.7,141.2,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","6",15.1999643132716,141.2,64.7,TRUE
"7298",33847,"LL5",328,"Found",2005,19.191222,54.671556,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,54.671556,19.191222,TRUE
"4747",15422,"H4",2500,"Fell",1971,-22.25,-49.93333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-49.93333,-22.25,TRUE
"6191",23474,"Iron, IAB-MG",102000,"Found",1847,52.26667,15.55,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","10",0.461815233876118,15.55,52.26667,TRUE
"114",116,"L6",105,"Found",1990,27.45,3.75,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,3.75,27.45,TRUE
"2762",7231,"H4",1280,"Found",2001,19.05083,54.70167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.70167,19.05083,TRUE
"6944",30356,"Iron, IIIAB",1500,"Found",1908,-29.45,121.21667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,121.21667,-29.45,TRUE
"8649",51967,"L6",34.1,"Found",2009,18.99932,55.49522,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.49522,18.99932,TRUE
"9341",55636,"L(LL)3.5-3.7",1228.1,"Found",2010,22.73342,55.33122,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.33122,22.73342,TRUE
"2366",6835,"L4/5",81.1,"Found",2003,18.4285,54.17082,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.17082,18.4285,TRUE
"4491",12394,"OC",399,"Fell",1878,20.66667,-101.28333,"Chondrite","Chondrite","Stony",NA,NA,"15",0.406210536590808,-101.28333,20.66667,TRUE
"6586",23895,"CR",106,"Found",1998,35.91667,-114.43333,"CR","Chondrite","Stony","Carbonaceous","CR","11",0.00485781484723708,-114.43333,35.91667,TRUE
"1274",5680,"L6",303,"Found",1996,27.12933,16.37283,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.37283,27.12933,TRUE
"5012",16911,"L6",1694,"Found",1944,-29.5,144.06667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,144.06667,-29.5,TRUE
"4672",14732,"H4",2,"Found",1964,34.5,-116.95,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922,-116.95,34.5,TRUE
"7887",45919,"L6",578,"Found",2006,20.2399,56.22917,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.22917,20.2399,TRUE
"3087",7556,"H4",82.57,"Found",2001,18.56095,54.09983,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.09983,18.56095,TRUE
"3348",10059,"Mesosiderite-A3/4",320000,"Fell",1879,43.41667,-94.83333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"2",0.463225690897741,-94.83333,43.41667,TRUE
"7858",45890,"H6",546.12,"Found",2006,21.21272,58.38638,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,58.38638,21.21272,TRUE
"6272",23556,"H4-6",135.23,"Found",2001,18.60453,53.88757,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,53.88757,18.60453,TRUE
"7917",45949,"L~6",36.8,"Found",2007,18.24983,53.99637,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,53.99637,18.24983,TRUE
"3255",7779,"H6",164,"Found",1991,29.69889,4.05889,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,4.05889,29.69889,TRUE
"8594",51912,"H4-6",4747.9,"Found",2009,19.7524,56.3304,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.3304,19.7524,TRUE
"1497",5903,"L6",360,"Found",1997,27.67917,15.86533,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,15.86533,27.67917,TRUE
"1942",6352,"L6",51.9,"Found",2000,27.54083,16.15783,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.15783,27.54083,TRUE
"2688",7157,"LL4-6",6933,"Found",2000,19.03822,54.79423,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,54.79423,19.03822,TRUE
"4007",11858,"H6",6100,"Found",1950,37.96417,-97.75583,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-97.75583,37.96417,TRUE
"1951",6361,"L4",102,"Found",2000,26.99,16.39783,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.39783,26.99,TRUE
"3406",10130,"H4",910,"Found",1979,-30.785,128.01667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,128.01667,-30.785,TRUE
"9164",55407,"L6",16.41,"Found",2010,22.73743,55.3191,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.3191,22.73743,TRUE
"7982",47729,"H4",2305,"Found",1952,31.533333,8.883333,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,8.883333,31.533333,TRUE
"6105",23383,"L6",97.27,"Found",2003,20.03577,57.22038,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,57.22038,20.03577,TRUE
"6373",23661,"LL4",80000,"Fell",1877,43.66667,21.86667,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897,21.86667,43.66667,TRUE
"4544",12450,"L6",46500,"Found",1955,32.62972,-104.35,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-104.35,32.62972,TRUE
"8684",52002,"H4",65.4,"Found",2009,20.40627,56.47532,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.47532,20.40627,TRUE
"7675",35686,"H6",58.44,"Found",2005,20.03788,56.4741,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.4741,20.03788,TRUE
"2707",7176,"H5",1057,"Found",2001,19.03612,54.88805,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.88805,19.03612,TRUE
"5771",22740,"L4",140,"Found",1969,34.31667,-103.38333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,-103.38333,34.31667,TRUE
"2890",7359,"H5/6",137,"Found",2001,18.70712,54.18305,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.18305,18.70712,TRUE
"302",305,"L6",43,"Found",1992,27.63361,4.04139,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.04139,27.63361,TRUE
"4764",15442,"H5",612.4,"Found",1958,11.35,16.15,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,16.15,11.35,TRUE
"5648",22601,"Iron, IIAB",50600,"Found",1951,31.9,-96.4,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,-96.4,31.9,TRUE
"7540",35550,"L4",14.26,"Found",2005,19.93703,56.35802,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.35802,19.93703,TRUE
"852",5234,"L6",0.32,"Found",1994,-30.09167,126.88883,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,126.88883,-30.09167,TRUE
"5996",23274,"L/LL4",98,"Found",2000,21.05183,57.26967,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,57.26967,21.05183,TRUE
"1070",5473,"LL7",3.8,"Found",1956,-32.01667,139.78333,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741,139.78333,-32.01667,TRUE
"8308",51025,"L6",2000,"Found",2005,22.84231,55.14103,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.14103,22.84231,TRUE
"4084",11938,"L5/6",57.5,"Found",1991,-30.51867,129.54017,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,129.54017,-30.51867,TRUE
"4900",16756,"H",2e+05,"Found",1979,-30.1,28.71667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,28.71667,-30.1,TRUE
"8698",52043,"H6",602,"Found",2009,30.74819,10.21017,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,10.21017,30.74819,TRUE
"8998",54491,"Eucrite-an",223,"Found",2006,18.3115,54.12833,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708,54.12833,18.3115,TRUE
"5304",17992,"Iron, IAB-sLL",3300,"Found",1918,41.16667,-101.66667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741,-101.66667,41.16667,TRUE
"3467",10841,"Iron, IVA",2700,"Found",1979,31.61111,-99.90417,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,-99.90417,31.61111,TRUE
