"","id","recclass","mass","fall_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","over_under","coords.x1","coords.x2","optional"
"4680",14740,"L5",4.1,"Found",1998,34.5125,-116.95083,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-116.95083,34.5125,TRUE
"2551",7020,"L4",320,"Found",2000,19.02833,54.54833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.54833,19.02833,TRUE
"9249",55492,"H4",30.29,"Found",2010,20.1469,55.70908,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.70908,20.1469,TRUE
"4240",12108,"L6",1961,"Found",2000,19.83139,56.08592,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.08592,19.83139,TRUE
"1635",6042,"Ureilite",50,"Found",1997,27.16883,16.13817,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"11",0.00485781484723708,16.13817,27.16883,TRUE
"2339",6808,"L5",76.45,"Found",2002,18.54872,54.02702,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.02702,18.54872,TRUE
"2085",6495,"H6",18500,"Found",1999,27.13183,16.20767,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.20767,27.13183,TRUE
"8519",51704,"H~5",5.6,"Found",2007,18.26105,53.99233,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,53.99233,18.26105,TRUE
"4028",11880,"Iron, IIAB",60000,"Found",1882,-33.31667,19.61667,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,19.61667,-33.31667,TRUE
"3135",7604,"H3.9",88,"Found",2001,18.22167,54.1,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.1,18.22167,TRUE
"555",4899,"L6",50000,"Fell",1865,36.16667,3.66667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,3.66667,36.16667,TRUE
"5173",17408,"H5",38.3,"Found",1999,29.91667,-5.58333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-5.58333,29.91667,TRUE
"4019",11871,"Iron",367,"Found",1965,42.4,86.3,"Iron","Achondrite","Iron",NA,NA,"14",0.498018659921233,86.3,42.4,TRUE
"7302",33871,"L4",60.8,"Found",2005,19.226417,54.96725,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.96725,19.226417,TRUE
"7557",35567,"Mesosiderite",106.1,"Found",2005,19.9767,56.42013,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"11",0.00485781484723708,56.42013,19.9767,TRUE
"5963",23241,"H5",389,"Found",2000,20.98067,57.30217,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.30217,20.98067,TRUE
"8856",52796,"LL4",88.2,"Found",2010,19.70517,55.75342,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,55.75342,19.70517,TRUE
"4857",16710,"Iron, IAB-sLL",1700,"Found",1889,29.8,-109.66667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","15",0.406210536590808,-109.66667,29.8,TRUE
"8283",50985,"H4",72.3,"Found",1993,-30.10867,126.26033,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,126.26033,-30.10867,TRUE
"9816",57187,"L6",1047,"Found",2011,-24.85,-70.53333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-70.53333,-24.85,TRUE
"3214",7731,"H6",47700,"Fell",1939,42.52,-82.26,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-82.26,42.52,TRUE
"5894",23171,"H4",927,"Fell",1962,-20.81,-49.38056,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-49.38056,-20.81,TRUE
"7467",35476,"CV3",97.3,"Found",2005,20.03138,56.4559,"CV","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708,56.4559,20.03138,TRUE
"3952",11798,"L6",609,"Found",2001,29.2705,11.54,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,11.54,29.2705,TRUE
"2034",6444,"Ureilite",73,"Found",2000,27.66667,16.35,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"11",0.00485781484723708,16.35,27.66667,TRUE
"2833",7302,"H4",1233.3,"Found",2000,18.33433,54.18067,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.18067,18.33433,TRUE
"3336",10045,"L6",3300,"Found",1965,40.03167,-105.05667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,-105.05667,40.03167,TRUE
"8426",51611,"H~5",65.6,"Found",2008,18.56615,54.15795,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.15795,18.56615,TRUE
"1405",5811,"H4",151,"Found",1997,27.1885,16.31483,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.31483,27.1885,TRUE
"6339",23626,"H5",1708,"Fell",1868,45.68333,15.6,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,15.6,45.68333,TRUE
"610",4951,"L4",2e+05,"Found",1845,-35.3,144.56667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,144.56667,-35.3,TRUE
"5229",17813,"H4",380,"Found",1999,30.33333,-5.75,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-5.75,30.33333,TRUE
"1381",5787,"H6",335,"Found",1997,27.18267,16.0905,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.0905,27.18267,TRUE
"8179",49510,"L3",218,"Found",2008,-25.440333,-69.879,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-69.879,-25.440333,TRUE
"8090",48639,"L5",355.507,"Found",2002,20.09742,56.62852,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.62852,20.09742,TRUE
"9175",55418,"H5",97.48,"Found",2010,21.22938,55.51692,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.51692,21.22938,TRUE
"6775",24164,"Iron, IIE",70,"Found",1876,48.63333,34.36667,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","1",0.297273742080897,34.36667,48.63333,TRUE
"1547",5953,"H3.5",193,"Found",1998,27.93133,15.8675,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,15.8675,27.93133,TRUE
"8556",51874,"H4",251.7,"Found",2009,21.34885,56.16187,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.16187,21.34885,TRUE
"5852",23106,"H5",1005,"Found",2000,-24.20333,-68.805,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-68.805,-24.20333,TRUE
"9831",57202,"L6",656,"Found",2010,-25.58333,-69.78333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-69.78333,-25.58333,TRUE
"5069",16970,"Stone-uncl",367,"Fell",1750,49.03333,-1.43333,"Stony",NA,"Stony",NA,NA,"1",0.297273742080897,-1.43333,49.03333,TRUE
"5903",23181,"H6",2180,"Found",1995,26.812,15.87467,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,15.87467,26.812,TRUE
"6300",23584,"L6",3200,"Fell",1863,24.33333,90.16667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,90.16667,24.33333,TRUE
"7943",45975,"Lunar",5.92,"Found",2006,32.73458,-2.95797,"Lunar","Achondrite","Stony","Moon",NA,"11",0.00485781484723708,-2.95797,32.73458,TRUE
"489",2306,"Iron, IAB-sLL",13500,"Found",1916,52.33333,-104.86667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.297273742080897,-104.86667,52.33333,TRUE
"6330",23615,"Iron, IIAB",1700,"Found",1716,14,-11,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","16",1.82339952891488,-11,14,TRUE
"3965",11812,"L5",121,"Found",1999,29.21133,11.89867,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,11.89867,29.21133,TRUE
"6193",23476,"LL6",6930,"Fell",1853,26.75,84.78333,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897,84.78333,26.75,TRUE
"4113",11967,"L6",47.4,"Found",1993,-30.35,129.65,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,129.65,-30.35,TRUE
"8102",48651,"H5",3354,"Found",1975,19.08833,99.01389,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488,99.01389,19.08833,TRUE
"9796",57165,"LL5",1e+05,"Fell",2013,54.81667,61.11667,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,61.11667,54.81667,TRUE
"2982",7451,"H5",147,"Found",2001,19.42977,54.80397,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.80397,19.42977,TRUE
"8112",48684,"H6",398.897,"Found",2007,-25.4475,-69.851,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-69.851,-25.4475,TRUE
"4903",16759,"H6",1500,"Fell",1868,26.83333,77.33333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,77.33333,26.83333,TRUE
"1754",6162,"H6",295,"Found",1998,27.396,16.11483,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.11483,27.396,TRUE
"546",4886,"EL6",5500,"Found",1938,31.8,-92.75,"EL","Chondrite","Stony","Enstatite","EH-EL","12",0.49799067553469,-92.75,31.8,TRUE
"3843",11689,"L6",1100,"Found",1997,28.58883,13.334,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.334,28.58883,TRUE
"3499",10871,"L5/6",531,"Found",1927,46.7,32.6,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,32.6,46.7,TRUE
"4076",11930,"H5",367,"Found",1991,-30.57,129.31467,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,129.31467,-30.57,TRUE
"7225",31330,"H5",5000,"Found",1960,40.63783,-103.69717,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-103.69717,40.63783,TRUE
"2949",7418,"LL4-6",95,"Found",2001,19.09042,54.08753,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,54.08753,19.09042,TRUE
"764",5137,"L6",17000,"Found",1940,39.25,-101.33333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-101.33333,39.25,TRUE
"4273",12141,"H6",35.95,"Found",2003,19.95498,55.68903,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.68903,19.95498,TRUE
"4943",16838,"L6",432,"Found",1991,-30.34533,130.1,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,130.1,-30.34533,TRUE
"3735",11581,"L6",170,"Found",1995,28.62617,13.40067,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.40067,28.62617,TRUE
"5896",23174,"Iron, IVA",10880,"Found",1892,36.5,137,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","10",0.461815233876118,137,36.5,TRUE
"2809",7278,"L6",260,"Found",2000,18.925,54.45833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.45833,18.925,TRUE
"6475",23795,"L6",10500,"Fell",1975,-7.75,112.76667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,112.76667,-7.75,TRUE
"7422",34535,"H6",36,"Found",2004,19.62333,55.01,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.01,19.62333,TRUE
"6390",23682,"Pallasite",3580,"Found",2001,44.50642,-81.37217,"Ungrouped","Achondrite","Stony-Iron","Pallasite",NA,"11",0.00485781484723708,-81.37217,44.50642,TRUE
"2424",6893,"Lunar (anorth)",197,"Found",2003,19.3281,54.77718,"Lunar","Achondrite","Stony","Moon",NA,"11",0.00485781484723708,54.77718,19.3281,TRUE
"8860",52843,"L6",329.7,"Fell",2010,38.70066,-77.21163,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-77.21163,38.70066,TRUE
"8280",50982,"H3",13.63,"Found",1993,-30.32,126.606,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,126.606,-30.32,TRUE
"781",5155,"L6",83000,"Found",1998,38.295,-121.405,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-121.405,38.295,TRUE
"4863",16716,"Pallasite, PMG",104000,"Found",1912,-33.28333,148.88333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.297273742080897,148.88333,-33.28333,TRUE
"4556",12463,"Iron, IIIAB",13780,"Found",1932,36.53333,-91.8,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-91.8,36.53333,TRUE
"8132",48950,"H5",5750,"Found",2006,-32.08287,135.64985,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,135.64985,-32.08287,TRUE
"4201",12066,"Iron, IIIAB",450,"Found",1846,36.41667,-85.5,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-85.5,36.41667,TRUE
"8775",52433,"L4",341,"Found",2009,18.96217,54.18967,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.18967,18.96217,TRUE
"6869",24249,"H4",150000,"Fell",1807,41.266667,-73.266667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-73.266667,41.266667,TRUE
"8183",49514,"H5",2138.74,"Fell",2009,31.96185,-110.434183,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-110.434183,31.96185,TRUE
"4020",11872,"Iron, IIIAB",2e+06,"Found",1931,-24.56667,133.16667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.498018659921233,133.16667,-24.56667,TRUE
"9092",54834,"H6",3.8,"Found",2010,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"9056",54631,"L4",105,"Found",2010,-24.25,-70.51667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-70.51667,-24.25,TRUE
"3819",11665,"L6",106,"Found",1996,28.75817,12.60733,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,12.60733,28.75817,TRUE
"5302",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",71.3451083182367,23,58.5,TRUE
"8443",51628,"L~4",21.2,"Found",2003,19.29038,55.56208,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.56208,19.29038,TRUE
"2151",6574,"H6",417,"Found",1986,29.37806,11.88667,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,11.88667,29.37806,TRUE
"1270",5676,"H6",90,"Found",1996,27.13033,16.1565,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.1565,27.13033,TRUE
"330",333,"L6",139,"Found",1989,27.5,3.61667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,3.61667,27.5,TRUE
"4380",12276,"H4-5",6669.2,"Fell",2003,20.4625,86.70278,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,86.70278,20.4625,TRUE
"545",4885,"LL6",265,"Fell",1933,34.75,-87,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897,-87,34.75,TRUE
"1106",5511,"L6",5650,"Fell",1878,26.91667,83.96667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,83.96667,26.91667,TRUE
"2582",7051,"H4",124,"Found",2000,18.90167,54.56167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.56167,18.90167,TRUE
"3315",10021,"Iron, IAB-ung",15700,"Found",1960,38.80778,-104.56944,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.297273742080897,-104.56944,38.80778,TRUE
"9203",55446,"H5",61.02,"Found",2010,20.34088,55.55118,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.55118,20.34088,TRUE
"7510",35520,"L6",175.47,"Found",2002,19.97857,56.4879,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.4879,19.97857,TRUE
"6181",23460,"L6",8000,"Fell",1846,48.11667,10.46667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,10.46667,48.11667,TRUE
"5882",23158,"L5",1330,"Found",1999,40.43333,-98.06667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-98.06667,40.43333,TRUE
"9534",56327,"H6",537,"Found",2010,18.72892,54.37255,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.37255,18.72892,TRUE
"2795",7264,"H3.9",320,"Found",2000,18.58167,54.405,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.405,18.58167,TRUE
"2450",6919,"H6",868,"Found",2000,19.049,54.583,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.583,19.049,TRUE
"8418",51603,"H~5",11.4,"Found",2008,18.99842,54.41623,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.41623,18.99842,TRUE
"327",330,"L5",25,"Found",2001,27.55917,4.093,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.093,27.55917,TRUE
"8618",51936,"L6",165.3,"Found",2009,19.62363,56.87883,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.87883,19.62363,TRUE
"2499",6968,"L6",66.6,"Found",2000,18.85639,54.47528,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.47528,18.85639,TRUE
"6811",24200,"H6",11875,"Found",1963,36.15,-101.05,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922,-101.05,36.15,TRUE
"166",168,"H3.8",123,"Found",1990,27.5,3.93333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,3.93333,27.5,TRUE
"1655",6062,"H4-6",83,"Found",1997,27.0715,16.11583,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.11583,27.0715,TRUE
"6726",24118,"L5",1700,"Fell",1966,13.46667,31.21667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,31.21667,13.46667,TRUE
"9170",55413,"H6",45.52,"Found",2010,22.68598,55.32092,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.32092,22.68598,TRUE
"2975",7444,"H5/6",945,"Found",2001,19.3415,54.72497,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.72497,19.3415,TRUE
"2451",6920,"H4",1495,"Found",2000,18.33233,54.2615,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.2615,18.33233,TRUE
"2983",7452,"H3.9",702,"Found",2002,19.28167,54.83,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.83,19.28167,TRUE
"1666",6073,"H5-6",72,"Found",1997,27.18783,16.1385,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.1385,27.18783,TRUE
"9798",57168,"L6",190,"Fell",2003,17.71067,-11.3715,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-11.3715,17.71067,TRUE
"1633",6040,"LL6",170,"Found",1997,27.15133,16.12683,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,16.12683,27.15133,TRUE
"5536",18909,"Iron, IAB-sHL",593,"Found",1979,25.15,25.58333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","14",0.498018659921233,25.58333,25.15,TRUE
"926",5319,"Iron, IIIAB",1207,"Found",1884,-26.5,-70.25,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","13",0.428663281861922,-70.25,-26.5,TRUE
"1256",5662,"L5/6",212,"Found",1996,27.1675,16.14067,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.14067,27.1675,TRUE
"2745",7214,"H5/6",446,"Found",2001,18.8068,54.43933,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.43933,18.8068,TRUE
"7394",34506,"LL4",1211.3,"Found",2004,18.57,54.42333,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,54.42333,18.57,TRUE
"1038",5436,"L6",2750,"Found",1905,35,-111,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-111,35,TRUE
"1559",5965,"R3-4",171,"Found",1998,27.50233,15.9125,"Rumuruti","Chondrite","Stony","Other","Rumuruti","11",0.00485781484723708,15.9125,27.50233,TRUE
"7174",30756,"H4/5",187,"Found",1999,-21.0909,26.4859,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,26.4859,-21.0909,TRUE
"812",5190,"Iron, IIIE",2500,"Found",1874,-25,-69.5,"Iron IIIE","Achondrite","Iron","Magmatic","Siderite","13",0.428663281861922,-69.5,-25,TRUE
"6930",24346,"H6",75500,"Fell",1977,32.33333,114.31667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,114.31667,32.33333,TRUE
"5397",18102,"LL5",2000,"Fell",1967,-6.23333,-40.7,"LL","Chondrite","Stony","Ordinary","LL","16",1.82339952891488,-40.7,-6.23333,TRUE
"4822",16634,"CM2",8000,"Fell",1889,48.06667,30.96667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","10",0.461815233876118,30.96667,48.06667,TRUE
"143",145,"H5",324,"Found",1990,27.46667,4.05,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,4.05,27.46667,TRUE
"4156",12015,"L5",621,"Found",1989,21.63333,1.4,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,1.4,21.63333,TRUE
"6832",24221,"Iron, IIE",93000,"Found",1972,-30.5,131.55,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","13",0.428663281861922,131.55,-30.5,TRUE
"5632",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",71.3451083182367,111.36667,-6.73333,TRUE
"3454",10178,"H5",9062,"Found",1921,36.71667,-86.56667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-86.56667,36.71667,TRUE
"2527",6996,"H3.9",1456,"Found",2000,18.86,54.83167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.83167,18.86,TRUE
"341",344,"L3.8",360,"Found",2002,27.68333,4.26667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.26667,27.68333,TRUE
"3032",7501,"L6",547,"Found",2000,18.31667,54.23578,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.23578,18.31667,TRUE
"4776",15456,"Iron, ungrouped",1.6e+07,"Found",1930,-9.11667,33.06667,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,33.06667,-9.11667,TRUE
"4887",16743,"Iron, IAB?",2426,"Found",1922,-30.5,142.33333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","14",0.498018659921233,142.33333,-30.5,TRUE
"4942",16837,"L5",472,"Found",1991,-30.21083,129.96833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,129.96833,-30.21083,TRUE
"7724",44703,"L6",926,"Found",2003,19.64008,9.35545,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,9.35545,19.64008,TRUE
"2202",6641,"Iron, IIIAB-an",27700,"Found",1904,-37,149.03333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","12",0.49799067553469,149.03333,-37,TRUE
"6221",23504,"H4",350,"Fell",1908,-19.46667,-44.21667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-44.21667,-19.46667,TRUE
"8207",50909,"L6",4000,"Fell",2008,-31.535556,-68.489444,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-68.489444,-31.535556,TRUE
"928",5321,"L6",1100,"Fell",1885,27.28333,79.05,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,79.05,27.28333,TRUE
"6796",24184,"L5",430,"Found",1926,-35.01667,139.91667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,139.91667,-35.01667,TRUE
"2737",7206,"H4",189,"Found",2001,18.80872,54.50495,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.50495,18.80872,TRUE
"3507",10912,"Iron, IVA",2.6e+07,"Found",1836,-25.5,18,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","14",0.498018659921233,18,-25.5,TRUE
"9077",54672,"Lunar (feldsp. breccia)",86.1,"Found",2010,19.01075,54.53743,"Lunar","Achondrite","Stony","Moon",NA,"11",0.00485781484723708,54.53743,19.01075,TRUE
"988",5388,"H6",6530,"Found",1892,-22.56667,-70.25,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922,-70.25,-22.56667,TRUE
"5573",22391,"Iron, IIIAB",15650,"Found",1975,24.51667,-105.25,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","15",0.406210536590808,-105.25,24.51667,TRUE
"9046",54621,"H5",338,"Found",2010,-24.25,-70.51667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.51667,-24.25,TRUE
"5602",22555,"H4",9500,"Found",1989,25.63333,0.5,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,0.5,25.63333,TRUE
"5293",17976,"Iron, IVA",41000,"Found",1863,52.26667,9.1,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,9.1,52.26667,TRUE
"5007",16906,"Iron, IAB-MG",9500000,"Found",1958,25.1,107.7,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741,107.7,25.1,TRUE
"3967",11814,"H4",27000,"Found",1950,-25.46667,142.8,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,142.8,-25.46667,TRUE
"8356",51414,"H6",3.8,"Found",2008,19.53373,55.17553,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.17553,19.53373,TRUE
"282",285,"Ureilite",41,"Found",1991,27.63917,4.14278,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"11",0.00485781484723708,4.14278,27.63917,TRUE
"4990",16887,"OC",367,"Fell",1842,23.05,72.63333,"Chondrite","Chondrite","Stony",NA,NA,"1",0.297273742080897,72.63333,23.05,TRUE
"3958",11804,"H5",100,"Found",2001,29.03617,11.5065,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,11.5065,29.03617,TRUE
"9007",54501,"H5",45,"Found",2010,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"6380",23668,"L6",36900,"Fell",1993,45.25,125,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,125,45.25,TRUE
"7621",35632,"H5",209.72,"Found",2005,19.65315,55.69378,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.69378,19.65315,TRUE
"4330",12222,"H5",230,"Fell",1838,27.25,79.96667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,79.96667,27.25,TRUE
"1026",5424,"H4",149,"Found",1991,-30.70167,130.45611,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,130.45611,-30.70167,TRUE
"8929",53800,"L~5",17973,"Found",2009,18.63988,54.248,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.248,18.63988,TRUE
"7834",45866,"L5",49750,"Found",2006,19.71458,56.54755,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.54755,19.71458,TRUE
"3457",10181,"L4",6647,"Found",1963,38.5,-105.5,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-105.5,38.5,TRUE
"7424",34537,"L6",94,"Found",2001,21.2,57.1,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,57.1,21.2,TRUE
"9835",57291,"H~6",53.5,"Found",2009,-25.23333,-69.71667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-69.71667,-25.23333,TRUE
"2148",6571,"L5/6",215,"Found",1986,29.66472,11.77639,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,11.77639,29.66472,TRUE
"868",5252,"H5",34000,"Fell",1866,43.38333,-5.15,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-5.15,43.38333,TRUE
