,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group_name,Chondrite/Achondrite,type,L3,L4
1010,Acfer 184,192,Valid,H5,311.0,Found,1990,27.56667,4.01667,"(27.56667, 4.01667)",H,Chondrite,Stony,Ordinary,H
8943,Acfer 185,193,Valid,LL5,109.0,Found,1990,27.53333,3.83333,"(27.53333, 3.83333)",LL,Chondrite,Stony,Ordinary,LL
305,Acfer 186,194,Valid,CR2,315.0,Found,1990,27.46667,3.86667,"(27.46667, 3.86667)",CR,Chondrite,Stony,Carbonaceous,CR
306,Acfer 187,195,Valid,CR2,234.0,Found,1990,27.46667,3.9,"(27.46667, 3.9)",CR,Chondrite,Stony,Carbonaceous,CR
1011,Acfer 188,196,Valid,H3.9/4,252.0,Found,1990,27.58333,4.11667,"(27.58333, 4.11667)",H,Chondrite,Stony,Ordinary,H
1012,Acfer 189,197,Valid,H6,53.0,Found,1990,27.6,4.18333,"(27.6, 4.18333)",H,Chondrite,Stony,Ordinary,H
6066,Acfer 190,198,Valid,L6,4439.0,Found,1990,27.7,4.3,"(27.7, 4.3)",L,Chondrite,Stony,Ordinary,L
6067,Acfer 191,199,Valid,L6,188.0,Found,1990,27.7,4.3,"(27.7, 4.3)",L,Chondrite,Stony,Ordinary,L
1013,Acfer 192,200,Valid,H3.9-5,219.0,Found,1990,27.65,4.2,"(27.65, 4.2)",H,Chondrite,Stony,Ordinary,H
8944,Acfer 193,201,Valid,LL4-6,157.0,Found,1990,27.56667,3.95,"(27.56667, 3.95)",LL,Chondrite,Stony,Ordinary,LL
1014,Acfer 194,202,Valid,H5,361.0,Found,1991,27.49944,3.68889,"(27.49944, 3.68889)",H,Chondrite,Stony,Ordinary,H
1015,Acfer 195,203,Valid,H6,233.0,Found,1991,27.52472,3.81139,"(27.52472, 3.81139)",H,Chondrite,Stony,Ordinary,H
1016,Acfer 196,204,Valid,H5,29.0,Found,1991,27.57694,4.03389,"(27.57694, 4.03389)",H,Chondrite,Stony,Ordinary,H
6068,Acfer 197,205,Valid,L6,115.0,Found,1991,27.55583,4.14,"(27.55583, 4.14)",L,Chondrite,Stony,Ordinary,L
1017,Acfer 198,206,Valid,H6,267.0,Found,1991,27.51694,3.79139,"(27.51694, 3.79139)",H,Chondrite,Stony,Ordinary,H
6069,Acfer 199,207,Valid,L4,215.0,Found,1991,27.48028,3.85139,"(27.48028, 3.85139)",L,Chondrite,Stony,Ordinary,L
1018,Acfer 200,208,Valid,H3-6,1301.0,Found,1991,27.50194,3.92111,"(27.50194, 3.92111)",H,Chondrite,Stony,Ordinary,H
6070,Acfer 201,209,Valid,L5,55.0,Found,1991,27.59222,3.91806,"(27.59222, 3.91806)",L,Chondrite,Stony,Ordinary,L
227,Acfer 202,210,Valid,CO3.5,389.0,Found,1991,27.50889,4.60167,"(27.50889, 4.60167)",CO,Chondrite,Stony,Carbonaceous,CM-CO
1019,Acfer 203,211,Valid,H5,292.0,Found,1991,27.57806,4.36917,"(27.57806, 4.36917)",H,Chondrite,Stony,Ordinary,H
1020,Acfer 204,212,Valid,H3,64.0,Found,1991,27.64639,3.98306,"(27.64639, 3.98306)",H,Chondrite,Stony,Ordinary,H
1021,Acfer 205,213,Valid,H5,746.0,Found,1991,27.7375,4.32806,"(27.7375, 4.32806)",H,Chondrite,Stony,Ordinary,H
1022,Acfer 206,214,Valid,H5,1229.0,Found,1991,27.69083,4.37861,"(27.69083, 4.37861)",H,Chondrite,Stony,Ordinary,H
64,Acfer 207,215,Valid,CH3,105.0,Found,1991,27.68806,4.37194,"(27.68806, 4.37194)",CH,Chondrite,Stony,Carbonaceous,CR
8945,Acfer 208,216,Valid,LL5,510.0,Found,1991,27.50472,3.88194,"(27.50472, 3.88194)",LL,Chondrite,Stony,Ordinary,LL
307,Acfer 209,217,Valid,CR2,475.0,Found,1991,27.50472,3.88194,"(27.50472, 3.88194)",CR,Chondrite,Stony,Carbonaceous,CR
1023,Acfer 210,218,Valid,H3.7,720.0,Found,1991,27.49722,3.87028,"(27.49722, 3.87028)",H,Chondrite,Stony,Ordinary,H
1024,Acfer 211,219,Valid,H3.9,1009.0,Found,1991,27.46472,3.78167,"(27.46472, 3.78167)",H,Chondrite,Stony,Ordinary,H
1025,Acfer 212,220,Valid,H5,1340.0,Found,1991,27.61278,3.71361,"(27.61278, 3.71361)",H,Chondrite,Stony,Ordinary,H
6071,Acfer 213,221,Valid,L6,526.0,Found,1991,27.68111,4.30694,"(27.68111, 4.30694)",L,Chondrite,Stony,Ordinary,L
65,Acfer 214,222,Valid,CH3,612.0,Found,1991,27.69,4.37861,"(27.69, 4.37861)",CH,Chondrite,Stony,Carbonaceous,CR
6072,Acfer 215,223,Valid,L5,107.0,Found,1991,27.64028,4.17056,"(27.64028, 4.17056)",L,Chondrite,Stony,Ordinary,L
6073,Acfer 216,224,Valid,L6,293.0,Found,1991,27.59972,4.90361,"(27.59972, 4.90361)",L,Chondrite,Stony,Ordinary,L
9609,Acfer 217,225,Valid,R3.8-5,174.0,Found,1991,27.59444,3.88583,"(27.59444, 3.88583)",Rumuruti,Chondrite,Stony,Other,Rumuruti
6074,Acfer 218,226,Valid,L6,114.0,Found,1991,27.54472,3.74306,"(27.54472, 3.74306)",L,Chondrite,Stony,Ordinary,L
1026,Acfer 219,227,Valid,H6,2611.0,Found,1991,27.52139,3.79139,"(27.52139, 3.79139)",H,Chondrite,Stony,Ordinary,H
1027,Acfer 220,228,Valid,H5,117.0,Found,1991,27.52417,3.79694,"(27.52417, 3.79694)",H,Chondrite,Stony,Ordinary,H
1028,Acfer 221,229,Valid,H5/6,812.0,Found,1991,27.5325,3.81361,"(27.5325, 3.81361)",H,Chondrite,Stony,Ordinary,H
1029,Acfer 222,230,Valid,H5/6,334.0,Found,1991,27.54194,3.82778,"(27.54194, 3.82778)",H,Chondrite,Stony,Ordinary,H
8946,Acfer 223,231,Valid,L/LL6,1398.0,Found,1991,27.54194,3.82778,"(27.54194, 3.82778)",LL,Chondrite,Stony,Ordinary,LL
1030,Acfer 224,232,Valid,H5/6,85.0,Found,1991,27.63889,3.93444,"(27.63889, 3.93444)",H,Chondrite,Stony,Ordinary,H
1031,Acfer 225,233,Valid,H3,255.0,Found,1991,27.64528,3.94389,"(27.64528, 3.94389)",H,Chondrite,Stony,Ordinary,H
1032,Acfer 226,234,Valid,H5,221.0,Found,1991,27.68444,3.99389,"(27.68444, 3.99389)",H,Chondrite,Stony,Ordinary,H
1033,Acfer 227,235,Valid,H6,78.0,Found,1991,27.66861,4.425,"(27.66861, 4.425)",H,Chondrite,Stony,Ordinary,H
6075,Acfer 228,236,Valid,L5,2285.0,Found,1991,27.57389,4.11972,"(27.57389, 4.11972)",L,Chondrite,Stony,Ordinary,L
1034,Acfer 229,237,Valid,H5,325.0,Found,1991,27.82611,4.24611,"(27.82611, 4.24611)",H,Chondrite,Stony,Ordinary,H
1035,Acfer 230,238,Valid,H5,69.0,Found,1991,27.74056,4.30833,"(27.74056, 4.30833)",H,Chondrite,Stony,Ordinary,H
1036,Acfer 231,239,Valid,H4/5,218.0,Found,1991,27.73472,4.31611,"(27.73472, 4.31611)",H,Chondrite,Stony,Ordinary,H
1037,Acfer 232,240,Valid,H5,725.0,Found,1991,27.73944,4.32833,"(27.73944, 4.32833)",H,Chondrite,Stony,Ordinary,H
1038,Acfer 233,241,Valid,H5/6,242.0,Found,1991,27.71722,4.44806,"(27.71722, 4.44806)",H,Chondrite,Stony,Ordinary,H
4794,Acfer 234,242,Valid,"Iron, IAB-ung",621.0,Found,1991,27.50111,4.09861,"(27.50111, 4.09861)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
1039,Acfer 235,243,Valid,H5,461.0,Found,1991,27.51889,4.01667,"(27.51889, 4.01667)",H,Chondrite,Stony,Ordinary,H
8947,Acfer 236,244,Valid,LL6,81.0,Found,1991,27.51056,3.89111,"(27.51056, 3.89111)",LL,Chondrite,Stony,Ordinary,LL
1040,Acfer 237,245,Valid,H3,673.0,Found,1991,27.49167,3.83278,"(27.49167, 3.83278)",H,Chondrite,Stony,Ordinary,H
1041,Acfer 238,246,Valid,H4/5,311.0,Found,1991,27.50361,3.67306,"(27.50361, 3.67306)",H,Chondrite,Stony,Ordinary,H
1042,Acfer 239,247,Valid,H6,160.0,Found,1991,27.48444,3.66639,"(27.48444, 3.66639)",H,Chondrite,Stony,Ordinary,H
6076,Acfer 240,248,Valid,L6,342.0,Found,1991,27.49833,3.69444,"(27.49833, 3.69444)",L,Chondrite,Stony,Ordinary,L
6077,Acfer 241,249,Valid,L6,86.0,Found,1991,27.51583,3.72722,"(27.51583, 3.72722)",L,Chondrite,Stony,Ordinary,L
6078,Acfer 242,250,Valid,L6,318.0,Found,1991,27.52111,3.77333,"(27.52111, 3.77333)",L,Chondrite,Stony,Ordinary,L
1043,Acfer 244,252,Valid,H6,2045.0,Found,1991,27.52472,3.80972,"(27.52472, 3.80972)",H,Chondrite,Stony,Ordinary,H
1044,Acfer 245,253,Valid,H5,75.0,Found,1991,27.56389,3.92639,"(27.56389, 3.92639)",H,Chondrite,Stony,Ordinary,H
6079,Acfer 246,254,Valid,L6,923.0,Found,1991,27.69222,3.32167,"(27.69222, 3.32167)",L,Chondrite,Stony,Ordinary,L
6080,Acfer 247,255,Valid,L4,60.0,Found,1991,27.63611,4.03139,"(27.63611, 4.03139)",L,Chondrite,Stony,Ordinary,L
6081,Acfer 248,256,Valid,L3.9/4,402.0,Found,1991,27.63556,4.02528,"(27.63556, 4.02528)",L,Chondrite,Stony,Ordinary,L
1045,Acfer 249,257,Valid,H5/6,99.0,Found,1991,27.62167,3.95361,"(27.62167, 3.95361)",H,Chondrite,Stony,Ordinary,H
1046,Acfer 250,258,Valid,H6,382.0,Found,1991,27.55139,3.74194,"(27.55139, 3.74194)",H,Chondrite,Stony,Ordinary,H
8948,Acfer 251,259,Valid,LL5-6,202.0,Found,1991,27.50972,3.88056,"(27.50972, 3.88056)",LL,Chondrite,Stony,Ordinary,LL
6082,Acfer 252,260,Valid,L6,146.0,Found,1991,27.51111,3.88444,"(27.51111, 3.88444)",L,Chondrite,Stony,Ordinary,L
8949,Acfer 253,261,Valid,LL5-6,47.0,Found,1991,27.51361,3.89694,"(27.51361, 3.89694)",LL,Chondrite,Stony,Ordinary,LL
6083,Acfer 254,262,Valid,L6,99.0,Found,1991,27.52222,3.94694,"(27.52222, 3.94694)",L,Chondrite,Stony,Ordinary,L
6084,Acfer 255,263,Valid,L6,124.0,Found,1991,27.64611,4.39722,"(27.64611, 4.39722)",L,Chondrite,Stony,Ordinary,L
1047,Acfer 256,264,Valid,H5/6,235.0,Found,1991,27.64611,4.39722,"(27.64611, 4.39722)",H,Chondrite,Stony,Ordinary,H
1048,Acfer 257,265,Valid,H6,75.0,Found,1991,27.68528,4.50333,"(27.68528, 4.50333)",H,Chondrite,Stony,Ordinary,H
1049,Acfer 258,266,Valid,H6,212.0,Found,1991,27.67056,4.34611,"(27.67056, 4.34611)",H,Chondrite,Stony,Ordinary,H
1050,Acfer 259,267,Valid,H3-6,114.0,Found,1991,27.52444,3.87361,"(27.52444, 3.87361)",H,Chondrite,Stony,Ordinary,H
1051,Acfer 260,268,Valid,H5,177.0,Found,1991,27.47556,3.71028,"(27.47556, 3.71028)",H,Chondrite,Stony,Ordinary,H
6085,Acfer 261,269,Valid,L6,73.0,Found,1991,27.70917,4.42083,"(27.70917, 4.42083)",L,Chondrite,Stony,Ordinary,L
1052,Acfer 262,270,Valid,H4,92.0,Found,1991,27.67,4.49722,"(27.67, 4.49722)",H,Chondrite,Stony,Ordinary,H
6086,Acfer 263,271,Valid,L6,438.0,Found,1991,27.69111,4.3375,"(27.69111, 4.3375)",L,Chondrite,Stony,Ordinary,L
8950,Acfer 264,272,Valid,LL6,243.0,Found,1991,27.69472,4.30639,"(27.69472, 4.30639)",LL,Chondrite,Stony,Ordinary,LL
9485,Acfer 265,273,Valid,Mesosiderite,83.0,Found,1991,27.715,4.19278,"(27.715, 4.19278)",Mesosiderite,Achondrite,Stony-Iron,Mesosiderite,-
6087,Acfer 266,274,Valid,L6,518.0,Found,1991,27.72722,4.17056,"(27.72722, 4.17056)",L,Chondrite,Stony,Ordinary,L
8951,Acfer 267,275,Valid,LL5-6,229.0,Found,1991,27.51056,3.71306,"(27.51056, 3.71306)",LL,Chondrite,Stony,Ordinary,LL
8952,Acfer 268,276,Valid,LL4-6,764.0,Found,1991,27.51389,3.87528,"(27.51389, 3.87528)",LL,Chondrite,Stony,Ordinary,LL
8953,Acfer 269,277,Valid,LL6,276.0,Found,1991,27.51472,3.86556,"(27.51472, 3.86556)",LL,Chondrite,Stony,Ordinary,LL
308,Acfer 270,278,Valid,CR2,298.0,Found,1991,27.51861,3.85722,"(27.51861, 3.85722)",CR,Chondrite,Stony,Carbonaceous,CR
1053,Acfer 271,279,Valid,H6,237.0,Found,1991,27.56111,4.05556,"(27.56111, 4.05556)",H,Chondrite,Stony,Ordinary,H
338,Acfer 272,280,Valid,CV3,63.0,Found,1991,27.57028,4.075,"(27.57028, 4.075)",CV,Chondrite,Stony,Carbonaceous,CV-CK
1054,Acfer 273,281,Valid,H5/6,2110.0,Found,1991,27.62194,4.45556,"(27.62194, 4.45556)",H,Chondrite,Stony,Ordinary,H
1055,Acfer 274,282,Valid,H6,203.0,Found,1991,27.63389,4.18722,"(27.63389, 4.18722)",H,Chondrite,Stony,Ordinary,H
1056,Acfer 275,283,Valid,H5-6,429.0,Found,1991,27.63361,4.17306,"(27.63361, 4.17306)",H,Chondrite,Stony,Ordinary,H
1057,Acfer 276,284,Valid,H5,99.0,Found,1991,27.63972,4.14528,"(27.63972, 4.14528)",H,Chondrite,Stony,Ordinary,H
9712,Acfer 277,285,Valid,Ureilite,41.0,Found,1991,27.63917,4.14278,"(27.63917, 4.14278)",Ureilite,Achondrite,Stony,Primitive or asteroidal,-
1058,Acfer 278,286,Valid,H5,72.0,Found,1991,27.63861,4.12722,"(27.63861, 4.12722)",H,Chondrite,Stony,Ordinary,H
1059,Acfer 279,287,Valid,H5,96.0,Found,1991,27.64278,4.06889,"(27.64278, 4.06889)",H,Chondrite,Stony,Ordinary,H
6088,Acfer 280,288,Valid,L6,177.0,Found,1991,27.53528,3.91278,"(27.53528, 3.91278)",L,Chondrite,Stony,Ordinary,L
6089,Acfer 281,289,Valid,L5,165.0,Found,1991,27.54222,3.88444,"(27.54222, 3.88444)",L,Chondrite,Stony,Ordinary,L
1060,Acfer 282,290,Valid,H6,67.0,Found,1991,27.65444,4.27528,"(27.65444, 4.27528)",H,Chondrite,Stony,Ordinary,H
1061,Acfer 283,291,Valid,H5,187.0,Found,1991,27.70056,4.22944,"(27.70056, 4.22944)",H,Chondrite,Stony,Ordinary,H
1062,Acfer 284,292,Valid,H5,120.0,Found,1991,27.70611,4.20583,"(27.70611, 4.20583)",H,Chondrite,Stony,Ordinary,H
1063,Acfer 285,293,Valid,H4/5,69.0,Found,1991,27.63139,4.10722,"(27.63139, 4.10722)",H,Chondrite,Stony,Ordinary,H
1064,Acfer 286,294,Valid,H6,407.0,Found,1991,27.79472,4.16722,"(27.79472, 4.16722)",H,Chondrite,Stony,Ordinary,H
394,Acfer 287,295,Valid,E4,59.0,Found,1992,27.61667,4.19056,"(27.61667, 4.19056)",EH or EL,Chondrite,Stony,Enstatite,EH-EL
6090,Acfer 288,296,Valid,L5,55.0,Found,1992,27.59139,3.98806,"(27.59139, 3.98806)",L,Chondrite,Stony,Ordinary,L
309,Acfer 289,297,Valid,CR2,76.0,Found,1992,27.47417,3.86417,"(27.47417, 3.86417)",CR,Chondrite,Stony,Carbonaceous,CR
6091,Acfer 290,298,Valid,L6,213.0,Found,1992,27.54528,4.04861,"(27.54528, 4.04861)",L,Chondrite,Stony,Ordinary,L
1065,Acfer 291,299,Valid,H6,261.0,Found,1992,27.70806,4.24806,"(27.70806, 4.24806)",H,Chondrite,Stony,Ordinary,H
1066,Acfer 292,300,Valid,H5,432.0,Found,1992,27.71861,4.48611,"(27.71861, 4.48611)",H,Chondrite,Stony,Ordinary,H
8954,Acfer 293,301,Valid,LL6,198.0,Found,1992,27.66583,4.19056,"(27.66583, 4.19056)",LL,Chondrite,Stony,Ordinary,LL
1067,Acfer 294,302,Valid,H4,457.0,Found,1992,27.64972,4.01194,"(27.64972, 4.01194)",H,Chondrite,Stony,Ordinary,H
8955,Acfer 295,303,Valid,LL6,217.0,Found,1992,27.48333,3.91556,"(27.48333, 3.91556)",LL,Chondrite,Stony,Ordinary,LL
8956,Acfer 296,304,Valid,LL5-6,121.0,Found,1992,27.58278,4.0,"(27.58278, 4.0)",LL,Chondrite,Stony,Ordinary,LL
6092,Acfer 297,305,Valid,L6,43.0,Found,1992,27.63361,4.04139,"(27.63361, 4.04139)",L,Chondrite,Stony,Ordinary,L
6093,Acfer 298,306,Valid,L6,2000.0,Found,1992,27.70917,4.17444,"(27.70917, 4.17444)",L,Chondrite,Stony,Ordinary,L
8957,Acfer 299,307,Valid,LL4,180.0,Found,1992,27.6825,4.42028,"(27.6825, 4.42028)",LL,Chondrite,Stony,Ordinary,LL
1068,Acfer 300,308,Valid,H6,270.0,Found,1992,27.59028,4.15194,"(27.59028, 4.15194)",H,Chondrite,Stony,Ordinary,H
1069,Acfer 301,309,Valid,H4,162.0,Found,1992,27.52722,3.89806,"(27.52722, 3.89806)",H,Chondrite,Stony,Ordinary,H
1070,Acfer 302,310,Valid,H5,95.0,Found,1992,27.58694,3.96417,"(27.58694, 3.96417)",H,Chondrite,Stony,Ordinary,H
1071,Acfer 303,311,Valid,H5/6,83.0,Found,1992,27.60222,3.98528,"(27.60222, 3.98528)",H,Chondrite,Stony,Ordinary,H
1072,Acfer 304,312,Valid,H6,60.0,Found,1992,27.62361,4.02556,"(27.62361, 4.02556)",H,Chondrite,Stony,Ordinary,H
6094,Acfer 305,313,Valid,L6,369.0,Found,1992,27.68722,4.18361,"(27.68722, 4.18361)",L,Chondrite,Stony,Ordinary,L
6095,Acfer 306,314,Valid,L6,129.0,Found,1992,27.42889,3.82,"(27.42889, 3.82)",L,Chondrite,Stony,Ordinary,L
6096,Acfer 307,315,Valid,L5,520.0,Found,1992,27.49083,3.89778,"(27.49083, 3.89778)",L,Chondrite,Stony,Ordinary,L
1073,Acfer 308,316,Valid,H5,74.0,Found,1992,27.55972,4.01028,"(27.55972, 4.01028)",H,Chondrite,Stony,Ordinary,H
6097,Acfer 309,317,Valid,L6,185.0,Found,1992,27.64556,4.20444,"(27.64556, 4.20444)",L,Chondrite,Stony,Ordinary,L
1074,Acfer 310,318,Valid,H6,169.0,Found,1992,27.68361,4.25306,"(27.68361, 4.25306)",H,Chondrite,Stony,Ordinary,H
310,Acfer 311,319,Valid,CR2,120.0,Found,1992,27.50806,3.84417,"(27.50806, 3.84417)",CR,Chondrite,Stony,Carbonaceous,CR
6098,Acfer 312,320,Valid,L5,364.0,Found,1992,27.57861,3.96889,"(27.57861, 3.96889)",L,Chondrite,Stony,Ordinary,L
1075,Acfer 313,321,Valid,H5,78.0,Found,1992,27.60056,3.99556,"(27.60056, 3.99556)",H,Chondrite,Stony,Ordinary,H
1076,Acfer 314,322,Valid,H6,169.0,Found,1992,27.66389,4.09806,"(27.66389, 4.09806)",H,Chondrite,Stony,Ordinary,H
8958,Acfer 315,323,Valid,L/LL6,506.0,Found,1992,27.69972,4.18611,"(27.69972, 4.18611)",LL,Chondrite,Stony,Ordinary,LL
1077,Acfer 316,324,Valid,H6,126.0,Found,1992,27.6875,4.245,"(27.6875, 4.245)",H,Chondrite,Stony,Ordinary,H
1078,Acfer 317,325,Valid,H5,878.0,Found,1992,27.59278,4.40139,"(27.59278, 4.40139)",H,Chondrite,Stony,Ordinary,H
1079,Acfer 318,326,Valid,H5,292.0,Found,1992,27.55028,3.99806,"(27.55028, 3.99806)",H,Chondrite,Stony,Ordinary,H
6099,Acfer 319,327,Valid,L6,2393.0,Found,1992,27.55194,3.81611,"(27.55194, 3.81611)",L,Chondrite,Stony,Ordinary,L
1080,Acfer 320,328,Valid,H5,167.0,Found,1992,27.46056,3.88806,"(27.46056, 3.88806)",H,Chondrite,Stony,Ordinary,H
1081,Acfer 321,329,Valid,H5,157.0,Found,2001,27.5455,4.06117,"(27.5455, 4.06117)",H,Chondrite,Stony,Ordinary,H
6100,Acfer 322,330,Valid,L5,25.0,Found,2001,27.55917,4.093,"(27.55917, 4.093)",L,Chondrite,Stony,Ordinary,L
8959,Acfer 323,331,Valid,LL5,117.0,Found,2001,27.503,3.8795,"(27.503, 3.8795)",LL,Chondrite,Stony,Ordinary,LL
8960,Acfer 325,332,Valid,LL6,32.0,Found,1989,27.5,3.61667,"(27.5, 3.61667)",LL,Chondrite,Stony,Ordinary,LL
6101,Acfer 326,333,Valid,L6,139.0,Found,1989,27.5,3.61667,"(27.5, 3.61667)",L,Chondrite,Stony,Ordinary,L
1082,Acfer 327,334,Valid,H5,745.22,Found,2001,27.73333,4.43333,"(27.73333, 4.43333)",H,Chondrite,Stony,Ordinary,H
339,Acfer 328,335,Valid,CV3,180.07,Found,2001,27.73333,4.21667,"(27.73333, 4.21667)",CV,Chondrite,Stony,Carbonaceous,CV-CK
6102,Acfer 329,336,Valid,L4/5,30000.0,Found,2001,27.58333,4.1,"(27.58333, 4.1)",L,Chondrite,Stony,Ordinary,L
6103,Acfer 330,337,Valid,L6,490.0,Found,2001,27.65,4.03333,"(27.65, 4.03333)",L,Chondrite,Stony,Ordinary,L
206,Acfer 331,338,Valid,CM2,750.0,Found,2001,27.58333,4.01667,"(27.58333, 4.01667)",CM,Chondrite,Stony,Carbonaceous,CM-CO
228,Acfer 332,339,Valid,CO3,115.02,Found,2001,27.73333,4.13333,"(27.73333, 4.13333)",CO,Chondrite,Stony,Carbonaceous,CM-CO
229,Acfer 333,340,Valid,CO3,489.0,Found,2001,27.56667,4.06667,"(27.56667, 4.06667)",CO,Chondrite,Stony,Carbonaceous,CM-CO
6104,Acfer 334,341,Valid,L6,211.25,Found,2002,27.65,4.38333,"(27.65, 4.38333)",L,Chondrite,Stony,Ordinary,L
1083,Acfer 335,342,Valid,H4,261.0,Found,2002,27.73333,4.43333,"(27.73333, 4.43333)",H,Chondrite,Stony,Ordinary,H
6105,Acfer 336,343,Valid,L3.8,19400.0,Found,2002,27.61667,4.06667,"(27.61667, 4.06667)",L,Chondrite,Stony,Ordinary,L
6106,Acfer 337,344,Valid,L3.8,360.0,Found,2002,27.68333,4.26667,"(27.68333, 4.26667)",L,Chondrite,Stony,Ordinary,L
1084,Acfer 338,345,Valid,H6,377.6,Found,2002,27.71667,4.26667,"(27.71667, 4.26667)",H,Chondrite,Stony,Ordinary,H
1085,Acfer 339,346,Valid,H5,400.0,Found,2002,27.55,4.2,"(27.55, 4.2)",H,Chondrite,Stony,Ordinary,H
6107,Acfer 340,347,Valid,L5,173.15,Found,2002,27.58333,4.3,"(27.58333, 4.3)",L,Chondrite,Stony,Ordinary,L
6109,Acfer 342,348,Valid,L6,1276.0,Found,2002,27.59056,4.66278,"(27.59056, 4.66278)",L,Chondrite,Stony,Ordinary,L
1086,Acfer 343,349,Valid,H3-5,140.0,Found,2002,27.619722,4.265,"(27.619722, 4.265)",H,Chondrite,Stony,Ordinary,H
1087,Acfer 344,350,Valid,H3,410.0,Found,2002,27.73333,4.19833,"(27.73333, 4.19833)",H,Chondrite,Stony,Ordinary,H
8961,Acfer 345,351,Valid,LL5,53.0,Found,2002,27.46472,3.81417,"(27.46472, 3.81417)",LL,Chondrite,Stony,Ordinary,LL
8962,Acfer 346,352,Valid,LL6,546.0,Found,2002,27.59056,4.66278,"(27.59056, 4.66278)",LL,Chondrite,Stony,Ordinary,LL
6110,Acfer 347,353,Valid,L3,1165.0,Found,2001,27.68333,4.3,"(27.68333, 4.3)",L,Chondrite,Stony,Ordinary,L
6111,Acfer 348,354,Valid,L5,8750.0,Found,2001,27.97933,4.27817,"(27.97933, 4.27817)",L,Chondrite,Stony,Ordinary,L
1088,Acfer 349,355,Valid,H6,298.0,Found,2001,27.84067,4.31433,"(27.84067, 4.31433)",H,Chondrite,Stony,Ordinary,H
1089,Acfer 350,356,Valid,H4,128.0,Found,2001,27.672,4.52633,"(27.672, 4.52633)",H,Chondrite,Stony,Ordinary,H
6112,Acfer 351,357,Valid,L6,211.0,Found,2001,27.7,4.13333,"(27.7, 4.13333)",L,Chondrite,Stony,Ordinary,L
6113,Acfer 352,358,Valid,L5,873.0,Found,2001,27.76667,4.01667,"(27.76667, 4.01667)",L,Chondrite,Stony,Ordinary,L
482,Acfer 353,359,Valid,Eucrite-cm,11935.0,Found,2001,27.48917,3.89,"(27.48917, 3.89)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
8963,Acfer 354,360,Valid,LL5,252.0,Found,2001,27.5005,3.88233,"(27.5005, 3.88233)",LL,Chondrite,Stony,Ordinary,LL
8964,Acfer 355,361,Valid,LL5,161.0,Found,2002,27.58967,3.781,"(27.58967, 3.781)",LL,Chondrite,Stony,Ordinary,LL
423,Acfer 356,362,Valid,EL6,120.0,Found,2002,27.61233,4.5285,"(27.61233, 4.5285)",EL,Chondrite,Stony,Enstatite,EH-EL
8965,Acfer 357,363,Valid,LL5,62.0,Found,2001,27.50083,4.87467,"(27.50083, 4.87467)",LL,Chondrite,Stony,Ordinary,LL
1090,Acfer 358,364,Valid,H6,70.0,Found,2002,27.76667,4.41667,"(27.76667, 4.41667)",H,Chondrite,Stony,Ordinary,H
1091,Acfer 359,365,Valid,H6,67.0,Found,2002,27.7,4.48333,"(27.7, 4.48333)",H,Chondrite,Stony,Ordinary,H
1092,Acfer 361,366,Valid,H4,138.0,Found,2002,27.42958,3.87135,"(27.42958, 3.87135)",H,Chondrite,Stony,Ordinary,H
1093,Acfer 362,367,Valid,H5,242.8,Found,2002,27.4778,3.70165,"(27.4778, 3.70165)",H,Chondrite,Stony,Ordinary,H
8966,Acfer 363,368,Valid,LL4,389.9,Found,2002,27.58163,4.29388,"(27.58163, 4.29388)",LL,Chondrite,Stony,Ordinary,LL
1109,Achilles,369,Valid,H5,16000.0,Found,1924,39.77667,-100.81333,"(39.77667, -100.81333)",H,Chondrite,Stony,Ordinary,H
5626,Achiras,370,Valid,L6,780.0,Fell,1902,-33.16667,-64.95,"(-33.16667, -64.95)",L,Chondrite,Stony,Ordinary,L
1110,Acme,371,Valid,H5,75000.0,Found,1947,33.63333,-104.26667,"(33.63333, -104.26667)",H,Chondrite,Stony,Ordinary,H
9557,Acomita,372,Valid,"Pallasite, PMG",3956.0,Found,1962,35.05,-107.56667,"(35.05, -107.56667)",Main Group,Achondrite,Stony-Iron,Pallasite,-
5142,Acuña,373,Valid,"Iron, IIIAB",217700.0,Found,1981,29.31667,-100.96667,"(29.31667, -100.96667)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
483,Adalia,374,Valid,Eucrite-mmict,1.0,Found,1883,36.9,30.68333,"(36.9, 30.68333)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
1111,Adams County,375,Valid,H5,5700.0,Found,1928,39.96667,-103.76667,"(39.96667, -103.76667)",H,Chondrite,Stony,Ordinary,H
1112,ad-Dahbubah,376,Valid,H5,90000.0,Found,1961,19.83333,51.25,"(19.83333, 51.25)",H,Chondrite,Stony,Ordinary,H
400,Adhi Kot,379,Valid,EH4,4239.0,Fell,1919,32.1,71.8,"(32.1, 71.8)",EH,Chondrite,Stony,Enstatite,EH-EL
9558,Admire,380,Valid,"Pallasite, PMG",180000.0,Found,1881,38.7,-96.1,"(38.7, -96.1)",Main Group,Achondrite,Stony-Iron,Pallasite,-
