"","X","id","recclass","mass","fell_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"5807",5807,22776,"H5",490,"Found",1955,20,50,"H","Chondrite","Stony","Ordinary","H",14,0.498018659921233
"3955",3955,11801,"L5",14,"Found",2001,29.3785,11.54633,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8002",8002,48551,"H4",70.758,"Found",2002,19.96975,56.41717,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1342",1342,5748,"H5-6",429,"Found",1996,27.0715,16.091,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5745",5745,22714,"L6",26.2,"Found",1968,34.08333,-103.5,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"4894",4894,16750,"Mesosiderite-A3",16300,"Found",1887,36.2,-83.38333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,11,0.00485781484723708
"6645",6645,24025,"Iron, IIIAB",11800,"Found",1886,39.08333,-95.11667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",1,0.297273742080897
"1606",1606,6013,"L6",777,"Found",1998,28.01483,15.86267,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"7224",7224,31329,"L5",2579,"Found",2004,18.32883,53.886,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"7873",7873,45905,"LL3-5",61.13,"Found",2006,21.3623,58.41178,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"7880",7880,45912,"L6",88.87,"Found",2006,22.34143,58.53398,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1415",1415,5821,"H5",58,"Found",1997,27.18383,16.12883,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"2595",2595,7064,"L3.8",4936,"Found",2001,18.575,54.29833,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"6906",6906,24320,"Iron, IIIAB?",8732,"Found",1950,47.70667,-119.83,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",13,0.428663281861922
"5033",5033,16935,"Iron, ungrouped",4500,"Fell",1870,18.68333,83.48333,"Iron","Achondrite","Iron",NA,NA,1,0.297273742080897
"3811",3811,11657,"L6",113,"Found",1996,28.6465,13.143,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8187",8187,49716,"Iron, IIIAB",3800,"Found",2006,42.33333,89.33333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"3451",3451,10175,"L6",4700,"Found",1977,32.33333,-102.745,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"8772",8772,52430,"H5",15900,"Found",2009,20.76467,57.26967,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"651",651,5018,"L6",19000,"Fell",2001,32.86667,10.8,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"2518",2518,6987,"H4",274,"Found",2000,18.18333,54.12333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"6777",6777,24164,"Iron, IIE",70,"Found",1876,48.63333,34.36667,"Iron IIE","Achondrite","Iron","Magmatic","Siderite",1,0.297273742080897
"1412",1412,5818,"H5-6",175,"Found",1997,27.18383,16.12883,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"3664",3664,11510,"H4",44,"Found",1990,28.81667,12.96667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5078",5078,16983,"Iron, IID",17200,"Fell",1912,-28.56667,30.7,"Iron IID","Achondrite","Iron","Magmatic","Siderite",1,0.297273742080897
"922",922,5315,"LL3.4",8200,"Fell",1907,25.85,83.48333,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"6911",6911,24325,"L6",25000,"Fell",1795,54.13667,-0.41333,"L","Chondrite","Stony","Ordinary","L",0,71.3451083182367
"7458",7458,35467,"CK4",10.1,"Found",2003,34.487,-116.956,"CK","Chondrite","Stony","Carbonaceous","CV-CK",11,0.00485781484723708
"4477",4477,12379,"H5",1100000,"Fell",1998,42.25,59.2,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"238",238,240,"H5",725,"Found",1991,27.73944,4.32833,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"441",441,452,"Iron, IIIAB",37500,"Found",1959,42.33333,93,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",14,0.498018659921233
"7250",7250,31355,"L6",1475,"Found",1990,29.037,17.0185,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"2579",2579,7048,"L4",324.3,"Found",2001,18.60283,54.45517,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8640",8640,51958,"L6",442.9,"Found",2009,19.8598,55.94635,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"2541",2541,7010,"H6",62,"Found",2001,19.11167,54.82833,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1172",1172,5578,"LL5-6",421,"Found",1995,27.45483,16.31333,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"112",112,114,"L6",392,"Found",1990,27.55,4.13333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"3410",3410,10134,"H5",34.6,"Found",1982,-30.15,128.08333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"515",515,2333,"Iron, IIE-an",8940,"Found",1894,44.6,-94.1,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative",1,0.297273742080897
"5527",5527,18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L",0,71.3451083182367
"6357",6357,23644,"H3.9",78,"Found",1976,33.11861,-102.74056,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"8012",8012,48561,"Eucrite",529.639,"Found",2007,19.68598,56.6227,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",11,0.00485781484723708
"1386",1386,5792,"H5",115,"Found",1997,27.18617,16.11117,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"258",258,261,"LL5-6",47,"Found",1991,27.51361,3.89694,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"3398",3398,10122,"L5",26600,"Found",1957,33.49556,-97.58861,"L","Chondrite","Stony","Ordinary","L",12,0.49799067553469
"4770",4770,15450,"H4",38400,"Found",1972,37.30833,-97.545,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"4456",4456,12356,"Pallasite, PMG-an",7e+05,"Found",1749,54.9,91.8,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,8,9.36101905684755
"9243",9243,55486,"L4-6",785.1,"Found",2010,20.05125,55.63058,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"4492",4492,12395,"H5",2000,"Fell",1924,-37.33333,-61.53333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"5940",5940,23218,"L6",78,"Found",1999,21.0585,57.27283,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"140",140,142,"L3-5",362,"Found",1990,27.5,3.83333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"3068",3068,7537,"H6",146.52,"Found",2001,19.06943,54.52135,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"7492",7492,35502,"L~6",45.59,"Found",2001,19.19477,54.65712,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"6073",6073,23351,"H6",331.47,"Found",2001,20.98353,57.20102,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"2602",2602,7071,"L6",996,"Found",2001,18.49333,54.13333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8867",8867,52858,"L6",752,"Found",1995,2.5,34.75,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"4021",4021,11873,"L5",6000,"Found",1901,35.31667,-81.46667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"9001",9001,54495,"H5",46,"Found",2010,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"7972",7972,47357,"L5/6",1600,"Fell",2004,20.33916,73.22329,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1993",1993,6403,"H6",148,"Found",1998,27.057,16.09583,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"6657",6657,24039,"H6",53.5,"Found",1997,40.55,141.23333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"7045",7045,30464,"H5",61.5,"Found",1999,35.05073,-116.76698,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"2487",2487,6956,"H6",67.3,"Found",2000,19.06278,54.55944,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1758",1758,6166,"L6",1050,"Found",1998,27.47883,16.30367,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1748",1748,6156,"Eucrite-mmict",696,"Found",1998,26.8855,16.58017,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",11,0.00485781484723708
"5437",5437,18797,"LL5",2,"Fell",1830,56.4,-3.43333,"LL","Chondrite","Stony","Ordinary","LL",2,0.463225690897741
"8037",8037,48586,"L6",353.16,"Found",2007,19.69272,56.37732,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"6699",6699,24090,"Iron, IAB-ung",5130,"Found",1955,32.58333,-82.01667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative",12,0.49799067553469
"2870",2870,7339,"L6",108,"Found",2001,18.76628,54.66063,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8995",8995,54488,"H6",132,"Found",2010,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5789",5789,22758,"L6",10,"Found",1998,33.73883,-103.65,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8382",8382,51567,"L6",7550,"Found",2004,18.926,54.39888,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1406",1406,5812,"L/LL3-6",68,"Found",1997,27.20267,16.42083,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"6583",6583,23892,"Iron, IIE",810,"Found",1983,34.53333,-108.35,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative",13,0.428663281861922
"2398",2398,6867,"L6",66,"Found",2000,18.85472,54.64745,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"9873",9873,57329,"H~5",42,"Found",2011,-25.23333,-69.71667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"319",319,322,"H6",169,"Found",1992,27.66389,4.09806,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5848",5848,23101,"EH5",14000,"Fell",1914,43.73333,1.38333,"EH","Chondrite","Stony","Enstatite","EH-EL",11,0.00485781484723708
"1315",1315,5721,"CO3",492,"Found",1996,27.11167,16.01333,"CO","Chondrite","Stony","Carbonaceous","CM-CO",11,0.00485781484723708
"2406",2406,6875,"LL5",182,"Found",2000,18.95067,54.752,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"9399",9399,55793,"Mesosiderite-C",218000,"Found",2006,26.06,118.01,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,11,0.00485781484723708
"7243",7243,31348,"H5",320,"Found",2003,25.7561,0.26792,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"3733",3733,11579,"L/LL3",548,"Found",1995,28.60333,13.43667,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"4975",4975,16871,"Howardite",60,"Found",1989,-30.83333,127.5,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta",14,0.498018659921233
"6895",6895,24276,"Iron, IIIE",51000,"Found",1914,43.46667,-106.76667,"Iron IIIE","Achondrite","Iron","Magmatic","Siderite",13,0.428663281861922
"2678",2678,7147,"H5",4623,"Found",2000,19.09138,54.79483,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"6184",6184,23466,"Iron, IIAB",10000,"Found",1867,36.76667,-86.16667,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"7251",7251,31356,"Eucrite",172,"Found",1990,29.037,17.0185,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",11,0.00485781484723708
"2751",2751,7220,"L6",240,"Found",2001,18.90733,54.49255,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8098",8098,48647,"L6",157.457,"Found",2007,20.44538,56.65542,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"983",983,5382,"H3.5",277,"Found",1986,11.7,-137.8,"H","Chondrite","Stony","Ordinary","H",0,71.3451083182367
"6331",6331,23616,"H5",1600,"Fell",1875,20.91667,82.58333,"H","Chondrite","Stony","Ordinary","H",16,1.82339952891488
"8548",8548,51866,"L5/6",20000,"Found",2010,20.38333,56.76667,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"9766",9766,56695,"L6",43.6,"Found",2011,-24.85,-70.53333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"9247",9247,55490,"H4",0.18,"Found",2010,20.14723,55.7096,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1130",1130,5536,"L4/5",1190,"Found",1995,27.07717,16.19317,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"5552",5552,22370,"H4",122.7,"Found",1997,32.44667,-111.34667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"992",992,5393,"L6",482,"Found",1945,-32.81667,134.8,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"4870",4870,16725,"L5",4885,"Fell",1950,38.01667,-8.25,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"4539",4539,12445,"H5",2600,"Found",1988,-24.83333,139.8,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"33",33,34,"H5",1464,"Found",1989,27.55,3.93333,"H","Chondrite","Stony","Ordinary","H",14,0.498018659921233
"6343",6343,23630,"LL4",115,"Found",1991,-30.36667,126.18333,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"6351",6351,23638,"L6",117.3,"Found",1991,-30.16867,126.28717,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"7830",7830,45862,"L6",85.94,"Found",2006,19.98602,55.675,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1368",1368,5774,"CO3",90,"Found",1997,27.086,16.03683,"CO","Chondrite","Stony","Carbonaceous","CM-CO",11,0.00485781484723708
"8269",8269,50971,"H5",277.9,"Found",2008,20.27317,56.63413,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"6146",6146,23424,"L6",485.92,"Found",2003,20.58747,57.35292,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"6528",6528,23849,"H5",1342,"Found",1992,25.3975,0.6075,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"3798",3798,11644,"H6",406,"Found",1995,28.63033,13.3335,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5145",5145,17054,"L6",185,"Found",1999,27.16667,-9.5,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"3731",3731,11577,"L5",165,"Found",1995,28.60083,13.45783,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"7642",7642,35653,"L4",247.64,"Found",2003,20.47493,55.80425,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"6138",6138,23416,"H5",419.16,"Found",2002,20.56565,57.3583,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"9807",9807,57178,"H6",225,"Found",2010,-25.23333,-69.71667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1681",1681,6088,"L6",33,"Found",1997,27.1835,16.30167,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"4897",4897,16753,"H6",6400,"Found",1980,33.71667,-102.76667,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"7182",7182,30916,"H5",215.4,"Found",2001,27.76667,-7.66667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"8424",8424,51609,"L~6",268,"Found",2008,18.57128,54.17105,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8542",8542,51856,"H6",10.7,"Found",2007,39.68105,-117.61325,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5444",5444,18804,"Stone-uncl",367,"Fell",1779,53.53333,-7.33333,"Stony",NA,"Stony",NA,NA,2,0.463225690897741
"7781",7781,45408,"L5",4460,"Found",2001,29.06,74.44,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"5575",5575,22393,"H4",15000,"Found",1938,38.61667,-99.93333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"5857",5857,23112,"H5",875,"Found",1869,40.91667,-111.66667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"9580",9580,56384,"H5",1260,"Found",2011,41.5,93.55,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"101",101,103,"C2-ung",82,"Found",1990,27.73333,4.43333,"Chondrite","Chondrite","Stony","Carbonaceous",NA,11,0.00485781484723708
"2860",2860,7329,"H5/6",65,"Found",2001,18.7132,54.37458,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"4459",4459,12359,"L4",2600,"Found",1966,34.35833,-101.73,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"8849",8849,52789,"LL4",379,"Found",2010,20.03024,56.64801,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"8552",8552,51870,"H4",447.7,"Found",2009,20.78777,56.47112,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"870",870,5254,"Iron, IIIAB",7030,"Found",1894,34.2,-84.48333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",1,0.297273742080897
"775",775,5149,"OC",53,"Found",1980,33.275,-102.96,"Chondrite","Chondrite","Stony",NA,NA,2,0.463225690897741
"9596",9596,56432,"H4",3,"Found",1979,20.17417,56.51111,"H","Chondrite","Stony","Ordinary","H",14,0.498018659921233
"4864",4864,16717,"Howardite",150,"Fell",1953,-31.25,26.46667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta",2,0.463225690897741
"629",629,4986,"H5",14000,"Fell",1893,51.16667,-117.33333,"H","Chondrite","Stony","Ordinary","H",7,10.085732473545
"2467",2467,6936,"LL5-6",79,"Found",2000,19.10117,54.828,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"620",620,4976,"LL5",1557,"Fell",1989,11.08333,-0.18333,"LL","Chondrite","Stony","Ordinary","LL",16,1.82339952891488
"1481",1481,5887,"H5",110,"Found",1997,27.1725,16.08133,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"2967",2967,7436,"H5",1653,"Found",2001,19.27163,54.66957,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"8367",8367,51425,"H4-6",24,"Found",2008,19.52913,55.18165,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"411",411,421,"OC",956,"Found",1936,34.2,-101.5,"Chondrite","Chondrite","Stony",NA,NA,13,0.428663281861922
"9484",9484,56240,"H4",0.46,"Found",2011,19.50883,55.51805,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"4890",4890,16746,"H6",295000,"Found",1890,39.33333,-100.06667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"6316",6316,23600,"L6",350.7,"Found",1883,-31.88333,141.2,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"9423",9423,56173,"L6",22,"Found",2011,-24.85,-70.53333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"807",807,5185,"L/LL6",25000,"Fell",1870,37.98333,-1.16667,"LL","Chondrite","Stony","Ordinary","LL",15,0.406210536590808
"3601",3601,11446,"Iron, IIIAB",220000,"Found",1979,28.28333,117.18333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",2,0.463225690897741
"7372",7372,34063,"LL6",460,"Fell",1968,19.76667,-100.65,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"45",45,46,"L5/6",112,"Found",1989,27.58333,4.25,"L","Chondrite","Stony","Ordinary","L",14,0.498018659921233
"3469",3469,10843,"H4",4650,"Found",1948,32.7,-101.6,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"4888",4888,16744,"L",330,"Found",1975,34.98333,-106.05,"L","Chondrite","Stony","Ordinary","L",13,0.428663281861922
"7028",7028,30446,"H3-5",798,"Found",2004,34.72453,-114.20883,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1157",1157,5563,"L6",240,"Found",1995,27.27517,16.09383,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"7653",7653,35664,"H5",350.3,"Found",2003,20.55215,55.92297,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5877",5877,23133,"H5",2443,"Found",1986,39.43,-99.995,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"4136",4136,11992,"Diogenite",2000,"Fell",1870,52.28333,7.7,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"203",203,205,"L6",115,"Found",1991,27.55583,4.14,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"5554",5554,22372,"LL3.4",12100,"Found",1982,34.76778,-103.55,"LL","Chondrite","Stony","Ordinary","LL",2,0.463225690897741
"1622",1622,6029,"L6",258,"Found",1998,27.36883,16.2855,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"9229",9229,55472,"H5-6",318.21,"Found",2010,20.40138,56.63825,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1292",1292,5698,"H6",218,"Found",1996,27.14033,16.20467,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"9447",9447,56198,"L6",1568,"Found",2011,18.38863,54.5411,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"4145",4145,12004,"H6",7330,"Fell",1975,-6.03333,145.36667,"H","Chondrite","Stony","Ordinary","H",18,10.7446597222222
"8158",8158,49487,"LL~6",176.78,"Found",1999,27.4387,15.94838,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"8768",8768,52426,"H4",1722,"Found",2009,18.72883,54.57717,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"4685",4685,14745,"H6",3.92,"Found",2002,34.49312,-116.94662,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"6733",6733,24126,"OC",9400,"Found",1981,55.8,66,"Chondrite","Chondrite","Stony",NA,NA,2,0.463225690897741
"6056",6056,23334,"L4",137.36,"Found",2002,21.04264,57.29767,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1099",1099,5504,"LL6",18000,"Fell",1981,35.61667,8.83333,"LL","Chondrite","Stony","Ordinary","LL",2,0.463225690897741
"6977",6977,30391,"H5",14250,"Fell",1984,32.3,112.75,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"918",918,5309,"Iron, IIIF",20600,"Found",1997,-22.21667,-68.90833,"Iron IIIF","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"1705",1705,6113,"L6",223.83,"Found",1997,27.20517,16.13933,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"9443",9443,56194,"L5",52.5,"Found",2011,18.18535,54.269,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"5715",5715,22684,"H4",4.9,"Found",1984,34.08333,-103.5,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"8307",8307,51009,"H5",46.32,"Found",2008,23.35717,48.72245,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5365",5365,18066,"H6",127500,"Found",1929,30.73333,-101.3,"H","Chondrite","Stony","Ordinary","H",15,0.406210536590808
"5983",5983,23261,"H6",311.9,"Found",2001,20.819,57.33967,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5161",5161,17338,"L5",5200,"Found",2001,31.5,-4.85,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"8976",8976,54456,"L6",33,"Found",2010,-24.85,-70.53333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"3985",3985,11835,"LL3",37,"Found",1999,35.05523,-117.30257,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"1904",1904,6314,"L6",35.8,"Found",1999,27.121,16.51633,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"4568",4568,12741,"Iron, ungrouped",2150,"Found",1857,34.5,-82.03333,"Iron","Achondrite","Iron",NA,NA,12,0.49799067553469
"7283",7283,33776,"H4",423.5,"Found",2004,19.26831,54.84694,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"9497",9497,56253,"H6",914.2,"Found",2011,19.18835,55.3866,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"5969",5969,23247,"L5",274,"Found",2000,20.9735,57.305,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"4108",4108,11962,"LL6",10,"Found",1993,-30.38333,129.68333,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"4058",4058,11912,"Iron, IIIAB",4700,"Found",1995,39.66667,-118.96667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"9687",9687,56523,"L6",1194,"Found",1979,19.72861,55.70389,"L","Chondrite","Stony","Ordinary","L",14,0.498018659921233
"6352",6352,23639,"LL5-7",87.4,"Found",1993,-30.12417,126.4515,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"4503",4503,12408,"H5",3833,"Fell",1871,44.28333,5.58333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"9814",9814,57185,"H4",3191,"Found",2010,-25.23333,-69.71667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"9756",9756,56670,"H5",39,"Found",2011,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"7731",7731,44710,"Lunar",801,"Found",1999,27.182,16.30017,"Lunar","Achondrite","Stony","Moon",NA,11,0.00485781484723708
"2552",2552,7021,"H5",206,"Found",2000,19.17667,54.625,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"4206",4206,12072,"H6",22,"Fell",1866,18.75,75.33333,"H","Chondrite","Stony","Ordinary","H",15,0.406210536590808
"2617",2617,7086,"Lunar (anorth)",4.15,"Found",2001,19.33,54.78333,"Lunar","Achondrite","Stony","Moon",NA,11,0.00485781484723708
"8023",8023,48572,"L6",47.909,"Found",2007,19.92415,56.33683,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"3393",3393,10117,"H6",4110,"Found",1976,32.90333,-101.16278,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"2083",2083,6493,"H4",50.5,"Found",1999,27.125,16.34533,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"6511",6511,23832,"EL5",28,"Found",1991,25.16056,0.29944,"EL","Chondrite","Stony","Enstatite","EH-EL",11,0.00485781484723708
"7783",7783,45438,"CK4",147.72,"Found",2006,32.26667,-3.46667,"CK","Chondrite","Stony","Carbonaceous","CV-CK",11,0.00485781484723708
"7167",7167,30749,"L5",32.5,"Found",2003,38.39918,-115.9967,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"3937",3937,11783,"L6",893,"Found",2000,30.11983,12.1135,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"3707",3707,11553,"H6",628,"Found",1994,29.16133,12.45,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"4130",4130,11984,"H5",350000,"Found",1927,37.2,-101.35,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
