,x_axis,water_pdf,cultivated_pdf,pasture_pdf,tundra_pdf,wooded_tundra_pdf,boreal_forest_pdf,conifer_forest_pdf,temperate_mixed_forest_pdf,temperate_decidous_forest_pdf,grasssland_pdf,desert_pdf,savanna_pdf,tropical_wooded_pdf,tropical_forest_pdf
81,81000.0,3.0962929434184917e-06,6.140680293687876e-07,1.9559408185637967e-07,5.04964266300612e-06,3.340756149816476e-17,3.1280728481636073e-06,7.787929713373577e-08,3.046100565890774e-06,3.1534049386909426e-06,1.7559669188990449e-07,2.354086731534115e-07,5.625981362181615e-07,3.1804919741107396e-23,2.967591589428533e-19
82,82000.0,2.997447133586616e-06,6.140334708159306e-07,1.9559750059240808e-07,5.004415899834002e-06,1.4209214638845315e-17,3.120525196297946e-06,7.788255565965695e-08,3.0379809564298137e-06,3.101049222183869e-06,1.756022693113972e-07,2.3541360503618992e-07,5.626281897528869e-07,9.780613817200143e-24,1.2378124355376526e-19
83,83000.0,2.9003263573576527e-06,6.139974576237451e-07,1.9560087230986778e-07,4.95846917471509e-06,5.966225617500816e-18,3.1127874367341872e-06,7.7885811220276e-08,3.0296863796589504e-06,3.0488923347562845e-06,1.7560781271052933e-07,2.354184549453375e-07,5.626571242525277e-07,2.958926708250715e-24,5.103646996834366e-20
84,84000.0,2.8049689277812226e-06,6.139599900484087e-07,1.9560419700632523e-07,4.911829847169105e-06,2.4730538343798174e-18,3.104861075195487e-06,7.788906381520966e-08,3.021218388299678e-06,2.996953672196674e-06,1.7561332208406763e-07,2.3542322287578372e-07,5.626849395442745e-07,8.806403770130017e-25,2.080086958279871e-20
85,85000.0,2.7114093425368006e-06,6.139210683564338e-07,1.9560747467938076e-07,4.86452549158769e-06,1.011979623799936e-18,3.0967476514366524e-06,7.789231344407499e-08,3.012578564495994e-06,2.9452521592930228e-06,1.7561879742879866e-07,2.3542790882254352e-07,5.627116354619972e-07,2.578453293450755e-25,8.380258800177449e-21
86,86000.0,2.6196783424615826e-06,6.138806928246649e-07,1.9561070532666864e-07,4.816583870312888e-06,4.088031802488114e-19,3.0884487387458586e-06,7.789556010648948e-08,3.003768519322085e-06,2.8938062413568726e-06,1.7562423874152885e-07,2.354325127807177e-07,5.62737211846246e-07,7.427048044305413e-26,3.3374014251877197e-21
87,87000.0,2.5298029772447176e-06,6.138388637402748e-07,1.95613888945857e-07,4.768032906759692e-06,1.6302757299176214e-19,3.079965943436448e-06,7.789880380207081e-08,2.9947898922820275e-06,2.8426338764151713e-06,1.756296460190843e-07,2.3543703474549255e-07,5.627616685442528e-07,2.104599616518591e-26,1.3138159801627611e-21
88,88000.0,2.4418066778579466e-06,6.137955814007616e-07,1.95617025534648e-07,4.718900658618677e-06,6.418183957009324e-20,3.0713009043290435e-06,7.790204453043716e-08,2.9856443508017243e-06,2.791752528068549e-06,1.7563501925831094e-07,2.354414747121401e-07,5.627850054099335e-07,5.8670397389259116e-27,5.112528116635328e-22
89,89000.0,2.355709335284272e-06,6.13750846113945e-07,1.9562011509077757e-07,4.6692152911741845e-06,2.4944083860829757e-20,3.0624552922241947e-06,7.790528229120692e-08,2.976333589713298e-06,2.7411791590137715e-06,1.7564035845607452e-07,2.3544583267601806e-07,5.628072223038891e-07,1.609032669223012e-27,1.9665815279776664e-22
90,90000.0,2.271527385099813e-06,6.137046581979627e-07,1.956231576120157e-07,4.619005050773023e-06,9.570337535032241e-21,3.053430809365817e-06,7.790851708399892e-08,2.9668593307321634e-06,2.6909302252270482e-06,1.7564566360926056e-07,2.3545010863256974e-07,5.628283190934064e-07,4.341171901400479e-28,7.477618053499794e-23
91,91000.0,2.1892738974596124e-06,6.136570179812668e-07,1.9562615309616622e-07,4.5682982384780795e-06,3.624860120095265e-21,3.0442291888956438e-06,7.791174890843222e-08,2.957223321927008e-06,2.641021670804006e-06,1.7565093471477433e-07,2.3545430257732429e-07,5.628482956524605e-07,1.1522464903849394e-28,2.81053939739154e-23
92,92000.0,2.108958672035483e-06,6.136079258026194e-07,1.9562910154106697e-07,4.517123183940519e-06,1.3553752447625117e-21,3.034852194298947e-06,7.791497776412634e-08,2.947427337182902e-06,2.5914689234511544e-06,1.7565617176954098e-07,2.3545841450589645e-07,5.628671518617151e-07,3.00870836777173e-29,1.0442179474873296e-23
93,93000.0,2.0305883374533177e-06,6.135573820110893e-07,1.9563200294458962e-07,4.46550821952363e-06,5.003018929550954e-22,3.0253016188417765e-06,7.791820365070104e-08,2.937473175657772e-06,2.54228689062281e-06,1.7566137477050543e-07,2.3546244441398663e-07,5.628848876085243e-07,7.728782451885463e-30,3.835020641671167e-24
94,94000.0,1.954166454778256e-06,6.135053869660472e-07,1.9563485730463985e-07,4.413481654710531e-06,1.8230939207251854e-22,3.0155792849999586e-06,7.792142656777648e-08,2.927362661232477e-06,2.4934899562965373e-06,1.756665437146324e-07,2.3546639229738108e-07,5.629015027869335e-07,1.9531624282840005e-30,1.3922567589160417e-24
95,95000.0,1.8796936245989162e-06,6.134519410371617e-07,1.9563766461915726e-07,4.361071750827223e-06,6.558284303774463e-23,3.0056870438801193e-06,7.792464651497311e-08,2.9170976419547093e-06,2.4450919783793624e-06,1.756716785989064e-07,2.3547025815195174e-07,5.629169972976803e-07,4.855812727676525e-31,4.9962716201934825e-25
96,96000.0,1.8071675972662243e-06,6.133970446043956e-07,1.956404248861154e-07,4.308306696111583e-06,2.3290335042952827e-23,2.9956267746329806e-06,7.792786349191175e-08,2.906679989476967e-06,2.3971062867361614e-06,1.756767794203318e-07,2.3547404197365617e-07,5.629313710481956e-07,1.1876317133057496e-31,1.7723431980252917e-25
97,97000.0,1.7365833858483403e-06,6.133406980579996e-07,1.9564313810352172e-07,4.255214581157966e-06,8.165175665599898e-24,2.985400383859199e-06,7.793107749821358e-08,2.8961115984888346e-06,2.3495456818308704e-06,1.756818461759327e-07,2.354777437585378e-07,5.629446239526045e-07,2.857576937665728e-32,6.214764577390293e-26
98,98000.0,1.6679333813705996e-06,6.132829017985097e-07,1.9564580426941768e-07,4.201823374766224e-06,2.8259184764700446e-24,2.9750098050079987e-06,7.793428853350006e-08,2.8853943861438094e-06,2.302422433970377e-06,1.7568687886275315e-07,2.3548136350272568e-07,5.629567559317275e-07,6.764105421387694e-33,2.1541533525500266e-26
99,99000.0,1.6012074699181601e-06,6.132236562367414e-07,1.9564842338187862e-07,4.148160900222872e-06,9.6551277669489e-25,2.9644569977688704e-06,7.793749659739306e-08,2.8745302914809212e-06,2.2557482831402943e-06,1.756918774778569e-07,2.3548490120243474e-07,5.62967766913081e-07,1.575139753216098e-33,7.380803262134282e-27
100,100000.0,1.5363931511891514e-06,6.131629617937849e-07,1.9565099543901389e-07,4.094254812041179e-06,3.2565722763882225e-25,2.9537439474566063e-06,7.794070168951471e-08,2.8635212748413837e-06,2.2095344394210333e-06,1.7569684201832757e-07,2.3548835685396559e-07,5.629776568308776e-07,3.6084783689398565e-34,2.4998026140206838e-27
101,101000.0,1.4734756580974183e-06,6.131008189010001e-07,1.9565352043896677e-07,4.040132573185876e-06,1.084345589634455e-25,2.9428726643899322e-06,7.794390380948754e-08,2.852369317280524e-06,2.163791583972055e-06,1.7570177248126857e-07,2.3549173045370457e-07,5.629864256260275e-07,8.132525045711768e-35,8.369179509905416e-28
102,102000.0,1.4124380770363076e-06,6.130372280000117e-07,1.9565599837991443e-07,3.985821432807083e-06,3.5643390884965104e-26,2.9318451832640178e-06,7.794710295693442e-08,2.8410764199752427e-06,2.1185298705714464e-06,1.757066688638032e-07,2.3549502199812385e-07,5.629940732461385e-07,1.803113238110334e-35,2.7697152673095824e-28
103,103000.0,1.3532614684283912e-06,6.129721895427042e-07,1.9565842926006814e-07,3.9313484045069465e-06,1.1566304170141514e-26,2.9206635625171297e-06,7.795029913147851e-08,2.8296446036272377e-06,2.0737589276974704e-06,1.757115311630746e-07,2.3549823148378136e-07,5.630005996455172e-07,3.9329360392402735e-36,9.06071444244602e-29
104,104000.0,1.295924987200282e-06,6.129057039912158e-07,1.9566081307767295e-07,3.876740245161326e-06,3.705224310919454e-27,2.9093298836917107e-06,7.795349233274336e-08,2.8180759078622606e-06,2.0294878611381398e-06,1.7571635937624562e-07,2.3550135890732077e-07,5.630060047851688e-07,8.439312224982676e-37,2.9299812315945975e-29
105,105000.0,1.2404060028368272e-06,6.128377718179335e-07,1.9566314983100802e-07,3.822023434317694e-06,1.1717600862845187e-27,2.8978462507901584e-06,7.795668256035283e-08,2.806372390625629e-06,1.9857252571143638e-06,1.757211535004991e-07,2.3550440426547167e-07,5.630102886327976e-07,1.7815315372092045e-37,9.36574458893178e-30
106,106000.0,1.1866802186847906e-06,6.127683935054874e-07,1.956654395183864e-07,3.7672241541892257e-06,3.6581978996208813e-28,2.8862147896255776e-06,7.795986981393114e-08,2.794536127574279e-06,1.9424791859017524e-06,1.7572591353303765e-07,2.355073675550492e-07,5.630134511628075e-07,3.699783099648313e-38,2.9593399588653332e-30
107,107000.0,1.1347217901925373e-06,6.12697569546745e-07,1.9566768213815508e-07,3.712368270263822e-06,1.1274570107175308e-28,2.8744376471677983e-06,7.796305409310284e-08,2.782569211465564e-06,1.899757205935683e-06,1.7573063947108366e-07,2.3551024877295456e-07,5.630154923563024e-07,7.558842616687545e-39,9.243202829031551e-31
108,108000.0,1.0845034417892133e-06,6.126253004448051e-07,1.9566987768869513e-07,3.6574813125455977e-06,3.430339362358235e-29,2.8625169908849247e-06,7.796623539749282e-08,2.7704737515430944e-06,1.8575663683838973e-06,1.7573533131187945e-07,2.355130479161746e-07,5.63016412201086e-07,1.5192548481953756e-39,2.8538108484305577e-31
109,109000.0,1.035996582124246e-06,6.125515867129922e-07,1.9567202616842149e-07,3.6025884574451154e-06,1.0303350691064352e-29,2.8504550080807086e-06,7.79694137267263e-08,2.758251872919842e-06,1.8159132221704234e-06,1.7573998905268722e-07,2.3551576498178199e-07,5.630162106916622e-07,3.0040160461919336e-40,8.709695313047614e-32
110,110000.0,9.891714174056847e-07,6.124764288748504e-07,1.9567412757578305e-07,3.5477145103333734e-06,3.055091184804344e-30,2.838253905228022e-06,7.797258908042885e-08,2.7459057159587684e-06,1.7748038194344082e-06,1.7574461269078892e-07,2.3551839996693522e-07,5.63014887829235e-07,5.843461064473886e-41,2.627579211264779e-32
111,111000.0,9.439970625938368e-07,6.123998274641367e-07,1.9567618190926277e-07,3.4928838887733128e-06,8.942813465693336e-31,2.8259159072987237e-06,7.797576145822639e-08,2.733437435651229e-06,1.7342437214070325e-06,1.7574920222348637e-07,2.355209528688787e-07,5.630124436217086e-07,1.1182382677759004e-41,7.835807321898871e-33
112,112000.0,9.004416502246918e-07,6.123217830248155e-07,1.956781891673775e-07,3.4381206064413077e-06,2.584213952574708e-31,2.8134432570901808e-06,7.797893085974516e-08,2.720849200993405e-06,1.6942380046895e-06,1.7575375764810135e-07,2.3552342368494246e-07,5.630088780836872e-07,2.1052071452176977e-42,2.309865839835126e-33
113,113000.0,8.584724366557735e-07,6.122422961110516e-07,1.9568014934867812e-07,3.3834482577498733e-06,7.372029454756558e-32,2.8008382145487616e-06,7.798209728461178e-08,2.708143194361013e-06,1.6547912679148257e-06,1.7575827896197538e-07,2.355258124125426e-07,5.630041912364752e-07,3.8989854060456035e-43,6.730771398961471e-34
114,114000.0,8.180559055451711e-07,6.121613672872034e-07,1.956820624517495e-07,3.3288900031814796e-06,2.0761080693238267e-32,2.7881030560905543e-06,7.798526073245316e-08,2.6953216108825402e-06,1.6159076387759665e-06,1.757627661624699e-07,2.3552811904918082e-07,5.629983831080762e-07,7.104028140841089e-44,1.9387329952764266e-34
115,115000.0,7.791578683924828e-07,6.120789971278171e-07,1.9568392847521034e-07,3.2744685553421582e-06,5.7718781086070276e-33,2.7752400739196115e-06,7.798842120289655e-08,2.682386657811261e-06,1.5775907814026884e-06,1.7576721924696616e-07,2.3553034359244488e-07,5.629914537331938e-07,1.2733682759796865e-44,5.520091025244454e-35
116,116000.0,7.417435619882716e-07,6.119951862176191e-07,1.956857474177135e-07,3.220206165742275e-06,1.5841220732425245e-33,2.7622515753440025e-06,7.799157869556962e-08,2.6693405538962837e-06,1.53984390406943e-06,1.7577163821286534e-07,2.3553248604000813e-07,5.629834031532303e-07,2.245430760889758e-45,1.5536369927425355e-35
117,117000.0,7.057777426362208e-07,6.119099351515095e-07,1.9568751927794576e-07,3.166124612310574e-06,4.2920467114765164e-34,2.7491398820899525e-06,7.799473321010026e-08,2.6561855287528675e-06,1.5026697672163423e-06,1.7577602305758842e-07,2.3553454638962999e-07,5.629742314162869e-07,3.89530617341992e-46,4.322429755499873e-36
118,118000.0,6.712247770294539e-07,6.118232445345548e-07,1.9568924405462792e-07,3.112245187646385e-06,1.1480069945342184e-34,2.735907329614364e-06,7.799788474611682e-08,2.642923822232271e-06,1.4660706917656281e-06,1.7578037377857639e-07,2.3553652463915562e-07,5.629639385771628e-07,6.647828693546549e-47,1.18872504155976e-36
119,119000.0,6.380487296794367e-07,6.11735114981981e-07,1.9569092174651465e-07,3.0585886880135935e-06,3.0313000612338154e-35,2.7225562664159846e-06,7.800103330324789e-08,2.6295576837913733e-06,1.430048567715273e-06,1.7578469037328993e-07,2.3553842078651603e-07,5.629525246973552e-07,1.116128838217477e-47,3.2315431222386434e-37
120,120000.0,6.062134468123535e-07,6.116455471191661e-07,1.9569255235239476e-07,3.005175403078785e-06,7.901646969542096e-36,2.7090890533455213e-06,7.800417888112249e-08,2.616089371862304e-06,1.3946048629922862e-06,1.757889728392097e-07,2.3554023482972815e-07,5.629399898450579e-07,1.8435084325322324e-48,8.683875255969619e-38
121,121000.0,5.75682636663914e-07,6.115545415816329e-07,1.9569413587109092e-07,2.952025106394737e-06,2.0333428657008375e-36,2.6955080629149736e-06,7.800732147936988e-08,2.6025211532223513e-06,1.3597406325475832e-06,1.7579322117383623e-07,2.3554196676689472e-07,5.629263340951615e-07,2.995519953155101e-49,2.3067061491817105e-38
122,122000.0,5.464199461190212e-07,6.114620990150413e-07,1.9569567230145986e-07,2.899157046629257e-06,5.1654470034708225e-37,2.6818156786064673e-06,7.801046109761978e-08,2.5888553023643607e-06,1.3254565276747429e-06,1.7579743537468988e-07,2.3554361659620435e-07,5.629115575292517e-07,4.788457027238358e-50,6.056839244492517e-39
123,123000.0,5.183890336577151e-07,6.113682200751808e-07,1.9569716164239223e-07,2.846589939538174e-06,1.2954167368491955e-37,2.668014294180871e-06,7.801359773550215e-08,2.5750941008678936e-06,1.2917528055349361e-06,1.75801615439311e-07,2.355451843159315e-07,5.628956602356096e-07,7.530351717330664e-51,1.5720809226023925e-39
124,124000.0,4.915536385831504e-07,6.112729054279628e-07,1.9569860389281283e-07,2.7943419606801567e-06,3.207121383693465e-38,2.6541063129864653e-06,7.801673139264734e-08,2.561239836771369e-06,1.258629338870484e-06,1.7580576136525973e-07,2.3554666992443651e-07,5.628786423092098e-07,1.1650141953793014e-51,4.033469938477705e-40
125,125000.0,4.6587764652107664e-07,6.111761557494124e-07,1.9569999905168027e-07,2.742430738869903e-06,7.838366951470116e-39,2.640094147267956e-06,7.801986206868603e-08,2.54729480394543e-06,1.2260856258896254e-06,1.7580987315011613e-07,2.3554807342016565e-07,5.6286050385172e-07,1.7731417774816696e-52,1.0229580588422562e-40
126,126000.0,4.4132515119338263e-07,6.110779717256606e-07,1.957013471179873e-07,2.690873350365131e-06,1.8912114320458163e-39,2.625980217476089e-06,7.802298976324925e-08,2.533261301467782e-06,1.1941208003052857e-06,1.758139507914801e-07,2.3554939480165097e-07,5.628412449714999e-07,2.6549234104292757e-53,2.56455435484514e-41
127,127000.0,4.1786051248063044e-07,6.109783540529368e-07,1.957026480907606e-07,2.6396863137817505e-06,4.504627437390494e-40,2.611766951578153e-06,7.802611447596837e-08,2.5191416329997204e-06,1.1627336415108187e-06,1.7581799428697153e-07,2.3555063406751044e-07,5.628208657836004e-07,3.9107208861507466e-54,6.355373298330762e-42
128,128000.0,3.9544841080021634e-07,6.108773034375593e-07,1.9570390196906078e-07,2.588885585730549e-06,1.0592097529047188e-40,2.597456784369636e-06,7.802923620647508e-08,2.504938106164598e-06,1.1319225848759313e-06,1.7582200363423017e-07,2.3555179121644794e-07,5.627993664097613e-07,5.667061606795835e-55,1.5568447208310525e-42
129,129000.0,3.740538978377491e-07,6.107748205959279e-07,1.9570510875198258e-07,2.5384865571676958e-06,2.4587216426875075e-41,2.583052156787305e-06,7.803235495440142e-08,2.4906530319284473e-06,1.1016857321462702e-06,1.7582597883091558e-07,2.3555286624725316e-07,5.627767469784117e-07,8.078957736641962e-56,3.769854670559386e-43
130,130000.0,3.536424436795065e-07,6.106709062545154e-07,1.9570626843865463e-07,2.4885040504504204e-06,5.634314136941856e-42,2.5685555152239788e-06,7.803547071937981e-08,2.4762887239830006e-06,1.0720208619303948e-06,1.7582991987470737e-07,2.3555385915880177e-07,5.627530076246679e-07,1.1330498765079756e-56,9.02358253187576e-44
131,131000.0,3.341799804033577e-07,6.105655611498584e-07,1.9570738102823968e-07,2.438952317088259e-06,1.2746092033347078e-42,2.5539693108452587e-06,7.803858350104295e-08,2.4618474981313206e-06,1.0429254402581887e-06,1.7583382676330492e-07,2.355547699500552e-07,5.627281484903317e-07,1.5632880519294807e-57,2.1350520054276847e-44
132,132000.0,3.1563294219431736e-07,6.104587860285495e-07,1.957084465199344e-07,2.3898450361793587e-06,2.8465403396346344e-43,2.539295998908472e-06,7.804169329902393e-08,2.447331671676275e-06,1.0143966311950496e-06,1.7583769949442762e-07,2.3555559862006096e-07,5.627021697238895e-07,2.1219017877794907e-58,4.9935913352640224e-45
133,133000.0,2.979683020589795e-07,6.103505816472274e-07,1.9570946491296942e-07,2.341195313520455e-06,6.275696543808486e-44,2.524538038084104e-06,7.804480011295617e-08,2.432743562812071e-06,9.86431307496556e-07,1.7584153806581463e-07,2.3555634516795224e-07,5.62675071480511e-07,2.833399663899456e-59,1.1544964825937672e-45
134,134000.0,2.811536052204154e-07,6.10240948772569e-07,1.9571043620660948e-07,2.293015681378328e-06,1.365874597326849e-44,2.509697889779961e-06,7.804790394247341e-08,2.418085490019069e-06,9.590260612886481e-07,1.7584534247522516e-07,2.3555700959294824e-07,5.626468539220474e-07,3.7220884273303534e-60,2.6384405137752433e-46
135,135000.0,2.6515699928173517e-07,6.101298881812799e-07,1.9571136040015325e-07,2.2453180989096953e-06,2.9347020844766593e-45,2.4947780174683266e-06,7.805100478720974e-08,2.4033597714620954e-06,9.321772147587316e-07,1.7584911272043825e-07,2.35557591894354e-07,5.626175172170294e-07,4.810185496309969e-61,5.9604229268469295e-47
136,136000.0,2.4994726125244446e-07,6.100174006600847e-07,1.9571223749293343e-07,2.1981139532158133e-06,6.2247442529060344e-46,2.479780886016367e-06,7.805410264679964e-08,2.388568724392455e-06,9.058808308434965e-07,1.7585284879925291e-07,2.355580920715605e-07,5.625870615406658e-07,6.115518039687463e-62,1.3310118520921943e-47
137,137000.0,2.3549382153694437e-07,6.09903487005719e-07,1.9571306748431674e-07,2.1514140610172777e-06,1.3034167722917517e-46,2.464708961020018e-06,7.805719752087785e-08,2.37371466455387e-06,8.80132723899651e-07,1.75856550709488e-07,2.3555851012404458e-07,5.625554870748426e-07,7.64893495807636e-63,2.9380680158745667e-48
138,138000.0,2.21766784989082e-07,6.097881480249186e-07,1.9571385037370388e-07,2.105228670933883e-06,2.694321379977312e-47,2.449564708141622e-06,7.806028940907951e-08,2.3587999055925387e-06,8.549284703441602e-07,1.7586021844898232e-07,2.35558846051369e-07,5.625227940081197e-07,9.411632777804658e-64,6.410868146412303e-49
139,139000.0,2.087369491405463e-07,6.09671384534411e-07,1.9571458616052961e-07,2.0595674663537537e-06,5.498190579689346e-48,2.434350592451544e-06,7.80633783110401e-08,2.343826758471525e-06,8.302634192510279e-07,1.7586385201559463e-07,2.355590998531824e-07,5.624889825357298e-07,1.1392663458931989e-64,1.382760358975945e-49
140,140000.0,1.9637581971416822e-07,6.09553197360905e-07,1.9571527484426264e-07,2.014439568875357e-06,1.1076294167521812e-48,2.4190690777740016e-06,7.806646422639541e-08,2.3287975308896694e-06,8.061327028920705e-07,1.7586745140720354e-07,2.3555927152921933e-07,5.624540528595769e-07,1.3566938382881338e-65,2.948166949394105e-50
141,141000.0,1.8465562353582986e-07,6.094335873410817e-07,1.9571591642440566e-07,1.9698535423054653e-06,2.2027919119333138e-49,2.403722626037362e-06,7.806954715478161e-08,2.313714526705239e-06,7.825312472095914e-07,1.7587101662170766e-07,2.3555936107930027e-07,5.624180051882334e-07,1.589405552775253e-66,6.213442766719262e-51
142,142000.0,1.7354931896073855e-07,6.09312555321584e-07,1.957165109004955e-07,1.925817397195655e-06,4.324707753887868e-50,2.3883136966291195e-06,7.807262709583516e-08,2.298580045364478e-06,7.594537822093039e-07,1.7587454765702538e-07,2.3555936850333142e-07,5.623808397369385e-07,1.8318246067957147e-67,1.2944569393670367e-51
143,143000.0,1.630306039313199e-07,6.09190102159007e-07,1.9571705827210285e-07,1.8823385958993945e-06,8.381936310979831e-51,2.3728447457557977e-06,7.807570404919294e-08,2.283396381335287e-06,7.368948522623119e-07,1.7587804451109527e-07,2.3555929380130516e-07,5.62342556727596e-07,2.076965776579428e-68,2.665741237614389e-52
144,144000.0,1.530739217849359e-07,6.090662287198875e-07,1.9571755853883254e-07,1.8394240581314366e-06,1.6037484443598393e-51,2.3573182258079875e-06,7.807877801449211e-08,2.2681658235461846e-06,7.148488263054327e-07,1.758815071818756e-07,2.3555913697329958e-07,5.623031563887721e-07,2.3167068437015297e-69,5.42654550566942e-53
145,145000.0,1.4365446493008602e-07,6.089409358806944e-07,1.957180117003233e-07,1.7970801670107803e-06,3.0292313275894886e-52,2.341736584730756e-06,7.808184899137018e-08,2.252890654830753e-06,6.933099079295918e-07,1.758849356673447e-07,2.3555889801947863e-07,5.622626389556932e-07,2.5421964738578254e-70,1.0919530979246633e-53
146,146000.0,1.3474817650970834e-07,6.088142245278177e-07,1.95718417756248e-07,1.7553127755681669e-06,5.6484973698852e-53,2.326102265399633e-06,7.808491697946503e-08,2.237573151377743e-06,6.7227214534652e-07,1.758883299655007e-07,2.3555857694009235e-07,5.622210046702431e-07,2.7443748559299434e-71,2.1719988794055264e-54
147,147000.0,1.2633175016971937e-07,6.086860955575584e-07,1.9571877670631334e-07,1.7141272136987602e-06,1.0397710517752883e-53,2.31041770500239e-06,7.808798197841485e-08,2.2222155821870105e-06,6.517294412244335e-07,1.7589169007436183e-07,2.3555817373547653e-07,5.621782537809616e-07,2.9145669814301425e-72,4.2706136667656e-55
148,148000.0,1.1838262805002539e-07,6.085565498761181e-07,1.957190885502602e-07,1.6735282955404197e-06,1.889499638681084e-54,2.2946853344268303e-06,7.809104398785823e-08,2.206820208531464e-06,6.31675562383884e-07,1.7589501599196616e-07,2.3555768840605288e-07,5.621343865430408e-07,3.0450956488520724e-73,8.30034321957231e-56
149,149000.0,1.1087899711392957e-07,6.084255883995876e-07,1.9571935328786345e-07,1.6335203272577458e-06,3.389691733288757e-55,2.2789075776547753e-06,7.809410300743401e-08,2.1913892834251763e-06,6.121041493454118e-07,1.7589830771637172e-07,2.3555712095232902e-07,5.620894032183231e-07,3.129854337860199e-74,1.5946922834797831e-56
150,150000.0,1.0379978393021527e-07,6.082932120539372e-07,1.9571957091893184e-07,1.5941071152119046e-06,6.003132029933465e-56,2.263086851162474e-06,7.809715903678147e-08,2.1759250510978464e-06,5.930087257211425e-07,1.7590156524565646e-07,2.3555647137489849e-07,5.620433040752992e-07,3.164780564176488e-75,3.0285364934710765e-57
151,151000.0,9.712464802017562e-08,6.081594217750048e-07,1.9571974144330832e-07,1.5552919744961287e-06,1.0495421529603298e-56,2.247225563327607e-06,7.810021207554019e-08,2.16042974647575e-06,5.74382707442927e-07,1.759047885779183e-07,2.355557396744406e-07,5.619960893891044e-07,3.148178645540772e-76,5.685436408335791e-58
152,152000.0,9.083397387957422e-08,6.080242185084852e-07,1.957198648608697e-07,1.5170777378166555e-06,1.8114492724134604e-57,2.2313261138430907e-06,7.810326212335005e-08,2.1449055946693464e-06,5.562194118201144e-07,1.759079777112751e-07,2.3555492585172078e-07,5.619477594415163e-07,3.0808561712832165e-77,1.0550423139916717e-58
153,153000.0,8.490886178294679e-08,6.078876032099195e-07,1.9571994117152688e-07,1.4794667646988404e-06,3.0864323847269054e-58,2.21539089313787e-06,7.810630917985135e-08,2.129354810467694e-06,5.385120664205065e-07,1.7591113264386468e-07,2.3555402990759013e-07,5.618983145209526e-07,2.966058881804218e-78,1.9353121638991302e-59
154,154000.0,7.93311174748397e-08,6.077495768446826e-07,1.9571997037522475e-07,1.4424609509981578e-06,5.191485647500773e-59,2.1994222818048714e-06,7.81093532446847e-08,2.113779597839816e-06,5.212538177685173e-07,1.7591425337384478e-07,2.355530518429858e-07,5.618477549224668e-07,2.809211269807973e-79,3.509192973882936e-60
155,155000.0,7.408324084954326e-08,6.076101403879735e-07,1.957199524719423e-07,1.406061738695803e-06,8.620468079828684e-60,2.1834226500363097e-06,7.811239431749104e-08,2.0981821494431596e-06,5.044377398550398e-07,1.759173398993931e-07,2.3555199165893068e-07,5.617960809477469e-07,2.617491770803518e-80,6.28982485880514e-61
156,156000.0,6.914841371765682e-08,6.074692948248021e-07,1.9571988746169235e-07,1.3702701259586854e-06,1.4131046918129582e-60,2.1673943570665043e-06,7.811543239791166e-08,2.0825646461393027e-06,4.880568424539541e-07,1.759203922187073e-07,2.3555084935653366e-07,5.617432929051113e-07,2.3992888577482446e-81,1.1144098208101111e-61
157,157000.0,6.45104867544328e-08,6.07327041149979e-07,1.957197753445219e-07,1.3350866774436824e-06,2.286768117178063e-61,2.151339750622392e-06,7.811846748558822e-08,2.066929256517018e-06,4.72104079240693e-07,1.7592341033000497e-07,2.3554962493698951e-07,5.616893911095059e-07,2.1635953461508037e-82,1.951759874890574e-62
158,158000.0,6.015396572131383e-08,6.071833803681028e-07,1.9571961612051192e-07,1.3005115348261388e-06,3.6532064737933084e-62,2.135261166381885e-06,7.81214995801627e-08,2.051278136422848e-06,4.5657235570870647e-07,1.7592639423152368e-07,2.3554831840157882e-07,5.616343758825013e-07,1.9194014975802857e-83,3.378958957159775e-63
159,159000.0,5.6063997048439625e-08,6.070383134935488e-07,1.9571940978977731e-07,1.266544427532764e-06,5.761434230131295e-63,2.119160927440243e-06,7.812452868127739e-08,2.035613428499301e-06,4.4145453688013003e-07,1.7592934392152096e-07,2.355469297516681e-07,5.615782475522895e-07,1.6751430864320436e-84,5.7824851278268644e-64
160,160000.0,5.2226352862159255e-08,6.068918415504572e-07,1.957191563524671e-07,1.2331846836592666e-06,8.969976358338191e-64,2.1030413437846085e-06,7.812755478857501e-08,2.0199372617308042e-06,4.267434548073643e-07,1.7593225939827426e-07,2.355454589887097e-07,5.615210064536805e-07,1.4382496549135693e-85,9.781854731853107e-65
161,161000.0,4.86274155377843e-08,6.067439655727204e-07,1.957188558087643e-07,1.2004312410532685e-06,1.3786571837926902e-64,2.086904711776856e-06,7.813057790169856e-08,2.0042517509975203e-06,4.124319158627266e-07,1.7593514066008105e-07,2.3554390611424194e-07,5.61462652928099e-07,1.2148228076367984e-86,1.6356974249354522e-65
162,162000.0,4.5254161853960033e-08,6.065946866039714e-07,1.9571850815888588e-07,1.1682826585433014e-06,2.0918261016870026e-65,2.0707533136449e-06,7.81335980202914e-08,1.988558996637139e-06,3.985127078137284e-07,1.7593798770525872e-07,2.3554227112988889e-07,5.614031873235809e-07,1.0094571411520341e-87,2.7037081341647297e-66
