,x_axis,water_pdf,cultivated_pdf,pasture_pdf,tundra_pdf,wooded_tundra_pdf,boreal_forest_pdf,conifer_forest_pdf,temperate_mixed_forest_pdf,temperate_decidous_forest_pdf,grasssland_pdf,desert_pdf,savanna_pdf,tropical_wooded_pdf,tropical_forest_pdf
39,39000.0,7.749333283191347e-06,6.142040993416846e-07,1.9540807445395175e-07,6.003380964948037e-06,1.1600188973268916e-06,3.259097394738595e-06,7.773976650326737e-08,3.2135229851239773e-06,5.22323982338504e-06,1.7533176375834197e-07,2.351275917896888e-07,5.603286798907947e-07,3.9557386624713777e-08,7.662464620474561e-08
40,40000.0,7.65893190212013e-06,6.142307297892299e-07,1.9541346532372744e-07,6.006572996299202e-06,8.476367284750271e-07,3.2603846977444154e-06,7.774314922133512e-08,3.213704094996883e-06,5.18417151913794e-06,1.7533876693795736e-07,2.351359608534787e-07,5.604054887356624e-07,2.4179941771441818e-08,5.195962106157676e-08
41,41000.0,7.5658534515571695e-06,6.142559041940806e-07,1.9541880930772125e-07,6.008403471974633e-06,6.11446930225109e-07,3.2614542406406128e-06,7.774652899050166e-08,3.2136766643357773e-06,5.144264249386201e-06,1.7534573624882163e-07,2.3514424823379955e-07,5.604811918026182e-07,1.4540495241100507e-08,3.482880265788963e-08
42,42000.0,7.470221679977927e-06,6.142796223771157e-07,1.9542410640207847e-07,6.008871146471293e-06,4.354237073284656e-07,3.262305808823311e-06,7.774990581036965e-08,3.2134406984806294e-06,5.103541951629464e-06,1.7535267168687402e-07,2.3515245392199368e-07,5.605557886407126e-07,8.601999951517867e-09,2.3077363487457626e-08
43,43000.0,7.37216255461709e-06,6.143018841695714e-07,1.954293566029782e-07,6.00797570153077e-06,3.0610447122734877e-07,3.2629392313917098e-06,7.7753279680542e-08,3.2129962433660207e-06,5.062028911924472e-06,1.7535957324807328e-07,2.3516057790948858e-07,5.606292788055456e-07,5.0062895246265134e-09,1.511502651090626e-08
44,44000.0,7.271803986633562e-06,6.143226894130424e-07,1.954345599066333e-07,6.005717746500216e-06,2.12437692445603e-07,3.263354381205252e-06,7.775665060062201e-08,3.212343385506243e-06,5.019749740855279e-06,1.7536644092839794e-07,2.351686201877968e-07,5.607016618592713e-07,2.8663470853641384e-09,9.78603382336803e-09
45,45000.0,7.169275555055817e-06,6.143420379594846e-07,1.9543971630929036e-07,6.002098817641296e-06,1.4554516315318989e-07,3.2635511749261527e-06,7.776001857021329e-08,3.2114822519672313e-06,4.976729349341046e-06,1.753732747238461e-07,2.3517658074851605e-07,5.607729373706023e-07,1.614499380856902e-09,6.262959283639766e-09
46,46000.0,7.0647082303345855e-06,6.143599296712157e-07,1.9544482580722977e-07,5.997121376388267e-06,9.843924612314292e-08,3.26352957304728e-06,7.77633835889198e-08,3.210413010325348e-06,4.932992924314474e-06,1.7538007463043548e-07,2.3518445958332938e-07,5.608431049148144e-07,8.946296282499023e-10,3.962119233005144e-09
47,47000.0,6.958234098320078e-06,6.143763644209181e-07,1.9544988839676567e-07,5.9907888065579175e-06,6.572688962911109e-08,3.2632895799053763e-06,7.776674565634583e-08,3.209135868613029e-06,4.888565904303934e-06,1.7538684064420348e-07,2.3519225668400487e-07,5.609121640737499e-07,4.876912463470932e-10,2.477710548303066e-09
48,48000.0,6.8499860854682405e-06,6.143913420916394e-07,1.9545490407424598e-07,5.9831054105158205e-06,4.332336507431769e-08,3.262831243679604e-06,7.777010477209598e-08,3.2076510752513345e-06,4.843473954952178e-06,1.7539357276120717e-07,2.351999720423959e-07,5.609801144358228e-07,2.615428989325896e-10,1.5316117003472996e-09
49,49000.0,6.740097686064715e-06,6.144048625767942e-07,1.9545987283605235e-07,5.974076404304984e-06,2.819068208344939e-08,3.2621546563754293e-06,7.777346093577523e-08,3.2059589189694073e-06,4.797742944504319e-06,1.7540027097752319e-07,2.3520760565044101e-07,5.61046955596022e-07,1.3798668939375395e-10,9.358836444340276e-10
50,50000.0,6.628702692236663e-06,6.144169257801656e-07,1.9546479467860034e-07,5.963707911744592e-06,1.810895065404692e-08,3.2612599537938383e-06,7.777681414698885e-08,3.204059728710906e-06,4.751398919297552e-06,1.7540693528924794e-07,2.3521515750016416e-07,5.611126871559158e-07,7.161891647855059e-11,5.652884556869898e-10
51,51000.0,6.5159349275011935e-06,6.144275316159059e-07,1.9546966959833918e-07,5.952006957508208e-06,1.148379117631816e-08,3.2601473154859095e-06,7.778016440534249e-08,3.2019538735274282e-06,4.704468079284786e-06,1.7541356569249737e-07,2.3522262758367432e-07,5.611773087236558e-07,3.656912649706876e-11,3.3751528994843795e-10
52,52000.0,6.401927984575276e-06,6.144366800085381e-07,1.9547449759175196e-07,5.938981459192394e-06,7.189216920301277e-09,3.258816964692763e-06,7.77835117104421e-08,3.1996417624589914e-06,4.656976753623976e-06,1.7542016218340722e-07,2.352300158931659e-07,5.612408199139806e-07,1.836951611852024e-11,1.9920116032322188e-10
53,53000.0,6.2868149681456e-06,6.144443708929559e-07,1.954792786553555e-07,5.924640218388253e-06,4.443060110273426e-09,3.2572691682709066e-06,7.7786856061894e-08,3.1971238444016193e-06,4.608951376364569e-06,1.7542672475813277e-07,2.3523732242091858e-07,5.6130322034822e-07,9.077727368644999e-12,1.162158471724521e-10
54,54000.0,6.170728243268155e-06,6.144506042144256e-07,1.954840127857005e-07,5.908992910770024e-06,2.7107351658943083e-09,3.2555042366030257e-06,7.77901974593048e-08,3.1944006079620838e-06,4.56041846226202e-06,1.754332534128491e-07,2.3524454715929726e-07,5.613645096542984e-07,4.413192217679715e-12,6.702146514015786e-11
55,55000.0,6.053799190036566e-06,6.144553799285862e-07,1.9548869997937137e-07,5.892050075216337e-06,1.6326620225215496e-09,3.2535225234942483e-06,7.77935359022815e-08,3.191472581299891e-06,4.51140458275082e-06,1.754397481437508e-07,2.3525169010075222e-07,5.614246874667386e-07,2.1106918885675837e-12,3.820652678846778e-11
56,56000.0,5.936157965125351e-06,6.144586980014496e-07,1.9549334023298648e-07,5.8738231019812456e-06,9.707553472739149e-10,3.2513244260539378e-06,7.77968713904314e-08,3.1883403319565568e-06,4.461936342105902e-06,1.7544620894705233e-07,2.3525875123781903e-07,5.614837534266655e-07,9.931003338251143e-13,2.1529615699463916e-11
57,57000.0,5.817933270779828e-06,6.144605584094018e-07,1.954979335431978e-07,5.854324219933633e-06,5.698067532794737e-10,3.2489103845630727e-06,7.780020392336212e-08,3.185004466672269e-06,4.4120403538217655e-06,1.7545263581898772e-07,2.3526573056311863e-07,5.615417071818098e-07,4.596822176928862e-13,1.1992509544701842e-11
58,58000.0,5.699252131788184e-06,6.144609611392024e-07,1.9550247990669135e-07,5.833566482884997e-06,3.301791861352322e-10,3.2462808823272673e-06,7.780353350068166e-08,3.1814656311900144e-06,4.3617432172379126e-06,1.7545902875581068e-07,2.3527262806935725e-07,5.61598548386511e-07,2.093237802002997e-13,6.603268311436932e-12
59,59000.0,5.580239680933738e-06,6.144599061879853e-07,1.9550697932018675e-07,5.8115637550270164e-06,1.8887570271421551e-10,3.243436445515509e-06,7.780686012199835e-08,3.177724510047243e-06,4.311071494438602e-06,1.7546538775379465e-07,2.3527944374932658e-07,5.616542767017214e-07,9.377254945342574e-14,3.5940398863001356e-12
60,60000.0,5.461018953386587e-06,6.144573935632586e-07,1.9551143178043761e-07,5.7883306955016275e-06,1.0666128056971202e-10,3.2403776429846838e-06,7.781018378692084e-08,3.1737818263551943e-06,4.260051687454105e-06,1.7547171280923276e-07,2.3528617759590357e-07,5.617088917950093e-07,4.132655153145466e-14,1.9336680317324014e-12
61,61000.0,5.341710690454148e-06,6.14453423282904e-07,1.955158372842313e-07,5.763882742127658e-06,5.946231232876801e-11,3.23710508608997e-06,7.78135044950581e-08,3.169638341565956e-06,4.20871021578996e-06,1.754780039184378e-07,2.3529282960205061e-07,5.61762393340562e-07,1.7917561357892695e-14,1.0283856755871502e-12
62,62000.0,5.222433153069403e-06,6.144479953751775e-07,1.9552019582838908e-07,5.738236094309304e-06,3.272510840559077e-11,3.2336194284811994e-06,7.781682224601948e-08,3.1652948552273776e-06,4.1570733943098695e-06,1.754842610777423e-07,2.352993997608156e-07,5.618147810191894e-07,7.642314792535196e-15,5.406362931087775e-13
63,63000.0,5.103301945354489e-06,6.144411098787082e-07,1.955245074097659e-07,5.711407695152913e-06,1.7779710854550603e-11,3.2299213658852634e-06,7.782013703941464e-08,3.1607522047259434e-06,4.105167411497028e-06,1.754904842834985e-07,2.3530588806533162e-07,5.618660545183274e-07,3.2067657329837278e-15,2.8095026835511106e-13
64,64000.0,4.984429848555586e-06,6.144327668424987e-07,1.9552877202525074e-07,5.683415212819733e-06,9.536139462412549e-12,3.2260116358746827e-06,7.782344887485356e-08,3.1560112650177174e-06,4.0530183081178645e-06,1.7549667353207828e-07,2.353122945088174e-07,5.619162135320399e-07,1.323749578760627e-15,1.4432075175976565e-13
65,65000.0,4.865926665603095e-06,6.144229663259236e-07,1.9553298967176631e-07,5.6542770211433245e-06,5.049225811583269e-12,3.2218910176224345e-06,7.78267577519466e-08,3.151072948347493e-06,4.000651956311189e-06,1.7550282881987338e-07,2.3531861908457697e-07,5.619652577610235e-07,5.375770564448015e-16,7.328299162492246e-14
66,66000.0,4.747899076509217e-06,6.144117083987297e-07,1.9553716034626912e-07,5.624012179541381e-06,2.6392546377263247e-12,3.2175603316431637e-06,7.783006367030441e-08,3.145938203956254e-06,3.948094039124854e-06,1.7550895014329502e-07,2.3532486178599983e-07,5.620131869126088e-07,2.1476915292002314e-16,3.6783468151170383e-14
67,67000.0,4.630450504773116e-06,6.143989931410342e-07,1.9554128404574972e-07,5.5926404122527225e-06,1.361890194440485e-12,3.2130204395208873e-06,7.783336662953803e-08,3.140608017777102e-06,3.895370030521071e-06,1.755150374987744e-07,2.35331022606561e-07,5.620600007007646e-07,8.44110636459258e-17,1.8250603730450185e-14
68,68000.0,4.513680994922366e-06,6.143848206433246e-07,1.955453607672323e-07,5.5601820869310605e-06,6.937567033819508e-13,3.2082722436233244e-06,7.783666662925878e-08,3.135083412119767e-06,3.842505175870522e-06,1.7552109088276226e-07,2.3533710153982085e-07,5.621056988461002e-07,3.263796937277578e-17,8.951109564286659e-15
69,69000.0,4.397687101278357e-06,6.143691910064574e-07,1.955493905077751e-07,5.526658192628061e-06,3.488804163098888e-13,3.2033166868029873e-06,7.783996366907836e-08,3.129365445343851e-06,3.7895244729543873e-06,1.7552711029172911e-07,2.3534309857942538e-07,5.621502810758678e-07,1.2414898623781989e-17,4.339618852314271e-15
70,70000.0,4.282561787992884e-06,6.143521043416564e-07,1.9555337326447006e-07,5.492090317198974e-06,1.7320095854288246e-13,3.1981547520851623e-06,7.78432577486088e-08,3.1234552115209503e-06,3.7364526534924266e-06,1.7553309572216527e-07,2.3534901371910603e-07,5.621937471239663e-07,4.6457893480461004e-18,2.079703285693998e-15
71,71000.0,4.168394340363644e-06,6.143335607705122e-07,1.9555730903444302e-07,5.456500624164842e-06,8.488447958289984e-14,3.1927874623429355e-06,7.784654886746245e-08,3.11735384008581e-06,3.6833141652141464e-06,1.7553904717058064e-07,2.3535484695267966e-07,5.622360967309427e-07,1.7102993845497974e-18,9.852041788957929e-16
72,72000.0,4.055270287397691e-06,6.143135604249799e-07,1.9556119781485386e-07,5.419911829065969e-06,4.1068665359621747e-14,3.1872158799594095e-06,7.7849837025252e-08,3.111062495476657e-06,3.63013315448906e-06,1.75544964633505e-07,2.3536059827404873e-07,5.622773296439955e-07,6.194140530458536e-19,4.613453942102317e-16
73,73000.0,3.943271335554459e-06,6.142921034473785e-07,1.955650396028961e-07,5.3823471753418835e-06,1.961540089024197e-14,3.1814411064772603e-06,7.78531222215905e-08,3.1045823767648825e-06,3.5769334495309513e-06,1.7555084810748775e-07,2.353662676772012e-07,5.623174456169772e-07,2.206918312266545e-19,2.135508034737679e-16
74,74000.0,3.832475313563702e-06,6.142691899903883e-07,1.9556883439579722e-07,5.343830409773605e-06,9.248857481901615e-15,3.1754642822358133e-06,7.78564044560913e-08,3.0979147172742366e-06,3.5237385441899928e-06,1.7555669758909813e-07,2.3537185515621064e-07,5.62356444410396e-07,7.735488621378973e-20,9.771276592782491e-17
75,75000.0,3.7229561281787755e-06,6.142448202170497e-07,1.9557258219081865e-07,5.304385757524447e-06,4.305100419299261e-15,3.169286585995789e-06,7.785968372836812e-08,3.091060784189694e-06,3.4705715823454263e-06,1.7556251307492507e-07,2.3537736070523602e-07,5.623943257914191e-07,2.6673839534805344e-20,4.4195340133765156e-17
76,76000.0,3.6147837306924085e-06,6.142189943007608e-07,1.9557628298525562e-07,5.26403789681599e-06,1.9782573354436124e-15,3.1629092345518962e-06,7.786296003803501e-08,3.084021878156182e-06,3.4174553429104595e-06,1.755682945615773e-07,2.35382784318522e-07,5.624310895338745e-07,9.048562823856673e-21,1.9759535492485546e-17
77,77000.0,3.508024094010193e-06,6.141917124252759e-07,1.9557993677643727e-07,5.222811933276164e-06,8.974010706692581e-16,3.156333482333458e-06,7.786623338470635e-08,3.076799332867334e-06,3.3644122254598975e-06,1.7557404204568321e-07,2.3538812599039864e-07,5.624667354182536e-07,3.0197428880522467e-21,8.732770720845037e-18
78,78000.0,3.4027392000470285e-06,6.141629747847025e-07,1.9558354356172662e-07,5.180733373996652e-06,4.0187841598141285e-16,3.1495606209932446e-06,7.786950376799688e-08,3.069394514644453e-06,3.3114642364899233e-06,1.7557975552389107e-07,2.3539338571528178e-07,5.625012632317129e-07,9.914175841546257e-22,3.81506956508678e-18
79,79000.0,3.298987037183366e-06,6.141327815835001e-07,1.955871033385206e-07,5.1378281013369916e-06,1.7766712724420604e-16,3.142591978984707e-06,7.787277118752163e-08,3.0618088220058865e-06,3.2586329763183453e-06,1.7558543499286876e-07,2.353985634876728e-07,5.625346727680762e-07,3.202134406357066e-22,1.647509553095288e-18
80,80000.0,3.1968216074916067e-06,6.141011330364769e-07,1.9559061610425004e-07,5.094122346512868e-06,7.753963965480007e-17,3.1354289211278006e-06,7.7876035642896e-08,3.05404368522697e-06,3.205939626632502e-06,1.7559108044930407e-07,2.354036593021585e-07,5.625669638278374e-07,1.017463376720886e-22,7.032803743985932e-19
