,Cluster,mass,fell_found,year,latitude,longitude,group,chondrite,type,lc_sample
6906,1,8732.0,Found,1950,47.70667,-119.83,Iron IIIAB,Achondrite,Iron,13
6912,1,760000.0,Found,1947,-19.3,127.76667,Iron IIIAB,Achondrite,Iron,13
6913,1,74830.0,Found,1981,44.4,-98.53333,Iron IAB,Achondrite,Iron,1
6914,1,37800.0,Found,1937,-24.91667,120.06667,Iron IIIAB,Achondrite,Iron,14
6915,1,48200.0,Found,1953,42.34667,-90.1675,Iron IAB,Achondrite,Iron,0
6916,1,3867.0,Found,1918,35.68333,-82.18333,Iron IVA,Achondrite,Iron,11
6920,1,22700.0,Found,1858,40.76667,-81.95,Iron IAB,Achondrite,Iron,1
6925,1,68860.0,Found,1920,45.5,118.0,Iron IAB,Achondrite,Iron,13
6937,1,421000.0,Found,1825,17.53333,-97.35,Iron IVA,Achondrite,Iron,15
6939,1,3290.0,Found,1875,-32.45,135.55,Iron IAB,Achondrite,Iron,2
6940,1,150200.0,Fell,1959,38.93333,48.25,Iron IAB,Achondrite,Iron,13
6944,1,1500.0,Found,1908,-29.45,121.21667,Iron IIIAB,Achondrite,Iron,2
6945,1,9600.0,Found,1903,-35.98333,145.58333,Iron IIAB,Achondrite,Iron,2
6949,1,132000.0,Found,1918,-14.25,132.01667,Iron IAB,Achondrite,Iron,16
6951,1,3000000.0,Found,1964,24.2,113.4,Iron IVA,Achondrite,Iron,2
6953,1,60000.0,Found,1971,22.75,108.33333,Iron IAB,Achondrite,Iron,2
6955,1,835.0,Found,1878,40.75,-97.5,Iron IIIAB,Achondrite,Iron,1
6960,1,118400.0,Found,1917,-29.5,118.75,Iron IIIAB,Achondrite,Iron,2
6961,1,3800000.0,Found,1884,-32.1,117.71667,Iron IAB,Achondrite,Iron,2
6962,1,140700.0,Found,1914,31.65,-106.18333,Iron,Achondrite,Iron,14
6963,1,7600.0,Found,1946,60.0,140.0,Iron IVA,Achondrite,Iron,7
6968,1,1000000.0,Found,1792,22.81667,-102.56667,Iron,Achondrite,Iron,2
